concepts,c1,c2,c3,0_w,1_w,2_w,3_w,4_w,5_w,6_w,7_w,8_w,9_w,10_w,11_w,12_w,13_w,14_w,15_w,16_w,17_w,18_w,19_w,20_w,21_w,22_w,23_w,24_w,25_w,26_w,27_w,28_w,29_w,30_w,31_w,32_w,33_w,34_w,35_w,36_w,37_w,38_w,39_w,40_w,41_w,42_w,43_w,44_w,45_w,46_w,47_w,48_w,49_w,50_w,51_w,52_w,53_w,54_w,55_w,56_w,57_w,58_w,59_w,60_w,61_w,62_w,63_w,64_w,65_w,66_w,67_w,68_w,69_w,70_w,71_w,72_w,73_w,74_w,75_w,76_w,77_w,78_w,79_w,80_w,81_w,82_w,83_w,84_w,85_w,86_w,87_w,88_w,89_w,90_w,91_w,92_w,93_w,94_w,95_w,96_w,97_w,98_w,99_w,100_w,101_w,102_w,103_w,104_w,105_w,106_w,107_w,108_w,109_w,110_w,111_w,112_w,113_w,114_w,115_w,116_w,117_w,118_w,119_w,120_w,121_w,122_w,123_w,124_w,125_w,126_w,127_w,128_w,129_w,130_w,131_w,132_w,133_w,134_w,135_w,136_w,137_w,138_w,139_w,140_w,141_w,142_w,143_w,144_w,145_w,146_w,147_w,148_w,149_w,150_w,151_w,152_w,153_w,154_w,155_w,156_w,157_w,158_w,159_w,160_w,161_w,162_w,163_w,164_w,165_w,166_w,167_w,168_w,169_w,170_w,171_w,172_w,173_w,174_w,175_w,176_w,177_w,178_w,179_w,180_w,181_w,182_w,183_w,184_w,185_w,186_w,187_w,188_w,189_w,190_w,191_w,192_w,193_w,194_w,195_w,196_w,197_w,198_w,199_w,200_w,201_w,202_w,203_w,204_w,205_w,206_w,207_w,208_w,209_w,210_w,211_w,212_w,213_w,214_w,215_w,216_w,217_w,218_w,219_w,220_w,221_w,222_w,223_w,224_w,225_w,226_w,227_w,228_w,229_w,230_w,231_w,232_w,233_w,234_w,235_w,236_w,237_w,238_w,239_w,240_w,241_w,242_w,243_w,244_w,245_w,246_w,247_w,248_w,249_w,250_w,251_w,252_w,253_w,254_w,255_w,256_w,257_w,258_w,259_w,260_w,261_w,262_w,263_w,264_w,265_w,266_w,267_w,268_w,269_w,270_w,271_w,272_w,273_w,274_w,275_w,276_w,277_w,278_w,279_w,280_w,281_w,282_w,283_w,284_w,285_w,286_w,287_w,288_w,289_w,290_w,291_w,292_w,293_w,294_w,295_w,296_w,297_w,298_w,299_w
dress,0.052836947,-0.2969879,0.16033235,0.022391764,-0.009228896,-0.081791945,0.15780437,0.04006958,0.044491068,-0.1121282,-0.21746826,-0.2644876,-0.12532552,-0.1717743,-0.082849115,0.079694115,0.31017622,-0.15120392,-0.012528483,0.15642141,-0.17497559,-0.045576476,-0.28965268,0.119532265,-0.078111775,-0.18617249,0.015146382,0.036713663,0.08288625,-0.18138237,-0.14866333,-0.015187576,-0.029719543,-0.019573592,0.04990438,0.118318684,0.052102663,-0.022436522,-0.25065866,0.55590004,0.13970134,-0.33213806,0.1656957,-0.294627,0.16904399,-0.14551595,-0.12155355,0.19359538,0.02769979,-0.24553122,-0.13643901,-0.07751465,0.07133789,-0.0024902336,-0.038416546,0.22256063,0.029410807,-0.14770202,-0.17713013,0.3390625,0.17194112,-0.18918508,0.068478905,0.2625997,-0.19996542,-0.07684555,0.108551025,-0.07522634,0.39446208,-0.12973633,0.117105104,0.43525898,0.24599609,0.31768188,0.33157653,-0.11196797,0.037023924,0.13484548,-0.047549438,0.21340331,0.082165524,-0.16474381,0.32526702,-0.068603516,-0.08623047,-0.35103962,0.024841309,-0.4179123,0.06565145,0.14959514,0.14108582,-0.054190062,-0.014166258,0.15757853,0.031653848,-0.1802714,-0.061942548,0.3823883,-0.35061237,-0.012075812,-0.05657603,0.009824626,-0.14962031,-0.14747009,-0.05346273,-0.062113445,-0.066578165,-0.23367512,0.01851565,0.26912537,-0.037984215,-0.05446981,0.07783203,-0.08492432,0.12834524,-0.12701517,0.056148466,-0.09365539,-0.20456976,0.10511424,-0.04530029,0.13271281,0.16008504,0.127004,-0.15356243,0.1737081,-0.047190346,0.30173403,0.21418864,-0.004711911,0.04579366,-0.10224063,-0.09725952,-0.015893549,-0.03976746,-0.035490926,0.35331422,0.0335612,0.11224874,-0.24192911,0.04643504,0.041023765,-0.32440084,0.17255045,-0.11834463,0.11843834,0.00976499,-0.17448476,0.030522153,0.10164592,0.13506062,0.05236613,0.05133667,-0.10893962,-0.14608562,0.14564972,-0.062159218,0.15336335,-0.059076946,-0.06644033,-0.13776042,0.08139076,-0.0631663,0.28323567,0.16366099,0.22123617,0.08797201,-0.12514585,0.0511055,0.11143036,-0.16804187,-0.009800211,0.31497294,-0.33241373,-0.105789185,-0.12835287,0.3295766,0.14293747,0.165625,0.39149374,-0.14215088,0.0024230927,-0.046166994,0.10613099,-0.060755923,0.070327505,0.04923909,0.2652537,-0.2952413,-0.018763732,-0.07483317,-0.24933268,0.093477376,0.057211813,0.031031415,0.022000082,0.21490479,-0.073720805,-0.29737955,0.08106893,0.013412476,-0.14888102,-0.0603597,-0.1011556,-0.23599446,-0.11075439,0.014400229,-0.091948956,-0.01570994,0.016383871,-0.0034759492,0.23292592,0.04181722,-0.24272054,0.13886718,0.14867654,-0.26882654,0.00036417693,-0.093654886,-0.20198974,-0.21094894,-0.01638794,-0.18759206,-0.04273071,0.16528523,0.21510188,-0.0068339026,0.03273875,-0.13328095,-0.021448769,-0.1458903,-0.08441518,0.11969604,0.15066019,0.122019455,-0.078466795,-0.039390054,0.3657778,-0.020149866,-0.15061824,0.024262331,-0.040977478,-0.08288574,0.07708032,0.056595866,0.020762127,-0.12840882,0.058711246,-0.05498886,0.07422892,-0.009523518,0.020906067,-0.2034846,-0.10427755,0.13519439,0.14251098,0.15463054,0.0010519028,-0.11229655,-0.0045125335,0.19725952,-0.12621257,-0.20048116,0.2763855,0.12362264,-0.14665121,-0.28564122,0.13760579,0.096069336,0.047786966,0.19565226,0.0055216476,-0.07255351,-0.096264645,0.19913062,-0.053985596,0.1981954,0.3318339,-0.16399129,0.18815918,0.23448843,-0.056591798,0.090152994,-0.23821615,0.0089335125,0.20980936,-0.1376681,0.08441162,0.14378357,-0.0014750175,0.039712526,-0.0128417965,-0.0032572448,-0.15768814,0.051546223,0.0013095886,0.2877645,0.017862955,-0.09777298,0.42439193,0.048319496,0.044840366,0.10690511
pants,0.11387351,-0.38480118,0.16975069,0.041343182,-0.1942875,0.06566899,-0.02676595,-0.22250366,-0.17816518,-0.18439382,0.10510254,0.10465304,0.08414714,-0.0632843,-0.11995849,0.0982488,0.14318402,-0.3601883,0.019453939,0.04071401,-0.008471683,0.031571962,0.059773605,0.17031352,-0.23765767,-0.07875061,0.028970845,-0.003325399,-0.1251826,0.031630326,0.05299683,-0.14464314,0.015080262,0.13960609,0.19980672,0.05337728,0.07642517,-0.093725584,-0.03215281,0.070548505,0.16362712,-0.036361694,0.040207416,-0.29072076,0.2886729,0.011466473,-0.09909261,0.07060954,-0.0011088029,-0.03557028,-0.2096812,0.1739502,0.04741211,-0.1387207,-0.090906784,0.037013754,-0.027412923,0.19116516,-0.10095825,0.13007812,0.19537862,-0.058081564,0.009885155,0.23916219,-0.11842245,0.124326326,0.23013306,0.012603251,0.14153239,-0.0809082,0.06095276,0.40400898,0.11611328,0.21221313,0.30032653,-0.21987814,0.21036378,-0.25724435,0.20708923,0.23684081,-0.044299316,0.033498384,-0.039707948,0.0076904297,0.014538574,-0.13961385,0.14129639,-0.15228729,-0.16725871,0.15496624,0.22409363,0.09168396,-0.2475647,-0.143691,0.004798379,-0.045017496,-0.17034099,0.21441956,-0.36623737,-0.05846253,-0.07415415,0.02715861,-0.18575312,-0.27344665,-0.20873617,-0.15537517,-0.2428477,-0.16629231,0.1396094,0.44100037,0.08945719,0.070102945,0.09559326,0.095495604,-0.106029764,-0.03668315,-0.032962862,-0.094143674,-0.19773382,-0.10965322,0.03306885,-0.013283284,0.11516316,-0.15766397,-0.09545695,-0.06847941,-0.105295815,0.2450934,0.20246989,0.031909183,0.16194355,-0.10540683,0.0206604,-0.1447998,-0.21506043,-0.22347921,-0.119830325,-0.17005208,0.3788503,0.121352136,-0.033887226,0.113289386,0.17755228,-0.09112142,-0.10760244,-0.005009079,-0.22009341,-0.13346913,-0.23852082,-0.08438924,-0.12275188,0.11877238,0.20661011,0.09064534,-0.12484538,0.17250519,-0.03805033,0.067914136,0.042394,-0.16507314,0.13543294,-0.15835533,-0.02486674,0.19534504,0.0024883668,0.25639242,-0.13370769,-0.17690367,0.053302765,-0.04306488,0.056018192,-0.097202554,0.016877238,0.1485433,-0.052383423,-0.085384116,0.27684224,0.08237533,0.051367186,0.10926717,-0.042541504,-0.1670105,-0.07741699,0.1485199,0.05423431,0.06562017,0.12248128,0.010615032,-0.02619832,0.08005218,0.03893636,0.07683919,0.18722737,0.2283544,-0.14182015,0.07998348,0.24713135,0.13526356,-0.047867835,-0.09886271,-0.026626587,-0.19575602,-0.11895345,-0.12361654,-0.06997884,0.12142334,-0.06665446,0.12379506,0.048743185,-0.3573954,-0.14776306,-0.14109752,0.2766805,0.07466227,0.20234375,-0.24438986,-0.039944712,0.030149333,-0.34365487,-0.065271,0.09032059,-0.14627075,0.05801341,-0.30426636,-0.124509685,0.19068782,0.19214071,-0.13742727,0.10548858,0.12894186,-0.20131022,-0.30267692,-0.16887817,0.07351176,0.08857219,0.013757324,-0.13692424,-0.041021537,0.36144194,-0.13889949,-0.07900915,0.09476471,-0.11608887,0.14153343,0.14930826,-0.05956014,-0.16063538,0.16100617,0.0026283264,-0.107167564,-0.01416219,0.18802032,-0.13414866,-0.13259786,0.038880922,-0.18170777,0.36849773,0.18647671,0.0024495423,0.15271403,0.18847045,0.12989095,-0.19266866,0.22560425,0.3374898,-0.0348348,-0.08544591,0.0541097,0.10290527,-0.03692983,-0.21450399,0.12319743,0.0064259847,-0.35212404,0.15420875,-0.07571411,0.2733907,0.007126875,-0.07805379,0.016284183,0.11315053,-0.18891601,-0.03216146,0.036197916,-0.05967,0.32504374,-0.063937634,-0.059509277,0.0070648193,-0.1713969,-0.03743591,0.078466795,-0.34285685,-0.077610016,0.18509114,0.19076271,0.30924886,0.26786295,-0.2066597,0.2691185,-0.1021932,-0.11458346,0.30807698
shirt,0.10158656,-0.36689073,0.09046809,0.049521893,0.050951768,0.15502447,-0.07809652,-0.1199646,-0.0055577606,-0.021063741,-0.0993042,0.20035616,-0.2195638,-0.04299011,-0.05355224,0.04600271,0.020869572,-0.17464142,0.079024255,-0.110180154,0.12922363,0.032548524,0.02821843,0.019770304,0.022107951,0.038742065,9.663403e-06,-0.23379415,-0.16912791,-0.128648,-0.046978757,0.18744914,0.22662811,0.24116859,0.22031453,0.08609212,0.031015016,-0.032202147,0.27277884,0.16527507,0.18901774,-0.098739624,0.22624257,-0.279002,0.10337016,-0.09546712,0.04995524,0.09886882,-0.12171427,-0.013109341,-0.023401897,0.030151367,0.009326171,-0.095751956,0.017003376,0.12392782,-0.11902669,0.11792298,-0.30701295,0.10322265,0.10407003,0.092064925,0.03967031,0.05141805,-0.046584066,-0.13495103,-0.043304443,-0.2012029,0.4432902,-0.32993165,-0.21199647,0.26924336,0.22255859,0.1399475,0.17727967,-0.073882036,-0.19197997,0.04158376,-0.061465453,0.23879394,0.20081787,0.14189681,-0.16399078,0.14978027,-0.12382813,-0.23775838,-0.05255127,-0.09857635,-0.40846965,0.16912639,0.198703,-0.019522093,-0.20361939,-0.022108965,0.076087445,0.028468832,-0.21526286,-0.07854919,-0.016994223,-0.09654847,0.04864858,-0.030580647,-0.081260934,-0.22657165,-0.00072835386,-0.053812664,-0.06804301,-0.15066731,-0.086953096,0.6636566,-0.12880452,-0.15993856,0.068554685,-0.0043579116,-0.19001414,0.23284811,0.018306669,-0.0011260957,-0.17624944,-0.19273733,-0.048229977,0.34853312,0.19914754,0.18364462,-0.23071086,-0.09191691,0.047902428,0.073218405,0.15413004,-0.014477536,0.08357442,-0.20127016,-0.011566162,0.04172364,-0.07638855,0.04068095,-0.09834595,0.29869792,0.10931905,-0.07615763,0.2090327,-0.105948895,-0.04110616,-0.2297933,0.0086085,0.28152427,-0.17907779,0.080886334,-0.057673648,-0.086342365,-0.009226482,0.054197185,-0.098077394,-0.080497235,0.25137532,0.2008255,0.050328575,0.11674226,0.091557816,-0.33108878,0.005794272,0.15097085,0.13947041,0.1445638,0.081141464,0.45561117,-0.017008465,-0.1891107,-0.022380829,-0.002339173,-0.03620593,-0.24368693,0.0053110756,0.3541097,-0.101882935,-0.05559896,0.20555317,-0.123923495,0.08310547,0.03211873,-0.018615723,0.13377075,-0.25856933,-0.0039764345,-0.049037173,0.068328604,0.16154379,0.08654277,-0.033034258,0.048313905,0.20251058,-0.062320963,0.031465657,-0.23844248,0.0652111,0.033962972,0.20904541,0.105966695,-0.30323893,-0.13011271,-0.050064087,-0.20552164,-0.2478597,-0.35603842,-0.019685872,0.036218263,0.0036580414,0.19508412,-0.05037791,-0.041477457,-0.12078552,0.14161733,0.20148519,-0.05326742,-0.00883789,-0.23657736,0.03830236,0.104856364,-0.09804942,0.0036987308,-0.23731613,-0.22732544,-0.2906194,-0.360907,-0.19164836,0.24244563,0.113527425,0.043480936,0.17677765,0.27542624,-0.09858806,-0.061588034,-0.21575317,0.060816444,0.09760539,-0.22934571,-0.15157267,-0.09711285,0.077018104,-0.24436824,0.10189905,0.030311584,-0.1307373,0.15422875,-0.015974935,-0.14940389,-0.086416624,0.10613556,-0.0037193298,-0.06322225,-0.19360556,-0.13522187,0.21155447,-0.01150411,0.16449127,-0.10114136,-0.05032552,0.068800926,0.050789386,0.092167154,0.39745483,0.08655599,-0.12723897,-0.022442628,0.1167867,0.011063639,-0.33251622,0.094637044,0.14001465,-0.11456655,0.08139445,0.3790568,-0.37138164,-0.19001465,-0.02010765,-0.23147583,0.123000085,0.053513594,-0.0067647286,0.09367676,-0.07801158,-0.1215332,-0.011897787,-0.19134115,0.059958905,0.17855936,-0.06344935,0.0004272461,0.17991638,0.039174397,0.15592346,0.2166504,-0.27742717,-0.11471939,0.1055013,0.058194354,0.09001058,0.19950359,-0.2457222,0.06574936,-0.19106038,-0.19588229,0.41549885
shoes,0.13278328,-0.36259487,0.18797138,-0.016884359,-0.12202187,-0.03418452,0.07577311,-0.1824646,0.06536509,-0.052542623,0.042785645,-0.16390166,0.16422527,0.091897584,-0.042810053,0.37315115,0.15099652,0.07779999,0.19914144,0.08317922,0.088208005,0.006669618,0.18105046,0.13808696,-0.20445454,-0.0077056885,0.038690694,-0.18984884,0.0066533387,-0.09153862,-0.050274655,-0.10161336,-0.05559845,-0.08793297,0.032326255,0.14663899,0.23450622,-0.43356934,-0.024828592,-0.24488118,0.177299,-0.14854431,0.0060277283,-0.24872856,0.19248149,0.04955241,-0.12936604,-0.0041585304,-0.0064798966,0.031324252,0.16824849,-0.14050293,0.01665039,0.072705075,0.09854634,-0.0964091,-0.01334432,0.1667511,-0.20642701,-0.07451172,0.123113,0.06398875,-0.034060158,0.22744344,-0.11060995,-0.050966643,-0.025726318,-0.1621404,0.3964152,-0.12778321,0.11271057,0.034868367,0.003320314,0.2493225,0.0049468996,-0.43081564,0.00736084,-0.12638499,0.15533142,0.05324707,0.070935056,0.1292015,0.03278656,0.23864746,-0.17070313,0.04056193,0.15740967,-0.1102951,-0.15065715,0.08575236,0.07467957,0.10926209,0.06981812,-0.10658162,0.14591166,-0.07382609,-0.22502849,0.119692996,-0.32522175,-0.17980042,-0.006771343,0.07403361,-0.16622187,-0.1757904,-0.07690023,0.18007405,0.306957,-0.20535481,0.15914065,0.2710785,-0.15614827,0.20529582,0.11750488,0.029089354,0.108813986,0.011656694,0.1909141,-0.0011260957,0.05861384,-0.06480764,-0.026745602,-0.068459064,0.14250691,-0.33051553,0.07641805,-0.07970988,0.07512411,-0.14162534,-0.19596761,0.0503418,-0.059736125,0.089745454,-0.02279663,-0.14284667,-0.081271365,-0.21566671,0.18534546,0.08354899,0.25775656,0.10768026,-0.12104543,0.028816734,0.024964396,-0.2063558,0.070131935,0.18289146,-0.0021979008,0.07453868,0.00024871528,0.29793498,-0.20575969,0.15929973,0.1992859,0.051582843,-0.20174968,-0.037455752,0.057164513,0.13432038,0.39209494,-0.4736669,0.02044271,-0.10171471,0.014470419,0.29690754,-0.055577286,0.1528768,-0.11417643,-0.13784117,0.0953331,0.07822724,0.103686646,-0.20364787,0.23098856,-0.0018473342,0.08634949,-0.03997396,0.010362752,0.039162442,0.08457031,0.35243124,-0.36187744,-0.027850345,0.18479005,0.08049622,0.14871673,-0.077102914,0.012617998,0.13683574,-0.113600664,0.25681,-0.010135904,-0.0379069,0.16867268,0.07356923,0.0964611,-0.05307316,0.08013916,-0.07811534,-0.025406897,0.049513754,-0.18385315,-0.14790446,-0.09356283,-0.39119467,-0.10611165,0.16317138,0.1317098,-0.028548688,-0.08651072,-0.1757548,0.05853577,0.12648061,0.30988362,0.05122477,0.21699218,-0.16626486,-0.012204234,0.04668986,0.028903708,-0.23031005,0.043201447,0.023406982,-0.26425222,-0.21442261,-0.22045696,-0.33958563,0.24682821,0.11013132,0.30812532,-0.13326517,-0.1261149,-0.17084096,0.038519286,0.057886757,0.16449992,-0.07602539,-0.18379924,0.06401996,0.18370755,-0.24925105,0.04126539,-0.1642685,-0.31726074,-0.1054148,0.08876139,-0.19432576,0.029794313,0.24303742,0.07684708,-0.18333943,0.10180461,0.027253723,-0.48864084,0.03854472,-0.022276307,-0.17352906,0.29037273,-0.087449074,0.058601886,0.324589,0.29198608,0.06232503,-0.12723897,0.1303894,0.19393514,0.08454996,-0.25439122,-0.034513347,0.13806152,0.054867044,0.008152261,0.32827556,0.33369648,-0.28962404,0.06631813,-0.18167114,0.25190634,0.07402141,0.12995403,0.26970214,-0.04285533,0.23100586,6.510317e-05,0.020328775,0.04579875,0.250825,0.031277213,0.06585693,0.13645935,-0.37061563,0.24381408,0.101416014,-0.13729045,-0.2211647,0.09720052,-0.024081036,0.022871908,0.108683266,-0.07433548,0.29157943,0.20054118,-0.1436362,0.10690511
socks,0.0838583,-0.36468858,0.14054959,-0.17826131,-0.08247109,-0.113530226,0.03133952,0.03201294,0.05039622,-0.019354757,0.023742676,-0.10683759,0.0021158904,-0.14345399,-0.41097412,0.12119802,0.15978558,-0.033039853,0.15128988,-0.071605936,0.11359863,0.20637664,0.20155828,0.15859477,-0.055650838,0.10777283,0.045602925,-0.094634,0.0027470887,-0.0024272911,-0.0887268,-0.07915242,-0.10442658,0.16597328,0.21054891,0.22378743,0.008676149,-0.20114747,0.07404836,-0.081917316,0.16460368,-0.167099,0.0021214783,-0.11298637,0.13754985,-0.09400228,-0.010713704,0.028800454,-0.05530802,0.03034769,-0.323939,-0.03881836,0.16704102,-0.1621582,0.17471822,-0.06222941,-0.015053304,0.16870423,-0.09998169,-0.04472656,0.06158956,0.07595164,0.084348045,0.28506064,0.1330424,0.14190444,0.049835205,0.0011439004,0.29680583,-0.14926758,0.1224762,0.11006368,0.13076171,0.33135375,-0.1674469,-0.2882375,0.025305176,0.025958762,0.021847535,0.026391601,-0.050646972,0.12236557,-0.16985016,-0.08459473,-0.2595703,-0.16646932,0.32244873,-0.06781463,-0.19850871,0.11688029,0.04831238,0.019662477,0.092279054,-0.12904257,0.13126323,-0.03525187,-0.029715985,0.2622711,-0.20315145,-0.19444886,-0.17034556,-0.11737264,-0.074425,-0.12696227,-0.13842367,0.17519124,0.32648826,-0.029573567,0.0019293467,0.46443787,0.063822426,0.01926066,0.04328613,0.023107909,-0.047924295,0.011656694,0.03808206,-0.09963684,0.06691462,-0.1492803,0.13463135,-0.022072347,0.12883504,-0.17426553,0.15698445,-0.2745341,0.012379967,-0.09035581,0.021683756,-0.15803222,0.01277364,-0.08298404,-0.05343628,0.0055908263,-0.056857303,-0.029631551,-0.04536743,-0.019661456,0.19916281,-0.018418375,-0.0854009,-0.026359048,-0.013609823,-0.020564778,-0.10418447,0.2522274,0.010863623,0.010817971,0.019779965,0.1827006,-0.13447063,0.20031536,0.19782105,0.030098468,-0.28378093,-0.017436221,0.08060201,0.10746492,-0.11474101,-0.33108878,0.030696616,-0.06655846,0.17267354,0.28128254,-0.11172963,0.22709554,0.0050862627,0.14975649,0.052814484,-0.18446808,-0.064037964,-0.15189005,0.06277567,0.076277666,0.08244324,-0.19573568,0.15965474,0.09043197,0.050146483,0.20789999,-0.18804932,0.19724731,0.19846192,0.116873175,0.002720639,0.08110021,0.15275472,0.08581035,-0.13215536,-0.040553283,-0.038212076,-0.0032389313,0.1315633,-0.13492686,-0.04123421,0.18691708,0.16802979,0.26026356,0.08299154,-0.050522868,-0.21754456,-0.3500529,0.075138345,-0.15486653,0.20443523,0.23104247,0.24193929,-0.070174664,0.16446584,-0.1601298,-0.045712277,-0.0346522,0.18781331,-0.10795492,0.016308594,-0.277593,0.11691564,0.25182903,-0.15420176,0.23160401,-0.002811432,-0.19998169,0.07754466,-0.28668824,-0.0557841,-0.023179373,0.071046956,-0.16135305,0.34914094,-0.032679237,-0.30531412,-0.1073644,-0.19329223,-0.20187888,0.2973124,0.13686523,-0.17989299,-0.18500347,0.23644193,-0.12327448,-0.08584509,0.019081116,-0.30749512,-0.088233404,0.22059733,-0.19139607,-0.042471312,-0.039189145,0.004337311,-0.18529256,-0.06079305,-0.08248749,-0.13707834,-0.14431661,0.13714752,-0.0010437071,0.26888835,0.049757957,0.07080892,0.24646403,0.05565796,0.18238118,-0.12235616,0.09938355,-0.0038798014,-0.10563558,-0.24853185,-0.0020426437,0.096069336,0.06249644,-0.09145711,0.21108806,0.023515828,-0.25056154,0.08780251,-0.0010070801,0.26753134,0.22831827,0.017893475,0.19011231,-0.05066783,0.13823242,0.0051920563,0.16119792,0.06923625,0.45199686,0.24367955,0.011657715,0.19554138,-0.06788127,0.11979065,0.07895508,-0.23641154,-0.0961647,0.10940755,-0.16665916,-0.000870768,0.09452311,-0.100702666,0.08503647,0.083353676,-0.052144498,0.39206135
above,0.071555614,0.06595837,-0.06277684,-0.105995685,-0.17182656,-0.08325679,0.1958903,0.03640747,0.09209849,0.0494929,0.0803833,0.14078584,-0.04427083,-0.24111024,0.18485108,-0.004656473,-0.049320858,0.06266327,-0.124589026,-0.006176248,-0.12712403,-0.17448273,0.048366707,-0.040135704,-0.15953267,-0.14906311,-0.23680675,0.04257304,0.0047002137,-0.088120654,0.15553589,0.056589767,-0.014826965,0.07080803,-0.00868937,0.13199055,-0.13365784,-0.038061522,-0.057787575,-0.061775718,-0.015572105,0.007461548,-0.037673444,0.084279254,0.0768809,-0.11011556,-0.04001058,-0.048103843,0.059438072,0.114332065,-0.18526714,0.11437988,-0.26850587,-0.10942383,-0.19051616,-0.12997843,-0.11902669,-0.0021942146,-0.0111145,-0.12089844,0.121648155,0.009850565,0.17101797,-0.06357218,0.13401896,-0.00042953342,-0.31967163,0.024383036,-0.030891929,-0.012060545,0.11417542,0.07588399,0.13076171,-0.04779663,-0.2953766,0.23031718,0.068762206,0.121417746,-0.072207645,0.0967041,0.12366943,-0.17450944,-0.11613922,0.1126709,-0.06035156,-0.13277791,-0.097473145,0.11968537,0.20285848,0.04882609,-0.08321838,-0.012564085,0.07470093,0.0037699416,-0.058922324,-0.15292765,-0.021903485,0.036441043,0.10153605,0.0015960634,0.027103169,-0.048036702,0.30448127,0.03368225,-0.18725179,0.03700765,-0.29069924,-0.0018636063,-0.006783422,-0.35782775,-0.0128377285,-0.052516684,0.007397458,0.12601319,0.26897022,-0.43707377,0.33349222,-0.08309631,0.166524,0.012340799,0.14219971,-0.07187703,0.00066121295,0.03276571,-0.08349406,-0.066038005,0.08427938,-0.15236753,0.09114176,-0.030102536,-0.09293925,-0.02158267,0.07974243,0.10422364,-0.027072147,0.07510477,-0.13496704,0.10076091,-0.09600321,0.12916464,-0.18745168,-0.14305827,-0.05596822,0.17352702,-0.039243065,-0.11203041,-0.07751528,-0.035828147,-0.16479035,0.006797282,-0.22333781,-0.08435262,0.22223511,-0.036796063,0.0462972,0.026753232,-0.106165566,-0.120074145,0.33154806,-0.0029637665,0.22747396,0.12155189,-0.03002421,0.14651692,0.08407115,-0.029740393,0.10750326,-0.078698106,-0.05851364,0.038676452,0.050952274,-0.15189005,0.119172156,-0.20155436,-0.14753723,-0.030696616,-0.012098186,0.26133043,0.06772461,-0.2300883,0.03668213,0.037335202,-0.18923339,-0.059640497,0.07089691,-0.07124354,0.008711748,0.16076152,0.09977824,0.008274842,-0.027469888,-0.013492838,0.1891805,0.029745992,0.035914227,-0.0052826325,-0.26068115,0.098154195,-0.0009928346,-0.11937052,-0.0017242432,0.037886553,-0.28106284,0.19278972,0.34994304,-0.076574706,-0.038334146,-0.03733775,-0.20272166,0.011012778,-0.10781555,-0.0073084496,-0.028983561,0.13813883,-0.21074219,-0.19751486,0.14035314,-0.18469441,0.25790763,0.064367674,0.02122879,-0.019805908,0.058989972,-0.018011473,0.32153523,-0.010850271,-0.33520305,0.20681101,0.10158233,-0.10525004,0.036971025,0.11040904,0.24225464,-0.12399801,-0.19487508,0.058007814,0.20291951,-0.27289408,0.3262857,0.17262395,0.16415492,0.13871002,0.2052002,0.060478754,0.1170817,0.033732098,0.013681032,-0.028446957,0.09393692,-0.19896443,-0.14868368,-0.017790223,0.010260519,0.07992655,0.03802643,-0.19415894,-0.05459798,-0.07280064,-0.007804364,-0.11718343,0.25878295,0.039803058,0.27998757,0.09718628,-0.016758218,0.104325354,0.08252284,0.075105794,0.19567871,0.028255716,-0.15591024,0.21206462,-0.22001444,-0.010815427,-0.042324446,0.20700073,-0.15434366,-0.08192342,-0.043874104,0.005541995,-0.13953501,0.08061524,0.07648112,0.083072916,0.20741984,-0.34487814,0.17239049,0.1293335,0.142807,-0.14893596,0.024087526,-0.06801758,-0.06667277,0.13576889,-0.02828776,-0.04458885,0.012618002,-0.11934408,0.0980278,0.16364975,-0.0069783535,-0.12581393,-0.18069255
