head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time
27,4,25,25,Random,-9999,16eea7def72b59e2,4.802999973297119,0.14599990844726562,1638380372.21,4,socks,dawn,dusk,dawn,socks,socks,dawn,dusk,dawn,socks,656.6679167747498,2021-12-01T17:39:32.210000,1638379715.5420833
14,13,11,11,Random,-9999,16eea7def72b59e2,1.4509999752044678,0.15899991989135742,1638380373.739,13,happy,disgust,sad,disgust,happy,happy,disgust,sad,disgust,happy,658.1969168186188,2021-12-01T17:39:33.739000,1638379715.5420833
4,20,29,20,Random,-9999,16eea7def72b59e2,1.497999906539917,0.07899999618530273,1638380375.316,29,beach,noon,socks,beach,noon,beach,noon,socks,beach,noon,659.773916721344,2021-12-01T17:39:35.316000,1638379715.5420833
11,26,29,29,Random,-9999,16eea7def72b59e2,2.248999834060669,0.08000016212463379,1638380377.706,26,day,noon,disgust,noon,day,day,noon,disgust,noon,day,662.1639168262482,2021-12-01T17:39:37.706000,1638379715.5420833
0,15,3,15,Random,-9999,16eea7def72b59e2,2.63100004196167,0.1400001049041748,1638380380.478,3,blueberry,shoes,dress,blueberry,shoes,blueberry,shoes,dress,blueberry,shoes,664.9359166622162,2021-12-01T17:39:40.478000,1638379715.5420833
19,25,26,26,Random,-9999,16eea7def72b59e2,1.5319998264312744,0.14400005340576172,1638380382.103,25,dawn,day,watermelon,day,dawn,dawn,day,watermelon,day,dawn,666.5609166622162,2021-12-01T17:39:42.103000,1638379715.5420833
2,25,23,23,Random,-9999,16eea7def72b59e2,1.5740001201629639,0.08599996566772461,1638380383.76,25,dawn,sky,shirt,sky,dawn,dawn,sky,shirt,sky,dawn,668.217916727066,2021-12-01T17:39:43.760000,1638379715.5420833
25,28,11,28,Random,-9999,16eea7def72b59e2,2.200000047683716,0.08500003814697266,1638380386.095,11,night,disgust,dawn,night,disgust,night,disgust,dawn,night,disgust,670.552916765213,2021-12-01T17:39:46.095000,1638379715.5420833
3,10,6,6,Random,-9999,16eea7def72b59e2,3.6730000972747803,0.13700008392333984,1638380389.906,10,angry,below,shoes,below,angry,angry,below,shoes,below,angry,674.3639166355133,2021-12-01T17:39:49.906000,1638379715.5420833
10,4,0,4,Random,-9999,16eea7def72b59e2,5.75600004196167,0.1399998664855957,1638380395.801,0,socks,dress,angry,socks,dress,socks,dress,angry,socks,dress,680.2589168548584,2021-12-01T17:39:55.801000,1638379715.5420833
2,20,29,20,Random,-9999,16eea7def72b59e2,2.4690001010894775,0.13499999046325684,1638380398.411,29,beach,noon,shirt,beach,noon,beach,noon,shirt,beach,noon,682.8689167499542,2021-12-01T17:39:58.411000,1638379715.5420833
17,23,8,23,Random,-9999,16eea7def72b59e2,1.4600000381469727,0.14699983596801758,1638380399.955,8,sky,far,mango,sky,far,sky,far,mango,sky,far,684.4129166603088,2021-12-01T17:39:59.955000,1638379715.5420833
7,8,14,8,Random,-9999,16eea7def72b59e2,2.696000099182129,0.08299994468688965,1638380402.788,14,far,sad,beside,far,sad,far,sad,beside,far,sad,687.2459168434143,2021-12-01T17:40:02.788000,1638379715.5420833
3,28,25,28,Random,-9999,16eea7def72b59e2,3.2889997959136963,0.1380000114440918,1638380406.218,25,night,dawn,shoes,night,dawn,night,dawn,shoes,night,dawn,690.6759166717529,2021-12-01T17:40:06.218000,1638379715.5420833
12,29,20,29,Random,-9999,16eea7def72b59e2,4.866999864578247,0.13900017738342285,1638380411.238,20,noon,beach,fearful,noon,beach,noon,beach,fearful,noon,beach,695.6959166526794,2021-12-01T17:40:11.238000,1638379715.5420833
9,24,2,2,Random,-9999,16eea7def72b59e2,2.989000082015991,0.14400005340576172,1638380414.358,24,sunset,shirt,near,shirt,sunset,sunset,shirt,near,shirt,sunset,698.8159167766571,2021-12-01T17:40:14.358000,1638379715.5420833
28,22,9,22,Random,-9999,16eea7def72b59e2,5.4120001792907715,0.13699984550476074,1638380419.903,9,ocean,near,night,ocean,near,ocean,near,night,ocean,near,704.360916852951,2021-12-01T17:40:19.903000,1638379715.5420833
9,4,7,7,Random,-9999,16eea7def72b59e2,2.6640000343322754,0.13299989700317383,1638380422.702,4,socks,beside,near,beside,socks,socks,beside,near,beside,socks,707.159916639328,2021-12-01T17:40:22.702000,1638379715.5420833
27,29,1,29,Random,-9999,16eea7def72b59e2,3.8989999294281006,0.13400006294250488,1638380426.737,1,noon,pants,dusk,noon,pants,noon,pants,dusk,noon,pants,711.1949167251587,2021-12-01T17:40:26.737000,1638379715.5420833
7,22,25,22,Random,-9999,16eea7def72b59e2,2.2840001583099365,0.1359999179840088,1638380429.155,25,ocean,dawn,beside,ocean,dawn,ocean,dawn,beside,ocean,dawn,713.6129167079926,2021-12-01T17:40:29.155000,1638379715.5420833
16,25,0,0,Random,-9999,16eea7def72b59e2,10.057999849319458,0.1400001049041748,1638380439.355,25,dawn,dress,lemon,dress,dawn,dawn,dress,lemon,dress,dawn,723.8129167556763,2021-12-01T17:40:39.355000,1638379715.5420833
24,11,3,3,Random,-9999,16eea7def72b59e2,1.6030001640319824,0.1380000114440918,1638380441.036,11,disgust,shoes,sunset,shoes,disgust,disgust,shoes,sunset,shoes,disgust,725.4939167499542,2021-12-01T17:40:41.036000,1638379715.5420833
7,1,0,0,Random,-9999,16eea7def72b59e2,1.7660000324249268,0.07899999618530273,1638380442.882,1,pants,dress,beside,dress,pants,pants,dress,beside,dress,pants,727.3399167060852,2021-12-01T17:40:42.882000,1638379715.5420833
15,26,19,26,Random,-9999,16eea7def72b59e2,1.5320000648498535,0.08100008964538574,1638380444.502,19,day,watermelon,blueberry,day,watermelon,day,watermelon,blueberry,day,watermelon,728.9599168300629,2021-12-01T17:40:44.502000,1638379715.5420833
14,0,2,0,Random,-9999,16eea7def72b59e2,4.66700005531311,0.08599996566772461,1638380449.313,2,dress,shirt,sad,dress,shirt,dress,shirt,sad,dress,shirt,733.7709167003632,2021-12-01T17:40:49.313000,1638379715.5420833
21,25,4,25,Random,-9999,16eea7def72b59e2,2.0280001163482666,0.14699983596801758,1638380451.479,4,dawn,socks,field,dawn,socks,dawn,socks,field,dawn,socks,735.9369168281555,2021-12-01T17:40:51.479000,1638379715.5420833
25,29,13,29,Random,-9999,16eea7def72b59e2,1.4079999923706055,0.1380000114440918,1638380452.968,13,noon,happy,dawn,noon,happy,noon,happy,dawn,noon,happy,737.4259166717529,2021-12-01T17:40:52.968000,1638379715.5420833
13,28,1,1,Random,-9999,16eea7def72b59e2,2.1480000019073486,0.07699990272521973,1638380455.251,28,night,pants,happy,pants,night,night,pants,happy,pants,night,739.7089166641235,2021-12-01T17:40:55.251000,1638379715.5420833
29,28,15,28,Random,-9999,16eea7def72b59e2,1.7219998836517334,0.14700007438659668,1638380457.073,15,night,blueberry,noon,night,blueberry,night,blueberry,noon,night,blueberry,741.5309166908264,2021-12-01T17:40:57.073000,1638379715.5420833
7,29,24,24,Random,-9999,16eea7def72b59e2,3.4709999561309814,0.08500003814697266,1638380460.683,29,noon,sunset,beside,sunset,noon,noon,sunset,beside,sunset,noon,745.1409168243408,2021-12-01T17:41:00.683000,1638379715.5420833
23,14,16,16,Random,-9999,16eea7def72b59e2,5.167999982833862,0.15000009536743164,1638380465.997,14,sad,lemon,sky,lemon,sad,sad,lemon,sky,lemon,sad,750.454916715622,2021-12-01T17:41:05.997000,1638379715.5420833
28,1,24,1,Random,-9999,16eea7def72b59e2,5.694000005722046,0.1399998664855957,1638380471.834,24,pants,sunset,night,pants,sunset,pants,sunset,night,pants,sunset,756.291916847229,2021-12-01T17:41:11.834000,1638379715.5420833
28,6,2,6,Random,-9999,16eea7def72b59e2,2.861999988555908,0.14499998092651367,1638380474.84,2,below,shirt,night,below,shirt,below,shirt,night,below,shirt,759.2979166507721,2021-12-01T17:41:14.840000,1638379715.5420833
19,28,27,27,Random,-9999,16eea7def72b59e2,2.4579999446868896,0.14100003242492676,1638380477.432,28,night,dusk,watermelon,dusk,night,night,dusk,watermelon,dusk,night,761.8899166584015,2021-12-01T17:41:17.432000,1638379715.5420833
0,15,28,15,Random,-9999,16eea7def72b59e2,2.5369999408721924,0.1400001049041748,1638380480.11,28,blueberry,night,dress,blueberry,night,blueberry,night,dress,blueberry,night,764.5679166316986,2021-12-01T17:41:20.110000,1638379715.5420833
18,8,26,26,Random,-9999,16eea7def72b59e2,3.3980000019073486,0.1399998664855957,1638380483.648,8,far,day,strawberry,day,far,far,day,strawberry,day,far,768.1059167385101,2021-12-01T17:41:23.648000,1638379715.5420833
12,13,6,13,Random,-9999,16eea7def72b59e2,4.603999853134155,0.13700008392333984,1638380488.392,6,happy,below,fearful,happy,below,happy,below,fearful,happy,below,772.8499166965485,2021-12-01T17:41:28.392000,1638379715.5420833
18,15,2,15,Random,-9999,16eea7def72b59e2,1.5369999408721924,0.14300012588500977,1638380490.012,2,blueberry,shirt,strawberry,blueberry,shirt,blueberry,shirt,strawberry,blueberry,shirt,774.4699168205261,2021-12-01T17:41:30.012000,1638379715.5420833
1,4,19,4,Random,-9999,cd3e5fd2fa0f1910,3.0340001583099365,0.18199992179870605,1638380496.908,19,socks,watermelon,pants,socks,watermelon,socks,watermelon,pants,socks,watermelon,781.3659167289734,2021-12-01T17:41:36.908000,1638379715.5420833
3,29,21,29,Random,-9999,cd3e5fd2fa0f1910,2.306999921798706,0.38300013542175293,1638380499.586,21,noon,field,shoes,noon,field,noon,field,shoes,noon,field,784.0439167022705,2021-12-01T17:41:39.586000,1638379715.5420833
27,7,16,16,Random,-9999,cd3e5fd2fa0f1910,2.560999870300293,0.30900001525878906,1638380502.485,7,beside,lemon,dusk,lemon,beside,beside,lemon,dusk,lemon,beside,786.9429166316986,2021-12-01T17:41:42.485000,1638379715.5420833
21,10,14,10,Random,-9999,16eea7def72b59e2,13.600000143051147,0.08099985122680664,1638380503.749,14,angry,sad,field,angry,sad,angry,sad,field,angry,sad,788.206916809082,2021-12-01T17:41:43.749000,1638379715.5420833
