"","x","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58"
"1",1,0.108177610692154,0.155253575010705,0.130466845628903,0.127762692920779,0.210890705126869,0.18811595640571,0.179306062666755,0.194056916039444,0.263356265678578,0.169393928646894,0.151982216563116,0.190972163751456,0.16856555880783,0.199948213641633,0.223437766275401,0.196951613985311,0.158299006127928,0.152213934836926,0.165582979088579,0.205971538555873,0.128144778153268,0.128256512065105,0.294919529256585,0.200938102482389,0.168442613971493,0.173102290733288,0.278278061829499,0.130861747314398,0.143307416188281,0.200070132052632,0.219533673253842,0.200139195121894,0.125268390871768,0.101179604657038,0.120000907743635,0.12744005764519,-0.0106834724462916,0.0536010161084199,0.112763132769501,0.0720010796149815,0.0851208717622713,0.174527804138118,0.134951248224424,0.170436170944872,0.0678439103506503,0.0843524607453725,0.0906955589975859,0.0951479581474605,0.00402206093019706,0.124548185340193,0.0230680154116733,0.0541823086489427,0.0584629863644117,0.131217138882553,0.0316408133644588,0.048037512704414,0.114744241112412,0.0660486844099217
"2",2,-0.00199211232351449,0.209353457767543,0.07727981266376,0.0414526897959065,-0.0119613753406761,-0.00286057774069279,0.0335750042830303,-0.0449260838949795,-0.0320926024176187,-0.0571379654034933,0.0596623099520344,0.0986216723713147,0.0403780755153871,-0.0352087040351148,-0.042999479643924,-0.0673290042084286,0.0304599040588306,0.0573146245569897,-0.00169780442108789,-0.0731085358062482,0.00623086678751059,-0.0299856648286161,0.317798368416338,0.296728132630269,0.2355940487989,0.230061885278622,0.261812551096788,0.0492537755235693,0.0240290929593653,-0.00771977950942205,-0.0580989087774693,-0.0664120197589678,0.029401340129858,-0.000357065876681602,-0.0122857579237471,-0.0854718799927305,0.1242698036797,0.162141394969711,0.181027487065826,0.164771895584721,0.0133863247140053,-0.0407075439119807,-0.0780269954027187,-0.120860056241661,-0.0249171414820244,-0.00728643854417099,-0.0523532454175697,-0.0669582851188888,-0.00324883767695311,0.0181490383081531,-0.0497446345497539,-0.0373185336786608,-0.0949594198040144,-0.0913175435443269,-0.0741565054111743,-0.110234041794147,-0.0740275245965416,-0.10203545125052
"3",3,0.143925382474392,0.190956108458425,0.170075045943435,0.211127815424547,0.157028937693753,0.172936224392094,0.210054881948221,0.132525926255348,0.218313495787057,0.0997607431342519,0.17326454014439,0.196848174263306,0.198180625743562,0.172838141669545,0.178853772711347,0.14667098381287,0.144260112734914,0.171585568592992,0.172102730118039,0.151570036505596,0.153065557536391,0.141004647151246,0.325352558558762,0.280085001934186,0.268448779519665,0.262632552693207,0.338099272775873,0.118466365178549,0.124357531826713,0.248990521032561,0.131122421885118,0.080838499917142,0.103427745008692,0.119315679491128,0.116859950806068,0.0700998404661132,0.00908642166863691,0.0903373143602706,0.193388091316281,0.0380549291287403,0.0298776793809591,0.128996459101028,0.116925223203519,0.0351603080725162,0.0428781571102176,0.140006193628867,0.0919423903285093,0.0430651313219501,0.0025427486791607,0.120592134961819,0.01083826479727,0.0587905387320162,0.0447528383549622,0.0782939174294829,0.0234124620669004,0.0186444807434151,0.0198879689219292,0.00562187091748623
"4",4,-0.0601836984676398,0.0577370256687764,-0.0186822299050276,-0.00315157824004883,-0.0541364037383458,-0.0704949481257836,-0.0557036575903391,-0.0734795936347135,-0.0616374201838495,-0.0704310231982285,-0.0305453853978181,-0.0120836911442122,-0.09406968563038,-0.120004144881086,-0.0969682433024775,-0.0892762592430162,-0.0285838305122234,-0.0323441376296625,-0.103333295067302,-0.0719174729592813,-0.0956879680027339,-0.0692359007148882,0.340285562306732,0.259441395716141,0.223251306052613,0.169725237305502,0.258378941297949,0.0134645566726618,-0.0622759837949026,-0.0507722403670745,-0.0592689347448009,-0.0281271640354598,-0.0529825532879212,-0.0896684438621369,-0.0744811215515033,-0.0945336265147817,0.116932971483522,0.0862401372804296,0.0755103681020252,0.107977961504271,-0.0247775570797697,-0.0662920683399234,-0.0776649167044097,-0.0528327545563384,-0.0664840333693725,-0.0948628519954428,-0.117375515815831,-0.101856752351525,-0.0653594837093933,-0.0424820738275009,-0.0745875328718765,-0.0679829575786713,-0.105908954661634,-0.00135930198446575,-0.0971878389192831,-0.10146470024866,-0.103339283586998,-0.108048949867091
"5",5,-0.0555015069752938,0.0204600846720824,0.0149358261748054,0.0535295400028448,0.0285578991511892,-0.00714338963027721,0.0370032502628392,-0.0281454929861597,-0.0366206891929474,-0.0648314865856129,-0.0529476096793803,0.0204579201282299,-0.00555590014677686,-0.0291451528215279,-0.00290109035870353,-0.0448634985448211,-0.0542745624149005,-0.0215168323966617,0.00246592532274888,-0.00623810564218552,-0.0397444262225014,-0.0424361451754264,0.328665243978979,0.246354086905408,0.234992810877351,0.263008091185853,0.347885640393281,0.0299791956001491,-0.0119336849801441,0.0607751859046112,-0.0644449316593903,-0.064233757497709,0.0196680412726579,-0.064509785097584,-0.0745429641706033,-0.042317077140917,0.0833094963625332,0.115312434956907,0.13343529121731,0.0281818786517102,-0.0412614507492503,-0.0288927923334612,-0.0771513813406127,-0.0950687010277979,0.0062159497848472,-0.0455582277595404,-0.0212398073570194,-0.0604002909013333,-0.0179035685104143,-0.044169650251581,-0.00219490741035656,-0.0959086497391214,-0.105637634076953,-0.0793244069182939,-0.0504167298214383,-0.0562985177016915,-0.070589742972001,-0.0663498552809523
"6",6,0.141790436423465,-0.00241172280184018,0.0744039928749704,0.0823824211281251,0.00921459387387343,0.056332609048851,0.067227346896488,0.0376679185132068,0.101171129836357,0.111074058691343,0.121293309778476,0.0680623276754171,0.080853598869058,0.0269348890729968,0.105435640893185,0.143945097916973,0.147965143618731,0.0766561071026209,0.0981613340986362,0.126989210125726,0.030172356239354,0.177175737786578,-0.0258706138267429,-0.0928671740637098,-0.045735874127035,-0.00769058074341461,0.108742885967537,-0.0216231821465319,0.000623971234692487,0.0667810931224651,0.0971306811455799,0.128599347715943,-0.0593490504808074,-0.00399947243847617,0.0664749275558021,0.129838996916342,-0.0239462572823821,-0.0471095274791657,-0.0109695370598768,-0.0219683841464125,0.0262729038392744,0.110506831137491,0.0506358292472555,0.139563665266101,-0.0102535602339235,0.0552010000646492,-0.000464429897358375,0.086258470768468,0.00846378501823708,0.0919029232475505,0.0172298715763232,0.0772706793809838,0.0877881643898046,0.105686528556677,0.0911768840692194,0.086100363645861,0.11750341245768,0.0913256967539795
"7",7,-0.0672747348127772,0.0172268809039788,0.00375405317796687,-0.0427894692975405,0.140257194486118,0.0649510278959317,0.0190067492285248,0.101057527331695,0.0813481554886308,0.00119571447822539,-0.0503892871360687,0.00459938055632785,-0.0312305647104867,0.118337798929225,0.0584613785536846,0.0337771916934454,-0.0721966732921022,-0.0141691190888788,-0.0351059393921989,0.0558378593647255,0.07258472827033,-0.0371998685189142,0.00195829758602745,0.0442761396814383,0.0460227003065484,-0.0490946398503536,-0.059068023601987,0.0573791886363623,0.0226070617940714,-0.00185324700456175,0.0239980991577394,-0.0110970121674803,0.126479699962836,0.113702315113649,0.0481707112535393,0.0237437271685854,0.0931492665509099,0.0951329901527886,0.000899590408052486,0.0503490952800969,0.0404533530333733,-0.000351008762514694,-0.0149538716132954,0.0142660468539915,0.111433887091078,0.0168717131696032,0.0561613991187504,0.0347387928937223,0.0843519000561056,-0.00145221091087945,0.0822031704865138,0.0127008116811015,0.0291701695906935,-0.0379757638200082,-0.0391023285279787,0.0510808735548987,-0.0697315467511138,-0.0372402224072151
"8",8,0.0611813051711519,-1.14770614673231e-06,0.0332943903359839,0.0863209122390534,0.0684986364540675,0.0868520839742787,0.11363029867609,0.111143106025246,0.0437257277649249,0.0689891324003499,0.00691579510411158,0.0155197755690315,0.0794327669141644,0.0971977636738713,0.0715368946834515,0.0953294290560618,0.0269369646783949,0.0149401221432678,0.0701347066594653,0.0893125540164561,0.077881144967346,0.0920056884022248,-0.000592637623226588,-0.0151740582807824,0.0243495763350093,0.0746623767376767,0.0582687953906234,0.0488233321186988,0.0786089523569636,0.0911670788015111,0.0125098082073027,0.0291773145687014,0.033130833971523,0.0288622448032455,0.0805262295026555,0.0824820238005675,0.0359959397074465,0.0384393902019478,0.0837006190394379,0.0385361900150765,0.036749075698251,0.0370136798236211,0.0422094122037697,0.0419514075535017,0.0780563824768693,0.0714464945528446,0.0176909867286525,0.0533602183436454,0.0137770678204484,0.0252741959842086,0.0604957133235096,0.0325494119179704,0.0576096022397035,0.0446483692575846,0.041703380266614,0.0292303394151586,0.0390190282781276,0.0591515122970432
"9",9,-0.0401665317830362,0.0368133412280657,-0.00182371031551998,-0.0240834604032908,0.130646551103035,0.0916356177354096,0.0477247791263531,0.109248103252578,0.0773010998845591,0.080864425064743,-0.0494001537650689,-0.0116393123561914,0.00854312548104889,0.0972494047719266,0.0535282248781688,0.0623621724151232,-0.0304739646686388,-0.00791960445366259,0.00356518892537542,0.0595680950884087,0.0952975387069107,0.0042126791723255,0.037131781381023,0.0558012929583985,0.0711642222009934,-0.0248784913997273,-0.0669168319905574,0.128330962226401,0.106498006536379,0.0261128770158954,0.0680774694841415,0.0621173101221294,0.0947563653968101,0.0969397795672467,0.0980374454656639,0.0580713432452561,0.104054700728482,0.0484265851273208,-0.0166307864115264,0.100393172263812,0.052920895209043,0.0204935490898505,0.0658921570025765,0.0613307692631465,0.0625327639200953,0.0427325698329531,0.043851999600302,0.0486229562071238,0.0369528434252252,-0.0118789032910706,0.0288508213576614,0.00505721231755965,0.0271680927603877,0.0457544152217,-0.000826251174394115,0.0271517457478277,-0.0566179360486542,-0.0386454116527335
"10",10,0.103282527067256,0.000169217019755488,0.0174433925601037,0.0277856888108178,0.0182075434891521,0.0644901764131962,0.108888023297438,0.0546229471682968,0.0621875225699065,0.105767460162815,0.0828431421854006,0.0537379299276388,0.125397160716121,0.0673625977699108,0.141809435734735,0.148823663244878,0.0893120524520846,0.0763751927090923,0.142620850983771,0.122545368788407,-0.0142053687753199,0.0973045662894809,-0.0628575458942294,-0.0717667076472225,-0.0638847149131431,0.043175970649971,0.0831151442758016,0.0151233596785225,0.0372382448458641,0.0770353579102246,0.0433137197157252,0.0816877816538472,-0.0477524160079544,-0.0100758776194631,0.030337808683636,0.0758445676130387,-0.013550154151893,-0.00414278836927214,0.049842148646916,0.0119955915195366,0.00302016901075563,0.0687000587388635,0.0485929443587901,0.071295711800811,-0.0106382302695788,0.0909729642981413,0.0381154886755135,0.0965928771774019,0.00762902207014668,0.0500982492313471,0.00702694029169967,0.0497338083686402,0.078742752219512,0.079689094617599,0.128697626094493,0.110269663921208,0.0826281871684733,0.0875681583807424
