"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58"
-0.531439913878203,0.0641717829421744,-0.154046013967422,-0.36962746928099,0.0561827135660188,-0.159798725043302,-0.346639707882691,-0.119637130644186,-0.239398086815267,-0.216951705836518,-0.374049031878304,-0.113359165059717,-0.314509661851994,-0.0812783520181897,-0.245364941010474,-0.296881348684626,-0.432944640564463,-0.215819151184144,-0.217661636257176,-0.290507721918244,-0.107712600921185,-0.441935564607941,0.359402732579165,0.426674192820179,0.233945396087581,-0.232779066915781,-0.387094874853091,0.104366502888421,-0.104571949504379,-0.377699507774603,-0.228957903075425,-0.225734118159393,0.0333845884115039,-0.0863610661530467,-0.25593331680863,-0.389678193444023,0.211322337580942,0.0858660026623805,-0.260354721938334,0.145390657403612,-0.0474663202031819,-0.338934265721844,-0.212679829010892,-0.259103403611491,-0.112582195485047,-0.351989764338931,-0.183357275924379,-0.330723047507286,-0.00467235757192417,-0.361639352850706,-0.129147136349502,-0.420750582570638,-0.312223462285772,-0.221049565013911,-0.347552631634547,-0.373921956136783,-0.435275180056438,-0.476731464923641
