2.040700336095480072e-01,5.207142511375185967e-02,4.347866747753655059e-02,-1.415097165912428297e-02,1.538892169535673385e-02,-1.662713704661226977e-02,2.944971286002341995e-02,5.451941285306831364e-02,-1.877923513129104993e-01,4.477341712023448494e-02,-8.915245987375591818e-02,-1.859132951681697482e-02,-8.017600738292791906e-02,1.148954173510245841e-01,8.703155930497628867e-02,-5.294741194371891529e-02,-7.669773000923085782e-03,1.000571429753566027e-01,-4.128852781419609791e-02,6.613859057863231972e-02
1.904741003067706717e-01,-5.948127195168251453e-04,-7.005116139826191024e-04,-3.960932724981115066e-02,3.109485486230821952e-02,2.561337961441271377e-02,1.107142886423318207e-01,8.325941006235856867e-02,-1.737069577893468608e-01,-3.765688217939326676e-02,-1.006189246303702267e-01,-1.585741729063520344e-01,-7.072310337979809125e-02,1.653929444468542620e-01,3.389356148997689500e-02,7.045181415696480896e-03,5.920462611059800623e-02,1.762967114884175235e-01,-4.740294914287580819e-02,-1.292244459370303807e-02
1.598122730059132468e-01,-2.048934423814238737e-01,2.381430729635569676e-02,1.910522808667723324e-02,-1.364126413385780001e-01,1.120481650808243142e-02,8.068264669722391425e-02,-1.041658025103018304e-01,-2.006501798755132640e-02,-1.335402445162569007e-01,-1.332037206490270520e-01,1.131944537059701578e-01,-6.029782752445218136e-02,6.000228029728225942e-02,-1.366862518340364319e-01,5.287162766474565179e-02,-9.293919719441311178e-02,4.498966545742875967e-02,-1.498276459078804468e-01,-8.017156855929950809e-02
1.203352729821122735e-01,-2.094122666967368485e-01,3.615747444169455094e-02,7.395234955714305447e-02,-1.530274710788959713e-01,-4.074337001182394558e-02,5.851718808315268389e-02,-2.376919999471789335e-01,-3.374761518434211960e-02,-8.742415264651748341e-02,-3.146999474147481324e-02,-6.842345451766203290e-02,-9.615692811438454612e-02,-1.039421452619031933e-01,4.661096072064185858e-02,1.610052586994245027e-01,1.948703738723130685e-01,-4.899085663003423241e-02,-1.882452770921071161e-01,-5.252599994850643689e-02
2.053581485709515542e-01,5.650113050552556249e-02,4.046054359223121705e-02,-1.823167787883733792e-02,2.106940848156840448e-02,-2.122404567033415491e-03,4.420749689241592478e-02,5.625144343671554387e-02,-1.279828476440234009e-01,4.423179070193056228e-02,6.771142088723244856e-02,6.735503936533981939e-02,-6.304308575878840581e-02,2.185652280591402485e-01,-7.000926828863318456e-03,1.894991599565272744e-01,-5.388457767521190322e-02,1.324460329602621667e-01,1.391483094309408364e-01,-4.725849978058737494e-02
2.011447218957402305e-01,-8.294120260703488623e-03,-3.472287376687673011e-02,-5.414358387981678400e-02,4.452313608112673515e-02,3.878842814006500800e-02,7.829495523637788890e-02,1.862416497172957597e-01,-1.307542229706557813e-01,-3.172109445953123080e-02,-1.179075051474134106e-01,-1.491974776212580574e-02,-1.116222507219418771e-02,1.439178120105206460e-01,9.213629167446261981e-02,5.836582217349570167e-02,1.430265708852040130e-01,3.390146239005527740e-03,-1.025169644182359618e-01,9.061471257031382051e-03
1.846199439261108910e-01,-1.525195441554492437e-01,-4.591132861527156411e-03,-4.974974056262953560e-03,-1.049895067726957648e-01,3.687572729539034810e-02,3.906901923534632226e-02,1.930740227725840849e-02,-3.510801898161846485e-02,-1.178729230259783177e-02,-1.423902944804470438e-01,7.078928806382853156e-02,-4.225742955328215533e-02,-3.460086979569074184e-02,-1.218403108537742668e-01,-9.061511287783319268e-03,2.383960467670456218e-01,1.048609855181998896e-01,-4.049225467774995868e-03,6.921364994909205703e-02
1.212009673260857623e-01,-3.031998453002083815e-01,-3.450063530688538688e-02,3.037806539673157391e-02,-1.449330290700617252e-01,4.898489301675594543e-02,1.368855988808107826e-01,-9.988024895111029255e-02,1.257084891739818910e-01,-6.261377449388363936e-02,3.264606679481382029e-02,6.225015118157410654e-02,-5.706641980474602693e-02,1.722745587228841080e-01,1.573101024248753973e-03,-1.224473093920905309e-01,-7.855740671086149096e-02,-1.113859521884525972e-01,1.604174162473483434e-01,-4.714498509541291404e-02
1.330411000175619474e-01,-2.161454033823899668e-01,7.830219767615631890e-03,4.757788074325709077e-02,-1.607546630907994711e-01,9.184355840427375212e-03,4.940780564594104973e-02,-1.408336776484194197e-01,4.560855928909888363e-02,-9.548018786135586966e-02,-1.229764685295323470e-03,1.236842041133294767e-01,-8.772153245331862359e-02,-1.849979464292249576e-01,-4.916585587234611858e-03,6.950199634550609240e-02,5.591095813334421433e-02,-3.028155730671543838e-02,7.468724161125478433e-02,-9.296997219998026640e-02
1.102523634829232491e-01,-7.200379417113812741e-02,5.412622432213153034e-02,1.226578467315477122e-01,-6.922167091301553721e-02,-8.964829008912467145e-02,2.089638152124498674e-02,-2.028479445567073214e-01,-1.241027064318244721e-01,1.424783463376887160e-02,7.424438065051698621e-02,-1.301874302039363607e-01,4.529672328392981423e-02,-4.812154957864168275e-02,1.030359739405770497e-01,-2.258607757935778837e-01,4.333058792571488349e-02,-2.362279001053452579e-02,1.817127424062366936e-01,-1.026725204318862800e-01
