2.213963364863655303e-01,1.749869219119365438e-02,7.296269648828250000e-03,1.179076932528187321e-01,1.581616486481079165e-01,-6.809568177748372142e-02,1.238625868650007067e-01,1.039530490706294108e-01,-5.519682330588453895e-02,-3.894074037667438065e-02,-1.202691660851694239e-01,-1.118817056341950451e-02,3.216602148715454884e-02,1.019629116015464410e-01,3.909669004882692506e-02,6.885437117024159615e-02,1.987366449021471526e-02,8.829046274488680512e-02,-1.077708911425462324e-01,1.440483706450104984e-01
1.797470640689590449e-01,5.526395314290115379e-02,6.112480987553681189e-02,2.971326371907722502e-02,1.901823822470527225e-01,-5.147604452053836793e-02,1.202437125716811772e-01,6.615040338734233527e-02,-1.138054538778697361e-01,-1.616436307738819411e-02,6.117278720644429846e-02,2.002058557530040639e-01,-8.125954999132652123e-02,-1.446064124534409134e-01,8.298198774555506918e-02,1.571303680248571921e-01,-1.277243605696304629e-01,8.523257759917256260e-02,-2.634228862774829621e-02,-6.066910811468992359e-02
9.315297298130587045e-02,-1.127914894758543923e-01,-2.855724562965433755e-02,-4.746949699537141021e-02,4.322481770468578760e-02,-3.619335937616624532e-02,2.716185472430040007e-02,-2.313008718233245942e-01,4.145284881277203071e-02,-3.159331696229146502e-02,-1.898023017995643658e-01,-9.845777292809237968e-02,-3.414021958747540109e-02,7.566285414846939117e-02,-7.590818191595717634e-02,2.164451967536732968e-01,-2.589670445334956161e-01,2.628079366126676031e-03,-1.108145102909556812e-01,-2.898350166687900797e-01
4.535943142492949304e-02,-1.593091731724496363e-01,-3.330187773420523883e-02,-1.000985017312897019e-01,1.686958263620402798e-02,3.371865219607782845e-03,2.739158968451164619e-02,-1.451223050108313983e-01,7.416394179924717944e-02,7.162682492113872645e-02,-7.737359659214952667e-02,8.980835216512082081e-03,-1.190671304713378648e-01,-2.549704940694439217e-02,1.647824367950215807e-01,-1.174630412205870424e-02,-6.184401970071901240e-03,1.619692995619277931e-01,-6.109953793984214399e-02,8.669899346215427863e-03
2.133602125623579593e-01,8.562323386511047282e-03,1.166992556522330679e-02,1.231979592155986597e-01,1.944342054119520269e-01,-1.059944952125403822e-01,8.057328624930404359e-02,1.527168985341339491e-01,-1.663276873438106901e-02,-8.585861472180880694e-02,-1.391106758027840177e-03,1.646641114082121882e-01,1.022612492243118731e-01,8.787894864745522672e-03,1.161580811070016678e-01,1.111235399102088045e-01,-9.970798182128411125e-02,2.644035796900457910e-02,-2.409937065910141077e-02,7.313834820133341408e-02
1.827986865723585097e-01,5.962214183150765096e-02,6.165846732032088939e-02,1.782165743061552357e-02,1.994361993345804274e-01,-6.919437690916024897e-02,1.320318301989085730e-01,9.224198011160723853e-02,-1.170728918368465626e-01,8.353855866760553917e-02,6.681460546801773481e-02,1.946481173951905008e-01,-1.566047405071176457e-01,6.185283787651228021e-02,-1.862851555112304824e-01,-1.041584160390781610e-01,-9.879894715134014682e-02,1.083405042502633142e-02,-1.159631091659315827e-01,-1.588346138120078077e-01
1.099849924885916153e-01,-1.016798894581623924e-01,-3.387383724663953904e-02,-2.717782893193682742e-02,6.150749529240876617e-02,-7.381823744840629309e-02,-2.217627010993407366e-02,-1.465712550735283615e-01,4.622757778873650553e-02,9.735406669392809853e-02,2.099931007306065495e-02,-2.147551977810264467e-01,1.743968758132393437e-01,-6.916520914900789463e-02,3.367152973793491322e-02,7.546795999418386136e-02,-5.343355071179204524e-02,-9.461117460106638344e-02,-1.747689211332881520e-01,1.931372921986925298e-02
3.628097112099732541e-02,-1.240302828923441208e-01,1.599967078818082325e-02,-1.378329879403607516e-01,5.583027751752368123e-02,-7.010403505937405633e-02,-1.408225526656022540e-03,-1.684112381753904431e-01,8.978129105380394659e-02,1.725894821847689664e-01,9.295269973515934980e-02,1.388641007306220254e-01,-1.069460423636992424e-01,-3.691037649626718875e-02,3.240935670415217434e-02,3.159739274835281914e-02,6.630732633397813658e-02,-4.419735447701676062e-02,-3.138354668011145848e-02,-3.369830977226872214e-03
6.462551672989123863e-02,-1.580914786421657170e-01,-4.504875792059629541e-02,-7.611885125772700766e-02,1.981321849095205034e-02,-5.203677791576895306e-02,-1.212019869231163727e-02,-1.119775136640455554e-01,-2.029632875193257240e-03,1.344259854385137509e-01,5.875533016058680225e-02,1.370824556651643600e-01,-6.390684741105721878e-02,7.364968942952271336e-03,-6.362142314493467177e-02,3.151241809484733869e-02,-9.696056353764720415e-02,1.098254061571602158e-01,1.846278266640745680e-01,1.845355050575600564e-02
5.783969540285449629e-02,-1.822082534814439547e-01,-7.232021663398904843e-02,-1.225868464547690689e-01,-3.711819734360473789e-03,-6.822382708541221454e-03,3.849330533722286618e-02,-3.244005235219859368e-02,-4.056903495241552526e-02,-1.956573437933112891e-01,-9.457157334877801247e-02,4.922625249492831173e-02,-1.214769598146452773e-01,-1.591551038594277850e-02,1.472722545330319432e-01,-2.286291531594639853e-02,-1.527140164536092970e-01,-1.197233305361715683e-01,-8.420661851999472480e-02,1.831012087718753567e-01
2.139154710122007919e-01,-2.784162806591922515e-02,-3.022917164695555770e-02,1.809553205657037644e-01,1.590797683505480453e-01,-1.023210780205339732e-01,3.121880233549503836e-02,-9.024083523969855802e-03,7.413819758661278903e-02,-2.396983527209417542e-01,-1.793904241376058362e-01,2.715117592382464487e-02,-1.441406689999698634e-02,-2.751859481688719300e-01,-7.977821787593158964e-02,-6.493509728801235246e-03,2.085911765148915631e-01,-5.658330600689283341e-02,-1.092867351283169919e-01,-1.943269561449662008e-01
1.779038597047761239e-01,6.736437738080165716e-02,8.620076684746248719e-02,3.470638437726256131e-02,2.324505509432306383e-01,-9.593821276057865055e-02,8.534944993770272881e-02,5.279948029071661331e-02,-2.899826896332619378e-02,1.314697193515060314e-01,-1.925179837929634485e-03,1.450958842981018571e-01,-1.293586136818038017e-02,8.858685974479460490e-02,2.101999954990363129e-01,-1.160738370258839885e-01,-1.629607400752134116e-01,1.702011004128670402e-01,1.035572422867088449e-01,1.021954791031604859e-01
1.907317283451318290e-01,1.197384075748884717e-02,1.514587757386655874e-02,1.164748583349486388e-01,2.363987084797261884e-01,-1.156346462879186965e-01,-4.625769404005275476e-02,1.503697105631184895e-02,-5.893465764751162905e-02,1.478281188698870041e-01,5.792508060183883256e-02,4.340444727519341545e-02,8.444281732143120445e-02,-5.185323529559808910e-04,3.478407770331071180e-02,7.198274384172190232e-02,1.183676845420607721e-01,-1.002019477265062714e-01,-1.457651891347454820e-01,-5.676232871548675049e-03
