head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time
23,16,21,21,Random,-9999,eb4c2d6611564609,2.177000045776367,0.25999999046325684,1638371105.766,16,lemon,field,sky,field,lemon,lemon,field,sky,field,lemon,3073.9917736053467,2021-12-01T15:05:05.766000,1638368031.7742264
15,9,6,9,Random,-9999,972d19c8ba50713c,3.8400001525878906,0.14599990844726562,1638371106.463,6,near,below,blueberry,near,below,near,below,blueberry,near,below,3074.6887736320496,2021-12-01T15:05:06.463000,1638368031.7742264
5,10,11,10,Random,-9999,972d19c8ba50713c,3.92900013923645,0.1399998664855957,1638371110.539,11,angry,disgust,above,angry,disgust,angry,disgust,above,angry,disgust,3078.764773607254,2021-12-01T15:05:10.539000,1638368031.7742264
25,27,17,27,Random,-9999,972d19c8ba50713c,1.8040001392364502,0.14699983596801758,1638371112.426,17,dusk,mango,dawn,dusk,mango,dusk,mango,dawn,dusk,mango,3080.6517736911774,2021-12-01T15:05:12.426000,1638368031.7742264
4,13,29,13,Random,-9999,972d19c8ba50713c,3.697999954223633,0.07999992370605469,1638371116.262,29,happy,noon,socks,happy,noon,happy,noon,socks,happy,noon,3084.487773656845,2021-12-01T15:05:16.262000,1638368031.7742264
11,23,18,18,Random,-9999,972d19c8ba50713c,3.5929999351501465,0.15400004386901855,1638371120.017,23,sky,strawberry,disgust,strawberry,sky,sky,strawberry,disgust,strawberry,sky,3088.2427735328674,2021-12-01T15:05:20.017000,1638368031.7742264
8,28,26,28,Random,-9999,972d19c8ba50713c,6.503000020980835,0.14800000190734863,1638371126.657,26,night,day,far,night,day,night,day,far,night,day,3094.8827736377716,2021-12-01T15:05:26.657000,1638368031.7742264
16,28,19,19,Random,-9999,972d19c8ba50713c,3.052999973297119,0.14599990844726562,1638371129.863,28,night,watermelon,lemon,watermelon,night,night,watermelon,lemon,watermelon,night,3098.0887734889984,2021-12-01T15:05:29.863000,1638368031.7742264
17,26,15,15,Random,-9999,972d19c8ba50713c,1.5709998607635498,0.14600014686584473,1638371131.518,26,day,blueberry,mango,blueberry,day,day,blueberry,mango,blueberry,day,3099.743773460388,2021-12-01T15:05:31.518000,1638368031.7742264
24,10,3,3,Random,-9999,972d19c8ba50713c,2.694000005722046,0.0969998836517334,1638371134.364,10,angry,shoes,sunset,shoes,angry,angry,shoes,sunset,shoes,angry,3102.5897736549377,2021-12-01T15:05:34.364000,1638368031.7742264
19,0,6,0,Random,-9999,eb4c2d6611564609,30.164000034332275,0.2999999523162842,1638371136.294,6,dress,below,watermelon,dress,below,dress,below,watermelon,dress,below,3104.5197734832764,2021-12-01T15:05:36.294000,1638368031.7742264
22,15,12,12,Random,-9999,eb4c2d6611564609,2.936000108718872,0.309999942779541,1638371139.514,15,blueberry,fearful,ocean,fearful,blueberry,blueberry,fearful,ocean,fearful,blueberry,3107.7397735118866,2021-12-01T15:05:39.514000,1638368031.7742264
7,24,2,2,Random,-9999,972d19c8ba50713c,5.258999824523926,0.1420001983642578,1638371139.766,24,sunset,shirt,beside,shirt,sunset,sunset,shirt,beside,shirt,sunset,3107.9917736053467,2021-12-01T15:05:39.766000,1638368031.7742264
10,16,22,16,Random,-9999,eb4c2d6611564609,2.4680001735687256,0.28600001335144043,1638371142.133,22,lemon,ocean,angry,lemon,ocean,lemon,ocean,angry,lemon,ocean,3110.358773469925,2021-12-01T15:05:42.133000,1638368031.7742264
28,7,13,7,Random,-9999,972d19c8ba50713c,2.642000198364258,0.14499998092651367,1638371142.549,13,beside,happy,night,beside,happy,beside,happy,night,beside,happy,3110.7747735977173,2021-12-01T15:05:42.549000,1638368031.7742264
9,6,15,6,Random,-9999,eb4c2d6611564609,1.7920000553131104,0.14599990844726562,1638371143.99,15,below,blueberry,near,below,blueberry,below,blueberry,near,below,blueberry,3112.2157735824585,2021-12-01T15:05:43.990000,1638368031.7742264
22,27,4,27,Random,-9999,972d19c8ba50713c,2.1630001068115234,0.13699984550476074,1638371144.855,4,dusk,socks,ocean,dusk,socks,dusk,socks,ocean,dusk,socks,3113.0807735919952,2021-12-01T15:05:44.855000,1638368031.7742264
0,11,3,3,Random,-9999,eb4c2d6611564609,1.6100001335144043,0.1919999122619629,1638371145.792,11,disgust,shoes,dress,shoes,disgust,disgust,shoes,dress,shoes,disgust,3114.017773628235,2021-12-01T15:05:45.792000,1638368031.7742264
21,5,8,8,Random,-9999,972d19c8ba50713c,2.2739999294281006,0.1419999599456787,1638371147.278,5,above,far,field,far,above,above,far,field,far,above,3115.50377368927,2021-12-01T15:05:47.278000,1638368031.7742264
2,11,8,8,Random,-9999,eb4c2d6611564609,3.559000015258789,0.09000015258789062,1638371149.606,11,disgust,far,shirt,far,disgust,disgust,far,shirt,far,disgust,3117.831773519516,2021-12-01T15:05:49.606000,1638368031.7742264
19,16,0,16,Random,-9999,eb4c2d6611564609,2.0859999656677246,0.24000000953674316,1638371152.017,0,lemon,dress,watermelon,lemon,dress,lemon,dress,watermelon,lemon,dress,3120.2427735328674,2021-12-01T15:05:52.017000,1638368031.7742264
19,15,16,16,Random,-9999,972d19c8ba50713c,5.986000061035156,0.14700007438659668,1638371153.411,15,blueberry,lemon,watermelon,lemon,blueberry,blueberry,lemon,watermelon,lemon,blueberry,3121.636773586273,2021-12-01T15:05:53.411000,1638368031.7742264
19,6,11,6,Random,-9999,eb4c2d6611564609,2.134000062942505,0.42600011825561523,1638371154.387,11,below,disgust,watermelon,below,disgust,below,disgust,watermelon,below,disgust,3122.612773656845,2021-12-01T15:05:54.387000,1638368031.7742264
15,1,24,24,Random,-9999,eb4c2d6611564609,2.1469998359680176,0.1380000114440918,1638371156.811,1,pants,sunset,blueberry,sunset,pants,pants,sunset,blueberry,sunset,pants,3125.0367736816406,2021-12-01T15:05:56.811000,1638368031.7742264
1,27,5,5,Random,-9999,972d19c8ba50713c,4.072000026702881,0.14299988746643066,1638371157.626,27,dusk,above,pants,above,dusk,dusk,above,pants,above,dusk,3125.8517735004425,2021-12-01T15:05:57.626000,1638368031.7742264
23,26,13,26,Random,-9999,eb4c2d6611564609,2.7260000705718994,0.2929999828338623,1638371159.691,13,day,happy,sky,day,happy,day,happy,sky,day,happy,3127.916773557663,2021-12-01T15:05:59.691000,1638368031.7742264
23,12,3,12,Random,-9999,eb4c2d6611564609,1.6949999332427979,0.2760000228881836,1638371161.6,3,fearful,shoes,sky,fearful,shoes,fearful,shoes,sky,fearful,shoes,3129.8257734775543,2021-12-01T15:06:01.600000,1638368031.7742264
28,15,12,12,Random,-9999,972d19c8ba50713c,4.559999942779541,0.14800000190734863,1638371162.332,15,blueberry,fearful,night,fearful,blueberry,blueberry,fearful,night,fearful,blueberry,3130.557773590088,2021-12-01T15:06:02.332000,1638368031.7742264
10,0,24,24,Random,-9999,eb4c2d6611564609,2.0190000534057617,0.07200002670288086,1638371163.768,0,dress,sunset,angry,sunset,dress,dress,sunset,angry,sunset,dress,3131.993773460388,2021-12-01T15:06:03.768000,1638368031.7742264
3,19,5,5,Random,-9999,972d19c8ba50713c,2.18500018119812,0.14499998092651367,1638371164.666,19,watermelon,above,shoes,above,watermelon,watermelon,above,shoes,above,watermelon,3132.8917734622955,2021-12-01T15:06:04.666000,1638368031.7742264
24,3,2,3,Random,-9999,eb4c2d6611564609,3.496999979019165,0.15199995040893555,1638371167.402,2,shoes,shirt,sunset,shoes,shirt,shoes,shirt,sunset,shoes,shirt,3135.6277735233307,2021-12-01T15:06:07.402000,1638368031.7742264
29,15,4,4,Random,-9999,972d19c8ba50713c,4.108000040054321,0.14299988746643066,1638371168.918,15,blueberry,socks,noon,socks,blueberry,blueberry,socks,noon,socks,blueberry,3137.1437735557556,2021-12-01T15:06:08.918000,1638368031.7742264
19,14,29,29,Random,-9999,eb4c2d6611564609,2.8329999446868896,0.1380000114440918,1638371170.44,14,sad,noon,watermelon,noon,sad,sad,noon,watermelon,noon,sad,3138.665773630142,2021-12-01T15:06:10.440000,1638368031.7742264
0,25,1,1,Random,-9999,eb4c2d6611564609,2.74399995803833,0.20300006866455078,1638371173.321,25,dawn,pants,dress,pants,dawn,dawn,pants,dress,pants,dawn,3141.546773672104,2021-12-01T15:06:13.321000,1638368031.7742264
0,16,14,16,Random,-9999,eb4c2d6611564609,3.2029998302459717,0.27700018882751465,1638371176.802,14,lemon,sad,dress,lemon,sad,lemon,sad,dress,lemon,sad,3145.027773618698,2021-12-01T15:06:16.802000,1638368031.7742264
11,19,29,19,Random,-9999,eb4c2d6611564609,6.289000034332275,0.1380000114440918,1638371183.233,29,watermelon,noon,disgust,watermelon,noon,watermelon,noon,disgust,watermelon,noon,3151.458773612976,2021-12-01T15:06:23.233000,1638368031.7742264
13,22,24,24,Random,-9999,eb4c2d6611564609,2.4260001182556152,0.20599985122680664,1638371185.886,22,ocean,sunset,happy,sunset,ocean,ocean,sunset,happy,sunset,ocean,3154.1117734909058,2021-12-01T15:06:25.886000,1638368031.7742264
2,20,29,29,Random,-9999,eb4c2d6611564609,2.4190001487731934,0.15599989891052246,1638371188.461,20,beach,noon,shirt,noon,beach,beach,noon,shirt,noon,beach,3156.6867735385895,2021-12-01T15:06:28.461000,1638368031.7742264
0,16,1,1,Random,-9999,eb4c2d6611564609,2.008999824523926,0.24300003051757812,1638371190.817,16,lemon,pants,dress,pants,lemon,lemon,pants,dress,pants,lemon,3159.0427734851837,2021-12-01T15:06:30.817000,1638368031.7742264
23,28,9,28,Random,-9999,eb4c2d6611564609,2.365999937057495,0.2669999599456787,1638371193.453,9,night,near,sky,night,near,night,near,sky,night,near,3161.6787736415863,2021-12-01T15:06:33.453000,1638368031.7742264
5,26,20,26,Random,-9999,972d19c8ba50713c,42.531999826431274,0.14400005340576172,1638371211.581,20,day,beach,above,day,beach,day,beach,above,day,beach,3179.806773662567,2021-12-01T15:06:51.581000,1638368031.7742264
20,9,29,29,Random,-9999,972d19c8ba50713c,3.2710001468658447,0.14100003242492676,1638371214.995,9,near,noon,beach,noon,near,near,noon,beach,noon,near,3183.220773458481,2021-12-01T15:06:54.995000,1638368031.7742264
17,8,19,19,Random,-9999,972d19c8ba50713c,1.6089999675750732,0.14499998092651367,1638371216.693,8,far,watermelon,mango,watermelon,far,far,watermelon,mango,watermelon,far,3184.918773651123,2021-12-01T15:06:56.693000,1638368031.7742264
29,24,5,5,Random,-9999,972d19c8ba50713c,2.439000129699707,0.07699990272521973,1638371219.264,24,sunset,above,noon,above,sunset,sunset,above,noon,above,sunset,3187.4897735118866,2021-12-01T15:06:59.264000,1638368031.7742264
14,29,28,28,Random,-9999,972d19c8ba50713c,2.6579999923706055,0.1399998664855957,1638371222.064,29,noon,night,sad,night,noon,noon,night,sad,night,noon,3190.289773464203,2021-12-01T15:07:02.064000,1638368031.7742264
26,3,0,0,Random,-9999,972d19c8ba50713c,2.675999879837036,0.1400001049041748,1638371224.889,3,shoes,dress,day,dress,shoes,shoes,dress,day,dress,shoes,3193.1147735118866,2021-12-01T15:07:04.889000,1638368031.7742264
10,4,3,4,Random,-9999,972d19c8ba50713c,3.324000120162964,0.14800000190734863,1638371228.353,3,socks,shoes,angry,socks,shoes,socks,shoes,angry,socks,shoes,3196.578773498535,2021-12-01T15:07:08.353000,1638368031.7742264
26,17,15,17,Random,-9999,972d19c8ba50713c,2.623999834060669,0.1380000114440918,1638371231.119,15,mango,blueberry,day,mango,blueberry,mango,blueberry,day,mango,blueberry,3199.34477353096,2021-12-01T15:07:11.119000,1638368031.7742264
1,9,17,9,Random,-9999,972d19c8ba50713c,3.194999933242798,0.14700007438659668,1638371234.453,17,near,mango,pants,near,mango,near,mango,pants,near,mango,3202.6787736415863,2021-12-01T15:07:14.453000,1638368031.7742264
1,16,29,29,Random,-9999,eb4c2d6611564609,40.92900013923645,0.26999998092651367,1638371234.535,16,lemon,noon,pants,noon,lemon,lemon,noon,pants,noon,lemon,3202.7607736587524,2021-12-01T15:07:14.535000,1638368031.7742264
11,21,23,21,Random,-9999,972d19c8ba50713c,2.23799991607666,0.14400005340576172,1638371236.833,23,field,sky,disgust,field,sky,field,sky,disgust,field,sky,3205.0587735176086,2021-12-01T15:07:16.833000,1638368031.7742264
9,18,5,18,Random,-9999,972d19c8ba50713c,2.0989999771118164,0.1400001049041748,1638371239.078,5,strawberry,above,near,strawberry,above,strawberry,above,near,strawberry,above,3207.3037736415863,2021-12-01T15:07:19.078000,1638368031.7742264
24,2,3,3,Random,-9999,eb4c2d6611564609,3.243000030517578,0.15599989891052246,1638371239.877,2,shirt,shoes,sunset,shoes,shirt,shirt,shoes,sunset,shoes,shirt,3208.102773666382,2021-12-01T15:07:19.877000,1638368031.7742264
4,14,1,1,Random,-9999,972d19c8ba50713c,2.939000129699707,0.14299988746643066,1638371242.155,14,sad,pants,socks,pants,sad,sad,pants,socks,pants,sad,3210.3807735443115,2021-12-01T15:07:22.155000,1638368031.7742264
1,25,29,29,Random,-9999,eb4c2d6611564609,2.508000135421753,2.1419999599456787,1638371242.564,25,dawn,noon,pants,noon,dawn,dawn,noon,pants,noon,dawn,3210.789773464203,2021-12-01T15:07:22.564000,1638368031.7742264
0,22,14,22,Random,-9999,972d19c8ba50713c,6.462000131607056,0.1359999179840088,1638371248.753,14,ocean,sad,dress,ocean,sad,ocean,sad,dress,ocean,sad,3216.9787735939026,2021-12-01T15:07:28.753000,1638368031.7742264
23,1,11,1,Random,-9999,eb4c2d6611564609,6.319000005722046,0.24300003051757812,1638371249.142,11,pants,disgust,sky,pants,disgust,pants,disgust,sky,pants,disgust,3217.3677735328674,2021-12-01T15:07:29.142000,1638368031.7742264
12,28,10,28,Random,-9999,eb4c2d6611564609,1.690999984741211,0.15000009536743164,1638371250.907,10,night,angry,fearful,night,angry,night,angry,fearful,night,angry,3219.1327736377716,2021-12-01T15:07:30.907000,1638368031.7742264
20,5,29,29,Random,-9999,972d19c8ba50713c,4.101999998092651,0.14899992942810059,1638371253.004,5,above,noon,beach,noon,above,above,noon,beach,noon,above,3221.2297735214233,2021-12-01T15:07:33.004000,1638368031.7742264
3,12,7,7,Random,-9999,eb4c2d6611564609,3.0260000228881836,0.2349998950958252,1638371254.335,12,fearful,beside,shoes,beside,fearful,fearful,beside,shoes,beside,fearful,3222.5607736110687,2021-12-01T15:07:34.335000,1638368031.7742264
11,14,15,15,Random,-9999,972d19c8ba50713c,2.763000011444092,0.1359999179840088,1638371255.903,14,sad,blueberry,disgust,blueberry,sad,sad,blueberry,disgust,blueberry,sad,3224.12877368927,2021-12-01T15:07:35.903000,1638368031.7742264
0,17,7,7,Random,-9999,972d19c8ba50713c,2.0789999961853027,0.14800000190734863,1638371258.132,17,mango,beside,dress,beside,mango,mango,beside,dress,beside,mango,3226.357773542404,2021-12-01T15:07:38.132000,1638368031.7742264
19,26,4,26,Random,-9999,972d19c8ba50713c,2.6549999713897705,0.14400005340576172,1638371260.933,4,day,socks,watermelon,day,socks,day,socks,watermelon,day,socks,3229.15877366066,2021-12-01T15:07:40.933000,1638368031.7742264
26,19,18,19,Random,-9999,972d19c8ba50713c,1.738999843597412,0.14100003242492676,1638371262.75,18,watermelon,strawberry,day,watermelon,strawberry,watermelon,strawberry,day,watermelon,strawberry,3230.9757735729218,2021-12-01T15:07:42.750000,1638368031.7742264
7,2,5,5,Random,-9999,972d19c8ba50713c,4.33899998664856,0.07800006866455078,1638371267.226,2,shirt,above,beside,above,shirt,shirt,above,beside,above,shirt,3235.4517736434937,2021-12-01T15:07:47.226000,1638368031.7742264
21,14,10,10,Random,-9999,972d19c8ba50713c,4.41700005531311,0.1399998664855957,1638371271.79,14,sad,angry,field,angry,sad,sad,angry,field,angry,sad,3240.015773534775,2021-12-01T15:07:51.790000,1638368031.7742264
17,22,15,15,Random,-9999,972d19c8ba50713c,1.7400000095367432,0.14600014686584473,1638371273.613,22,ocean,blueberry,mango,blueberry,ocean,ocean,blueberry,mango,blueberry,ocean,3241.8387734889984,2021-12-01T15:07:53.613000,1638368031.7742264
25,9,7,9,Random,-9999,972d19c8ba50713c,19.170000076293945,0.0819997787475586,1638371292.918,7,near,beside,dawn,near,beside,near,beside,dawn,near,beside,3261.1437735557556,2021-12-01T15:08:12.918000,1638368031.7742264
7,5,1,5,Random,-9999,972d19c8ba50713c,2.134999990463257,0.13700008392333984,1638371295.197,1,above,pants,beside,above,pants,above,pants,beside,above,pants,3263.4227735996246,2021-12-01T15:08:15.197000,1638368031.7742264
21,5,1,5,Random,-9999,972d19c8ba50713c,4.966000080108643,0.13699984550476074,1638371300.302,1,above,pants,field,above,pants,above,pants,field,above,pants,3268.527773618698,2021-12-01T15:08:20.302000,1638368031.7742264
24,12,29,29,Random,-9999,972d19c8ba50713c,2.9210000038146973,0.13499999046325684,1638371303.354,12,fearful,noon,sunset,noon,fearful,fearful,noon,sunset,noon,fearful,3271.5797736644745,2021-12-01T15:08:23.354000,1638368031.7742264
12,22,16,22,Random,-9999,972d19c8ba50713c,3.3489999771118164,0.14100003242492676,1638371306.849,16,ocean,lemon,fearful,ocean,lemon,ocean,lemon,fearful,ocean,lemon,3275.0747735500336,2021-12-01T15:08:26.849000,1638368031.7742264
9,2,13,2,Random,-9999,972d19c8ba50713c,3.125,0.13499999046325684,1638371310.101,13,shirt,happy,near,shirt,happy,shirt,happy,near,shirt,happy,3278.3267736434937,2021-12-01T15:08:30.101000,1638368031.7742264
3,15,0,0,Random,-9999,972d19c8ba50713c,2.6570000648498535,0.13199996948242188,1638371312.893,15,blueberry,dress,shoes,dress,blueberry,blueberry,dress,shoes,dress,blueberry,3281.118773460388,2021-12-01T15:08:32.893000,1638368031.7742264
24,4,18,18,Random,-9999,972d19c8ba50713c,2.7950000762939453,0.13499999046325684,1638371315.82,4,socks,strawberry,sunset,strawberry,socks,socks,strawberry,sunset,strawberry,socks,3284.0457735061646,2021-12-01T15:08:35.820000,1638368031.7742264
5,1,20,1,Random,-9999,972d19c8ba50713c,3.75,0.13199996948242188,1638371319.703,20,pants,beach,above,pants,beach,pants,beach,above,pants,beach,3287.9287736415863,2021-12-01T15:08:39.703000,1638368031.7742264
14,21,3,21,Random,-9999,972d19c8ba50713c,4.696999788284302,0.13700008392333984,1638371324.538,3,field,shoes,sad,field,shoes,field,shoes,sad,field,shoes,3292.7637736797333,2021-12-01T15:08:44.538000,1638368031.7742264
7,17,20,20,Random,-9999,972d19c8ba50713c,3.3499999046325684,0.1360001564025879,1638371328.031,17,mango,beach,beside,beach,mango,mango,beach,beside,beach,mango,3296.2567734718323,2021-12-01T15:08:48.031000,1638368031.7742264
23,16,6,6,Random,-9999,972d19c8ba50713c,4.146000146865845,0.1359999179840088,1638371332.314,16,lemon,below,sky,below,lemon,lemon,below,sky,below,lemon,3300.539773464203,2021-12-01T15:08:52.314000,1638368031.7742264
28,7,13,13,Random,-9999,972d19c8ba50713c,3.7269999980926514,0.1380000114440918,1638371336.175,7,beside,happy,night,happy,beside,beside,happy,night,happy,beside,3304.400773525238,2021-12-01T15:08:56.175000,1638368031.7742264
14,1,26,1,Random,-9999,972d19c8ba50713c,3.203000068664551,0.1399998664855957,1638371339.514,26,pants,day,sad,pants,day,pants,day,sad,pants,day,3307.7397735118866,2021-12-01T15:08:59.514000,1638368031.7742264
24,20,21,20,Random,-9999,972d19c8ba50713c,2.7660000324249268,0.1359999179840088,1638371342.414,21,beach,field,sunset,beach,field,beach,field,sunset,beach,field,3310.639773607254,2021-12-01T15:09:02.414000,1638368031.7742264
19,20,13,13,Random,-9999,972d19c8ba50713c,2.302000045776367,0.13199996948242188,1638371344.847,20,beach,happy,watermelon,happy,beach,beach,happy,watermelon,happy,beach,3313.0727734565735,2021-12-01T15:09:04.847000,1638368031.7742264
15,12,26,26,Random,-9999,972d19c8ba50713c,2.009000062942505,0.12999987602233887,1638371346.993,12,fearful,day,blueberry,day,fearful,fearful,day,blueberry,day,fearful,3315.2187736034393,2021-12-01T15:09:06.993000,1638368031.7742264
3,4,25,25,Random,-9999,972d19c8ba50713c,1.9890000820159912,0.13700008392333984,1638371349.118,4,socks,dawn,shoes,dawn,socks,socks,dawn,shoes,dawn,socks,3317.3437736034393,2021-12-01T15:09:09.118000,1638368031.7742264
5,3,26,26,Random,-9999,fafa77914df655e6,15.066999912261963,0.12999987602233887,1638371351.816,3,shoes,day,above,day,shoes,shoes,day,above,day,shoes,3320.041773557663,2021-12-01T15:09:11.816000,1638368031.7742264
27,0,26,26,Random,-9999,972d19c8ba50713c,4.324999809265137,0.13499999046325684,1638371353.577,0,dress,day,dusk,day,dress,dress,day,dusk,day,dress,3321.802773475647,2021-12-01T15:09:13.577000,1638368031.7742264
1,4,22,4,Random,-9999,fafa77914df655e6,1.819000005722046,0.14300012588500977,1638371353.714,22,socks,ocean,pants,socks,ocean,socks,ocean,pants,socks,ocean,3321.9397735595703,2021-12-01T15:09:13.714000,1638368031.7742264
6,28,21,28,Random,-9999,fafa77914df655e6,1.688999891281128,0.07899999618530273,1638371355.484,21,night,field,below,night,field,night,field,below,night,field,3323.709773540497,2021-12-01T15:09:15.484000,1638368031.7742264
25,5,24,5,Random,-9999,972d19c8ba50713c,2.615999937057495,0.13499999046325684,1638371356.322,24,above,sunset,dawn,above,sunset,above,sunset,dawn,above,sunset,3324.5477735996246,2021-12-01T15:09:16.322000,1638368031.7742264
29,2,13,13,Random,-9999,972d19c8ba50713c,2.0369999408721924,0.13100004196166992,1638371358.493,2,shirt,happy,noon,happy,shirt,shirt,happy,noon,happy,shirt,3326.7187736034393,2021-12-01T15:09:18.493000,1638368031.7742264
14,22,19,22,Random,-9999,fafa77914df655e6,3.610999822616577,0.0820000171661377,1638371359.237,19,ocean,watermelon,sad,ocean,watermelon,ocean,watermelon,sad,ocean,watermelon,3327.4627735614777,2021-12-01T15:09:19.237000,1638368031.7742264
6,25,23,25,Random,-9999,972d19c8ba50713c,2.2289998531341553,0.13300013542175293,1638371360.853,23,dawn,sky,below,dawn,sky,dawn,sky,below,dawn,sky,3329.078773498535,2021-12-01T15:09:20.853000,1638368031.7742264
15,19,17,19,Random,-9999,fafa77914df655e6,1.8310000896453857,0.14300012588500977,1638371361.144,17,watermelon,mango,blueberry,watermelon,mango,watermelon,mango,blueberry,watermelon,mango,3329.3697736263275,2021-12-01T15:09:21.144000,1638368031.7742264
20,1,5,1,Random,-9999,972d19c8ba50713c,4.194999933242798,0.13300013542175293,1638371365.187,5,pants,above,beach,pants,above,pants,above,beach,pants,above,3333.4127736091614,2021-12-01T15:09:25.187000,1638368031.7742264
0,7,16,7,Random,-9999,fafa77914df655e6,5.036999940872192,0.0840001106262207,1638371366.332,16,beside,lemon,dress,beside,lemon,beside,lemon,dress,beside,lemon,3334.557773590088,2021-12-01T15:09:26.332000,1638368031.7742264
1,4,12,4,Random,-9999,fafa77914df655e6,1.4429998397827148,0.14300012588500977,1638371367.844,12,socks,fearful,pants,socks,fearful,socks,fearful,pants,socks,fearful,3336.0697736740112,2021-12-01T15:09:27.844000,1638368031.7742264
22,15,25,15,Random,-9999,972d19c8ba50713c,2.6010000705718994,0.13700008392333984,1638371367.92,25,blueberry,dawn,ocean,blueberry,dawn,blueberry,dawn,ocean,blueberry,dawn,3336.1457736492157,2021-12-01T15:09:27.920000,1638368031.7742264
23,18,19,18,Random,-9999,972d19c8ba50713c,2.0850000381469727,0.13399982452392578,1638371370.14,19,strawberry,watermelon,sky,strawberry,watermelon,strawberry,watermelon,sky,strawberry,watermelon,3338.365773677826,2021-12-01T15:09:30.140000,1638368031.7742264
19,6,5,6,Random,-9999,972d19c8ba50713c,3.320000171661377,0.13299989700317383,1638371373.591,5,below,above,watermelon,below,above,below,above,watermelon,below,above,3341.8167736530304,2021-12-01T15:09:33.591000,1638368031.7742264
13,14,19,14,Random,-9999,972d19c8ba50713c,1.8890001773834229,0.13199996948242188,1638371375.554,19,sad,watermelon,happy,sad,watermelon,sad,watermelon,happy,sad,watermelon,3343.7797734737396,2021-12-01T15:09:35.554000,1638368031.7742264
4,25,18,25,Random,-9999,fafa77914df655e6,8.925000190734863,0.07599997520446777,1638371376.92,18,dawn,strawberry,socks,dawn,strawberry,dawn,strawberry,socks,dawn,strawberry,3345.1457736492157,2021-12-01T15:09:36.920000,1638368031.7742264
24,17,9,17,Random,-9999,fafa77914df655e6,2.7230000495910645,0.14399981498718262,1638371379.777,9,mango,near,sunset,mango,near,mango,near,sunset,mango,near,3348.0027735233307,2021-12-01T15:09:39.777000,1638368031.7742264
0,2,21,2,Random,-9999,972d19c8ba50713c,6.069000005722046,0.07299995422363281,1638371381.753,21,shirt,field,dress,shirt,field,shirt,field,dress,shirt,field,3349.9787735939026,2021-12-01T15:09:41.753000,1638368031.7742264
10,23,25,23,Random,-9999,fafa77914df655e6,4.880000114440918,0.14299988746643066,1638371384.818,25,sky,dawn,angry,sky,dawn,sky,dawn,angry,sky,dawn,3353.043773651123,2021-12-01T15:09:44.818000,1638368031.7742264
19,26,3,26,Random,-9999,972d19c8ba50713c,3.7170000076293945,0.13299989700317383,1638371385.601,3,day,shoes,watermelon,day,shoes,day,shoes,watermelon,day,shoes,3353.8267736434937,2021-12-01T15:09:45.601000,1638368031.7742264
19,12,29,29,Random,-9999,fafa77914df655e6,1.7230000495910645,0.16100001335144043,1638371386.624,12,fearful,noon,watermelon,noon,fearful,fearful,noon,watermelon,noon,fearful,3354.849773645401,2021-12-01T15:09:46.624000,1638368031.7742264
17,15,12,15,Random,-9999,972d19c8ba50713c,1.7549998760223389,0.13499999046325684,1638371387.435,12,blueberry,fearful,mango,blueberry,fearful,blueberry,fearful,mango,blueberry,fearful,3355.6607735157013,2021-12-01T15:09:47.435000,1638368031.7742264
20,6,29,29,Random,-9999,fafa77914df655e6,2.4200000762939453,0.0820000171661377,1638371389.189,6,below,noon,beach,noon,below,below,noon,beach,noon,below,3357.414773464203,2021-12-01T15:09:49.189000,1638368031.7742264
4,12,23,23,Random,-9999,972d19c8ba50713c,2.7259998321533203,0.07300019264221191,1638371390.293,12,fearful,sky,socks,sky,fearful,fearful,sky,socks,sky,fearful,3358.5187735557556,2021-12-01T15:09:50.293000,1638368031.7742264
11,2,14,14,Random,-9999,fafa77914df655e6,1.5899999141693115,0.14400005340576172,1638371390.858,2,shirt,sad,disgust,sad,shirt,shirt,sad,disgust,sad,shirt,3359.083773612976,2021-12-01T15:09:50.858000,1638368031.7742264
5,7,29,7,Random,-9999,fafa77914df655e6,2.0859999656677246,0.07800006866455078,1638371393.078,29,beside,noon,above,beside,noon,beside,noon,above,beside,noon,3361.3037736415863,2021-12-01T15:09:53.078000,1638368031.7742264
23,0,16,0,Random,-9999,972d19c8ba50713c,3.740999937057495,0.13400006294250488,1638371394.166,16,dress,lemon,sky,dress,lemon,dress,lemon,sky,dress,lemon,3362.3917734622955,2021-12-01T15:09:54.166000,1638368031.7742264
22,20,28,20,Random,-9999,fafa77914df655e6,2.630000114440918,0.13699984550476074,1638371395.855,28,beach,night,ocean,beach,night,beach,night,ocean,beach,night,3364.0807735919952,2021-12-01T15:09:55.855000,1638368031.7742264
20,16,5,16,Random,-9999,972d19c8ba50713c,3.062000036239624,0.13300013542175293,1638371397.454,5,lemon,above,beach,lemon,above,lemon,above,beach,lemon,above,3365.679773569107,2021-12-01T15:09:57.454000,1638368031.7742264
7,9,29,9,Random,-9999,fafa77914df655e6,3.0220000743865967,0.14599990844726562,1638371399.024,29,near,noon,beside,near,noon,near,noon,beside,near,noon,3367.24977350235,2021-12-01T15:09:59.024000,1638368031.7742264
