"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58"
0.0443384755017577,0.0758807258299123,0.0939295720012421,0.0114043408065613,0.0553257522618591,-0.0101664196283983,-0.0433369327277833,0.00818372743808893,-0.0344694505125048,-0.0319101837119506,0.0652100404146429,0.0899283236412522,0.0217187485746974,0.0557590201349438,0.0107635606309174,-0.0221884309121288,0.0472267562857582,0.0755815504646403,0.0389403682663603,-0.0152352116657372,0.0751540193164893,0.0393163996744113,-0.182692604167614,-0.0938661224377461,-0.0914984633569399,-0.135098275970236,-0.210911162652358,-0.0128209005547401,-0.0372348814805724,-0.0836433986092709,-0.0346183033986456,-0.0424501777718538,0.0341548804804304,0.0336489844251961,0.0315240229704298,0.0121022946909944,0.0367885273379721,-0.0102719044262452,-0.0499412044747627,0.0148197835840322,-0.00404552387931815,-0.0370031972817754,-0.0370405626450981,-0.0451023861687333,0.0204029630983531,-0.0296239267416342,0.0147510770677907,0.0265805958237441,0.050012154381517,-0.020946885883973,0.0213032510471175,0.00396913306595884,-0.00487413491955439,-0.0955465649264335,0.00382914398769195,0.0165086330339112,-0.0333526411936655,-0.0106338206389348
