"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",-0.164865119061873,-0.0634888152867171,0.278534140635055,-0.0215484941677748,-0.0323139876726589,-0.0171865817167177,-0.105587365801697,0.0862234057309541,0.149283714942817,0.119649309320712,0.0278519950468008,0.0649185442007803,0.0253618186509654,0.0940663502211282,0.0697300066481801,-0.12647054647229,0.24650866414365,-0.180582487458907,0.109338480459617,-0.233034878748496,-0.158577655960393,0.245551845125793,0.0521011021506705,0.0382556509094527,-0.0320028076140602,0.0013569712911906,0.0256292879952566,0.0792509534699037,0.189256298182735,0.018486490634089
"2",-0.14660561597647,-0.220230259167342,-0.028583357347731,-0.0657215029733546,-0.0162177617843685,0.11848256118541,-0.0933153686213377,-0.0820514516233338,0.018568032370274,-0.133286609565141,0.117804907906603,-0.0233436455014359,0.172297222484349,0.195105730874636,-0.334627163057581,0.062821890882303,0.114504955870421,0.187439110913287,-0.224702128339716,-0.0603664564317106,0.146739487177707,-0.166809085482932,-0.103984932285054,0.0525272562438618,-0.0782994127180616,0.0405716018437695,0.0272433413356184,-0.0858708926366489,-0.0638216172983581,0.0571545271026254
"3",-0.146855272040663,-0.196177981428332,0.116773318108136,-0.0688511171336607,-0.0493214160284469,0.0910287096167879,-0.151598963146299,-0.0846851124231771,0.0496865819469026,-0.0249149629020081,0.0906194065963368,-0.146900420759964,-0.102133935038124,0.12760776282798,0.00277635877610029,-0.0580604707407348,-0.158670634661944,-0.0512351668460145,-0.0403819524620287,0.0217471788598973,-0.197662724720237,0.0100233108284684,-0.135752357174746,0.00200483920638308,0.120541250943257,-0.232467938980893,0.0562156549475099,0.0344826399931409,0.023216812270628,-0.21525686822331
"4",-0.18035961362668,-0.106025125777828,0.230735392258355,0.0628189547410231,0.0427337764233548,-0.0237606324218278,-0.128152712132598,-0.0965576603982212,-0.00320913547586624,0.208377234612497,-0.23126243381604,-0.0907149705595055,-0.0151018174376206,0.106553429420893,0.2111588370588,-0.0586667010480253,0.203967100476909,-0.116286228350199,0.0503706573773815,0.142777634522611,0.0533628722421202,-0.067557014553764,0.0543425369107571,0.109808676307352,-0.0960808664611089,-0.0204170225752729,-0.140550498279002,-0.183283438710244,-0.124205335512824,0.0413945207869717
"5",-0.151470699074351,-0.0204751232225475,-0.183206150962071,-0.165914890682089,-0.104600176598542,0.167168797999203,0.101762965632552,-0.0174741131887973,-0.181238593611629,-0.0614634445697998,-0.123091308700404,-0.346304241165837,0.140605923732733,-0.0361066245593695,0.0339417579989645,0.324331043860587,-0.113697362518756,-0.209770672799926,-0.163950889926416,0.0828436590333648,0.0079314461361551,0.103554356508964,0.00547659253791474,0.26990237783171,-0.0789842294814657,0.106129900687061,-0.0745714975114607,-0.0134106985380154,0.155210892662129,-0.129450750490954
"6",-0.159950495831953,0.0340324894665479,-0.0869606566566122,-0.100885987911174,-0.0295228992759165,0.0955492843975191,0.086983191014963,-0.0342157140520441,-0.0633891398791271,0.0423524704524477,-0.149056245542561,0.139693116111257,-0.102328649654447,0.0421061588452863,0.0510131323941277,0.0560663974509242,0.0424495062501807,0.167361632263262,0.0617506612022603,-0.0312024407560019,0.131783609499914,-0.302141278428908,-0.16579464278809,0.080462786867581,0.143719794763468,-0.0449349935621414,-0.160375341176728,-0.134972799149805,0.120154009494808,0.0903898620921948
"7",-0.184792000058651,0.0693735294169115,0.0113135561824894,0.00946167078971389,0.0151173144994539,-0.0182672113254931,0.00840864070435824,0.112906437550932,-0.185199918535684,-0.0578718691095695,-0.103098177936547,0.146982016140456,-0.0238583706068703,0.0598002824821748,0.0125685126160564,-0.129579406933153,-0.0536175987766504,0.142167602627946,0.0148408867584023,-0.00748214845617216,-0.173151867514274,0.125788794693446,0.124811560829551,0.059205351285013,-0.0586622927824588,0.145138614456595,-0.014141976677674,-0.0428308514003371,-0.0731866590358162,0.0753137942468954
"8",-0.140006908661719,0.0652985850308477,-0.145060833591832,-0.172153461549887,-0.0176752559587286,0.077972389726823,0.0553890133449501,0.111034061550661,-0.0635115133249863,-0.126021252662356,-0.0615036000355278,-0.0257939595202862,0.0803029399955295,0.0682050568593309,0.299354442396614,-0.0703047605305714,0.253732293048073,-0.125279176116342,-0.0456122191397934,-0.0462473790694485,-0.0294517793720445,-0.0468170202274296,0.170989549366905,-0.0913393721678903,0.227859353202248,0.11114127909801,-0.0177534022106775,0.143211157843081,-0.0759734591295966,0.0721640066925904
"9",-0.175176691421623,0.124209738092699,-0.0544870973035025,-0.0881622136290337,-0.0164252063790119,-0.0842225451491833,0.0292144184993037,-0.105990774001631,-0.0369231900020792,-0.131222260121207,0.0810429779538567,-0.157752322645684,-0.0933676252850465,0.122587754704618,-0.046620673994217,0.121740810895281,0.282674805707026,0.167329383290049,0.212593009896251,0.103941930621058,0.13232650004203,0.0617081388038005,-0.0368085248402448,-0.0650630617928822,-0.227135034121832,-0.0287674710029826,-0.210278639090897,0.155184090036709,0.00583149752626984,-0.171204380081829
"10",-0.125339913158632,0.133040996898476,-0.056538461693982,-0.14009819640203,0.0396976040553827,-0.12458012968634,-0.0263886483196215,0.0957989377827774,0.0289359642820452,0.0792122054114645,0.0668294528041283,0.120484645863474,0.0278187867700515,0.108363545274175,0.00612756717381023,0.0432505325236197,-0.0691322985365347,0.0721496542997825,-0.0111331747741196,-0.135341714094834,0.00390336392803313,0.0684525533436264,0.238477130946579,-0.0670828970722258,-0.351412520492577,0.0338636651806523,0.191271109586183,-0.162410948779499,-0.0910078387520697,0.00475524948798474
