"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"dress",0.396527695315511,0.54701890247019,0.483803405033131,0.4527365245616,0.528895944932574,0.472237939150561,0.484402357176302,0.590833768099546,0.610618752628511,0.394308492470528,0.529404700698708,0.64862638822179,0.494760648497361,0.571732307448549,0.552536344968021,0.415413783470831,0.655490765548367,0.596231669497807,0.450785228546482,0.532259077822355,0.450490472985078,0.277194505092726,1,0.702742716421836,0.546305478612109,0.502406362036354,0.98347027197463,0.292476197944725,0.367414814212518,0.527366513759173,0.494176217945305,0.509847676503119,0.493053843261952,0.265788556826381,0.399132777918835,0.45587085165791,0,0.141255725417702,0.357154100503211,0.224268502936729,0.239282640233655,0.502189315698273,0.406436301645577,0.464811002125175,0.188108315856163,0.356052923832049,0.369615913019809,0.241971830454894,0.0263160005008699,0.474796452194092,0.117875517369233,0.144268484751406,0.304856530112851,0.372298936540972,0.0799203350317656,0.161382051845337,0.529854029305587,0.265978914885314
"pants",0.320706977923679,0.795345942633037,0.560189133430118,0.434799288542325,0.238447214735527,0.186244426268484,0.292415242950846,0.211745356287281,0.174584823686185,0.117461810037861,0.485863538642696,0.562200124270529,0.315576891958852,0.145171879720226,0.169722834003308,0.0612333401274741,0.473718567107263,0.526951122770866,0.309287684314259,0.0231597967135015,0.298739604719856,0.203224269879963,1,0.87576384787463,0.777349859031451,0.830808051199527,0.850040329039463,0.313870539567459,0.32818932017809,0.238602485293282,0.12859543879796,0.0683370201411673,0.320524420360166,0.296821454861231,0.259663273644859,0.0953441044609331,0.377161861660255,0.579563475351559,0.667588570531049,0.573012447056417,0.346644691402634,0.107243186553534,0.137134036265144,0,0.267773824980724,0.237645776068225,0.16713279989681,0.165876495593206,0.160582554948939,0.337204688446677,0.206509945505355,0.237876101925138,0.162571285093726,0.0349751755951759,0.129079592122528,0.114942801860309,0.170268350446722,0.160826677559327
"shirt",0.408043519249764,0.633798316851031,0.527955756552372,0.692663060515827,0.369299363505354,0.364697487717254,0.496900469080778,0.264137514801776,0.508287266962692,0.105316170135295,0.612664577090917,0.648342550219946,0.548911792982814,0.403654464598428,0.361266139730055,0.227543509174476,0.475409182121858,0.563416734559968,0.444576724953556,0.330025627120551,0.46537121139445,0.327132845615988,1,0.778527471889934,0.730443525499712,0.788341530512659,0.975986431457119,0.362232484718837,0.214066382269884,0.602653804756885,0.275215860527694,0.0995447259531305,0.36721326778428,0.343427108647501,0.350352904147659,0.11953119636267,0.0912840740145652,0.19988936824082,0.626282806026758,0.0841973021154954,0.124332196523307,0.32758682208657,0.216517261043745,4.79137975214974e-05,0.0990932261058237,0.375717736685486,0.296263308857876,0.157163242058369,0,0.376943322646053,0.141678469572785,0.196168490986745,0.182838222413056,0.280287449427386,0.0853253866934836,0.018631899367814,0.112669113466322,0.131233250577599
"shoes",0.295496663638521,0.526491501952932,0.413763273961199,0.373571458497504,0.212300531098145,0.202377075688356,0.122410670478905,0.178263320806492,0.0549129626045651,0.096698505606512,0.36849799719044,0.33618548060373,0.19918000504826,0.0273880525502632,0.0987335099749933,0.0705288773031473,0.330999899795856,0.340200974115639,0.149369703716614,0.187710106198226,0.20863739346775,0.249663384720138,1,0.838934369723762,0.648241874823664,0.636028869871673,0.836587946398157,0.221470467129374,0.16488661441587,0.122768767483357,0.21239342800204,0.228490359045725,0.248248494394799,0.139453980660339,0.150881234924745,0.107109639305193,0.49023422681614,0.31077283224764,0.393572978421901,0.471370294957459,0.289540015775626,0.206800436071064,0.138822623022937,0.15219978220457,0.176462200348357,0.118610030690849,0.118884489822469,0.0759334013420031,0.136863870502147,0.170783911306145,0.129539587617216,0.163768253720257,0.155666594754243,0.35118199284018,0.142199045448486,0,0.108642342914375,0.16267874112631
"socks",0.22291999799211,0.306601304273365,0.381523899598029,0.489264275469918,0.283027518227442,0.181134213613273,0.320749579236461,0.130224461621392,0.162744328889757,0.06692213732998,0.247203151373165,0.406241737579425,0.255604109934789,0.12185568232923,0.16748027368165,0.0728305542997001,0.214333560074982,0.308767727796328,0.314014282890694,0.139147159963845,0.223104192788371,0.19531423612336,0.908983187990513,0.806182247432567,0.783672392251751,0.800795644142772,1,0.305384444802738,0.164397900101512,0.408432622511211,0.11807408917358,0,0.258514508592097,0.160757969253289,0.12973202725569,0.16569200027293,0.382330427750731,0.468162812212692,0.56248774827727,0.249808157590531,0.15612058048194,0.170134867922908,0.091596857458629,0.059386614569064,0.29693512816923,0.132215584942718,0.233435403205421,0.153846709286927,0.180776952294716,0.195758400240813,0.24207229238975,0.08215913755481,0.00325066901950045,0.0845279577955717,0.154740694006258,0.111466289718955,0.215016954807869,0.190755948700179
"above",0.989828474603487,0.569029484089545,0.894255034020775,0.786595115795103,0.521770387307733,0.522318737718463,0.597076953588643,0.541835013923963,0.761631213208435,0.569272240977002,0.906267446914563,0.910987077430989,0.752059968074033,0.522773809110628,0.706730959525978,0.749735215502122,1,0.915478216926601,0.68531988883274,0.665562434185987,0.631706660557953,0.970374590783634,0.54202975022271,0,0.379731975896012,0.421468940209148,0.808633669641433,0.437771903632275,0.302458213523896,0.603630937853442,0.768089312534508,0.773971784487444,0.229105349311848,0.47984892891484,0.614779388087421,0.811954077481663,0.368023299170965,0.250483900455266,0.53224892195893,0.276325269302603,0.520349472286918,0.69354108441157,0.547151745395086,0.85169076347361,0.415929322462563,0.475468938496119,0.419176839882564,0.77318384502121,0.440526879345437,0.862800930243791,0.50621830327876,0.766582138847356,0.626594296333671,0.802540628841166,0.640575214804151,0.601578134674137,0.850788801242778,0.878142088822959
"below",0.200057274599357,0.490253676714649,0.540503870683695,0.367828492579359,0.847644175352053,0.346638961537288,0.371793893371173,0.816379710263557,0.513755619800804,0.0532090910817076,0.395085180416041,0.540949833752787,0.14255438168274,0.741500625891828,0.40211039371935,0.242428473987477,0.0721139142317605,0.576480003464223,0.216247329166276,0.269859596775326,0.785697606436796,0.0338037089028941,0.390444822734199,0.585573638227936,0.528308740341713,0.122879350872808,0.129722323099066,0.547155046235652,0.329314300590283,0.423570447511752,0.361759079090968,0.208198487879277,1,0.870418961311025,0.557065517393926,0.283913182818664,0.62814315301807,0.584486711352885,0.374021489789478,0.552807619397304,0.438174428779696,0.410891930735921,0.288077553719335,0.0765135055096767,0.726185022849954,0.259623349247166,0.455120670012357,0.513808754137311,0.609641554874256,0.443970200618402,0.692116736863099,0.483472316879291,0.532929600922808,0.0768042580393141,0,0.412463267217803,0.112641530787988,0.289570415024719
"beside",0.836496956876102,0.454803587277078,0.910668958657335,0.837140954537533,0.543010794524821,0.614062658936331,0.687818977304539,0.800170866219167,0.183846219393274,0.250439345666109,0.497448700273771,0.748961604235065,1,0.817104191526656,0.329548535252356,0.439626324349069,0.650163592793979,0.518291373098877,0.272176114831576,0.534006715758193,0.661619018086029,0.666214249631422,0.655320748903132,0.389355673761748,0.434450459129474,0.944452696751492,0.792504126252469,0.342408981582542,0.837307652675186,0.876699740120556,0.209197509425723,0,0.627133113270913,0.703066875913095,0.459081433346977,0.851518151776827,0.200396651507034,0.463335725777828,0.812112260482181,0.190205857633144,0.395764826553886,0.373773294562598,0.313984490874076,0.306717688697695,0.669524779872382,0.557414868236883,0.278400635448245,0.41041009485942,0.110609450072447,0.435533103691789,0.568791501467153,0.647325550900378,0.824759398359589,0.613017454299806,0.284890305809805,0.19105732327446,0.712741135225757,0.817312788544857
"far",0.0423784363431025,0.926784801985409,0.631979524733032,0.471615020467338,0.846575064452513,0.763956908489897,0.421381981150445,0.639564134325384,0.817064459230953,0.609754509636142,0.131229137551312,0.774082164514212,0.377969070999842,0.851993766107548,0.435040477703603,0.272154229343703,0.283140429235506,0.385640120027928,0.23570239265691,0.209091593057695,0.97319075173025,0.464105782118356,0.36394579482566,0.720815722388273,0.956127781330429,0.372869312348912,0,0.89707856850812,0.808418983217938,0.324672827104469,0.716931819131984,0.576693482878611,0.947795138988405,0.687416390949439,0.873435265091424,0.524585549072365,0.850836058845608,0.252199262105563,0.492938097357161,1,0.469641180490134,0.285563501898026,0.729202372115494,0.599355312196838,0.488020144120752,0.0715809949083478,0.530828142528098,0.351673331899785,0.263687630283147,0.214943548054703,0.278601725053172,0.428076656200833,0.645665852620099,0.189432322523088,0.285492375768101,0.0814929112106347,0.0108844641518154,0.20410855187006
"near",0.870349547913244,0.500035283849231,0.558377200525181,0.412585826742885,0.344676750643342,0.387986975735025,0.726165642321447,0.494071161582892,0.331549936106476,0.529977544480872,0.905653568292462,0.835494398096186,1,0.459430400305816,0.826342928940839,0.676259833590238,0.738521748085446,0.798891052119123,0.849282825502962,0.725624303001168,0.370394746535238,0.766610569843298,0.259443234913114,0.165956690070453,0,0.460879101931587,0.777327971342794,0.346292224570524,0.730656307388082,0.606576463347755,0.424105839666425,0.601963243034473,0.292041141354774,0.259299847447614,0.410209982639501,0.491977833062677,0.152122942495097,0.256935546618689,0.428584821014795,0.324628301941741,0.211221418587047,0.419048342427029,0.570469234026153,0.311681442163348,0.0706087290062806,0.591835411930606,0.349181551015467,0.667084468723041,0.281032638286761,0.668283952817676,0.224033541961622,0.545181776259903,0.694000747295709,0.44636724048844,0.792122148106705,0.710640876407805,0.634313994016633,0.73563699984726
