"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"angry",0.346036585365854,0.523719512195122,0.440060975609756,0.348963414634146,0.531585365853659,0.46,0.402682926829268,0.529817073170732,0.43469512195122,0.443719512195122,0.394756097560976,0.472378048780488,0.409756097560976,0.494329268292683,0.404451219512195,0.43469512195122,0.388536585365854,0.49530487804878,0.374085365853659,0.420243902439024,0.419817073170732,0.408719512195122,0.564451219512195,0.564512195121951,0.524085365853659,0.342012195121951,0.315,0.562195121951219,0.449634146341463,0.385853658536585,0.427012195121951,0.44030487804878,0.466707317073171,0.505365853658537,0.411463414634146,0.377012195121951,0.58359756097561,0.51719512195122,0.408719512195122,0.612012195121951,0.505426829268293,0.362865853658537,0.522865853658537,0.533353658536585,0.453292682926829,0.388475609756098,0.38719512195122,0.34859756097561,0.507682926829268,0.436036585365854,0.440243902439024,0.500182926829268,0.563170731707317,0.648780487804878,0.433475609756098,0.421829268292683,0.442256097560976,0.434329268292683
"disgust",0.450609756097561,0.573292682926829,0.513780487804878,0.405487804878049,0.52280487804878,0.489268292682927,0.415853658536585,0.554207317073171,0.471707317073171,0.487317073170732,0.444634146341463,0.550121951219512,0.466158536585366,0.539451219512195,0.42969512195122,0.449512195121951,0.416829268292683,0.466951219512195,0.471341463414634,0.456829268292683,0.470914634146341,0.380426829268293,0.573841463414634,0.657134146341463,0.509817073170732,0.419939024390244,0.353536585365854,0.594756097560976,0.554207317073171,0.414451219512195,0.525975609756098,0.457378048780488,0.57,0.519939024390244,0.440182926829268,0.408048780487805,0.684268292682927,0.61530487804878,0.405670731707317,0.643658536585366,0.606341463414634,0.482743902439024,0.473963414634146,0.544573170731707,0.560914634146341,0.479024390243902,0.521219512195122,0.475609756097561,0.62030487804878,0.498048780487805,0.631707317073171,0.447317073170732,0.567743902439024,0.487012195121951,0.498414634146341,0.45469512195122,0.535243902439024,0.480121951219512
"fearful",0.396646341463415,0.506158536585366,0.462256097560976,0.404024390243902,0.503048780487805,0.488475609756098,0.409878048780488,0.56890243902439,0.453658536585366,0.472256097560976,0.466158536585366,0.567621951219512,0.459756097560976,0.540060975609756,0.467439024390244,0.47530487804878,0.421951219512195,0.503780487804878,0.483963414634146,0.437926829268293,0.48719512195122,0.412073170731707,0.673780487804878,0.602621951219512,0.56780487804878,0.420182926829268,0.328963414634146,0.564146341463415,0.462682926829268,0.392073170731707,0.482682926829268,0.500975609756098,0.521463414634146,0.521585365853659,0.4375,0.417439024390244,0.553109756097561,0.512987804878049,0.442621951219512,0.583475609756098,0.554207317073171,0.417987804878049,0.51030487804878,0.516707317073171,0.532012195121951,0.401768292682927,0.46140243902439,0.442012195121951,0.496768292682927,0.405853658536585,0.49890243902439,0.404329268292683,0.538841463414634,0.594146341463415,0.430426829268293,0.448658536585366,0.498292682926829,0.474024390243902
"happy",0.669146341463415,0.505853658536585,0.538780487804878,0.621219512195122,0.522560975609756,0.628536585365854,0.670731707317073,0.563658536585366,0.657134146341463,0.629634146341463,0.629573170731707,0.583231707317073,0.619573170731707,0.592987804878049,0.682865853658537,0.645853658536585,0.655731707317073,0.630792682926829,0.657256097560976,0.691829268292683,0.542682926829268,0.697378048780488,0.360975609756098,0.382682926829268,0.49109756097561,0.617012195121951,0.731280487804878,0.468292682926829,0.521158536585366,0.657317073170732,0.60469512195122,0.617256097560976,0.545548780487805,0.579146341463415,0.638475609756098,0.701219512195122,0.420975609756098,0.460487804878049,0.631463414634146,0.470243902439024,0.497073170731707,0.646524390243902,0.548048780487805,0.58969512195122,0.595060975609756,0.677621951219512,0.622682926829268,0.705,0.547439024390244,0.618658536585366,0.513353658536585,0.639634146341463,0.607378048780488,0.594146341463415,0.67640243902439,0.740182926829268,0.664329268292683,0.685792682926829
"sad",0.33530487804878,0.616768292682927,0.558658536585366,0.419085365853659,0.623841463414634,0.465243902439024,0.39609756097561,0.485670731707317,0.365121951219512,0.406341463414634,0.462012195121951,0.566036585365854,0.46390243902439,0.492743902439024,0.437743902439024,0.341890243902439,0.439390243902439,0.49359756097561,0.467073170731707,0.386890243902439,0.549756097560976,0.377682926829268,0.637439024390244,0.642256097560976,0.619024390243902,0.453170731707317,0.387378048780488,0.624146341463415,0.514939024390244,0.388170731707317,0.391463414634146,0.358109756097561,0.539207317073171,0.527987804878049,0.401829268292683,0.403658536585366,0.645609756097561,0.616890243902439,0.431524390243902,0.623963414634146,0.551951219512195,0.421341463414634,0.454024390243902,0.389512195121951,0.466036585365854,0.367865853658537,0.478292682926829,0.397256097560976,0.567378048780488,0.415975609756098,0.561036585365854,0.396158536585366,0.47390243902439,0.404817073170732,0.403475609756098,0.377378048780488,0.389512195121951,0.390182926829268
"blueberry",0.635185185185185,0.760324074074074,0.725972222222222,0.583518518518519,0.719027777777778,0.578611111111111,0.502638888888889,0.630601851851852,0.523425925925926,0.46787037037037,0.725601851851852,0.789398148148148,0.705833333333333,0.713611111111111,0.660509259259259,0.521157407407407,0.707453703703704,0.761342592592593,0.68587962962963,0.595231481481481,0.572361111111111,0.55537037037037,0.403796296296296,0.465740740740741,0.383055555555556,0.423194444444444,0.378194444444444,0.518055555555556,0.482824074074074,0.409814814814815,0.465740740740741,0.425138888888889,0.439953703703704,0.438240740740741,0.455231481481481,0.455277777777778,0.398240740740741,0.40462962962963,0.41087962962963,0.444861111111111,0.408703703703704,0.397731481481481,0.407175925925926,0.439722222222222,0.404768518518519,0.379398148148148,0.431435185185185,0.445092592592593,0.387592592592593,0.405925925925926,0.414814814814815,0.388842592592593,0.395787037037037,0.383472222222222,0.376388888888889,0.419166666666667,0.396944444444444,0.433888888888889
"lemon",0.398333333333333,0.362222222222222,0.389305555555556,0.377916666666667,0.352916666666667,0.383287037037037,0.380648148148148,0.389166666666667,0.378240740740741,0.340833333333333,0.343703703703704,0.38662037037037,0.369861111111111,0.394398148148148,0.357638888888889,0.350925925925926,0.380925925925926,0.372916666666667,0.375138888888889,0.36537037037037,0.454953703703704,0.420046296296296,0.348472222222222,0.349583333333333,0.365740740740741,0.374583333333333,0.41587962962963,0.371481481481481,0.35662037037037,0.393009259259259,0.375462962962963,0.344675925925926,0.547175925925926,0.543472222222222,0.522453703703704,0.466018518518519,0.430787037037037,0.42712962962963,0.450324074074074,0.367361111111111,0.403333333333333,0.39837962962963,0.380648148148148,0.363425925925926,0.573194444444444,0.581481481481481,0.569166666666667,0.558842592592593,0.554907407407407,0.622222222222222,0.456666666666667,0.460046296296296,0.364074074074074,0.378287037037037,0.704305555555556,0.576388888888889,0.72912037037037,0.604212962962963
"mango",0.353333333333333,0.370185185185185,0.37875,0.378101851851852,0.402037037037037,0.37787037037037,0.375324074074074,0.393518518518519,0.369305555555556,0.369490740740741,0.35837962962963,0.364861111111111,0.367685185185185,0.38,0.366388888888889,0.383935185185185,0.358564814814815,0.390740740740741,0.357546296296296,0.371111111111111,0.395416666666667,0.37587962962963,0.339537037037037,0.37212962962963,0.312916666666667,0.373287037037037,0.348703703703704,0.412731481481481,0.412175925925926,0.45662037037037,0.430740740740741,0.389444444444444,0.516388888888889,0.493842592592593,0.408009259259259,0.415648148148148,0.409583333333333,0.447037037037037,0.473981481481482,0.434074074074074,0.546111111111111,0.481388888888889,0.546944444444444,0.446388888888889,0.534398148148148,0.502407407407407,0.535277777777778,0.491851851851852,0.591481481481481,0.618472222222222,0.671759259259259,0.684907407407407,0.643009259259259,0.508888888888889,0.609861111111111,0.527546296296296,0.738703703703704,0.795462962962963
"strawberry",0.399444444444444,0.386944444444444,0.371666666666667,0.391527777777778,0.405092592592593,0.412638888888889,0.474490740740741,0.508287037037037,0.520231481481481,0.605092592592593,0.372222222222222,0.392083333333333,0.415324074074074,0.435046296296296,0.440925925925926,0.493148148148148,0.366574074074074,0.384814814814815,0.416990740740741,0.437685185185185,0.388518518518518,0.370833333333333,0.360925925925926,0.338518518518518,0.365925925925926,0.406574074074074,0.426018518518519,0.561296296296296,0.562083333333333,0.550555555555556,0.651574074074074,0.627083333333333,0.460787037037037,0.445509259259259,0.435277777777778,0.4225,0.371574074074074,0.383611111111111,0.376805555555556,0.43787037037037,0.505462962962963,0.483287037037037,0.668518518518519,0.682453703703704,0.471203703703704,0.438657407407407,0.469768518518519,0.461712962962963,0.413055555555556,0.371990740740741,0.431898148148148,0.438472222222222,0.541805555555556,0.765185185185185,0.417685185185185,0.419583333333333,0.387268518518519,0.423657407407407
"watermelon",0.406712962962963,0.360324074074074,0.394583333333333,0.363240740740741,0.389398148148148,0.39962962962963,0.409768518518519,0.422314814814815,0.494305555555556,0.50212962962963,0.364722222222222,0.382546296296296,0.364398148148148,0.387407407407407,0.39875,0.434768518518518,0.361342592592593,0.384490740740741,0.384398148148148,0.396527777777778,0.463888888888889,0.426296296296296,0.378055555555556,0.384814814814815,0.370787037037037,0.366388888888889,0.405046296296296,0.468055555555556,0.506759259259259,0.518842592592593,0.602175925925926,0.577037037037037,0.700833333333333,0.63587962962963,0.542916666666667,0.546018518518519,0.389537037037037,0.39287037037037,0.400324074074074,0.412777777777778,0.453009259259259,0.499259259259259,0.642175925925926,0.636990740740741,0.593842592592593,0.536898148148148,0.665555555555556,0.625601851851852,0.414490740740741,0.430416666666667,0.423703703703704,0.415601851851852,0.484814814814815,0.650185185185185,0.538194444444444,0.622777777777778,0.445416666666667,0.421990740740741
"beach",0.688478260869565,0.624402173913043,0.70429347826087,0.675271739130435,0.315869565217391,0.336847826086957,0.45125,0.328586956521739,0.298641304347826,0.316141304347826,0.708532608695652,0.672119565217391,0.465054347826087,0.33304347826087,0.337173913043478,0.323478260869565,0.706847826086957,0.616032608695652,0.412771739130435,0.322010869565217,0.555380434782609,0.585597826086957,0.367717391304348,0.441630434782609,0.48375,0.584130434782609,0.579728260869565,0.316086956521739,0.354728260869565,0.447228260869565,0.368858695652174,0.299728260869565,0.407989130434783,0.411902173913043,0.46429347826087,0.427717391304348,0.400217391304348,0.576902173913043,0.727445652173913,0.385923913043478,0.515380434782609,0.541847826086956,0.365597826086957,0.342119565217391,0.408478260869565,0.41679347826087,0.40570652173913,0.391630434782609,0.444836956521739,0.575815217391304,0.50875,0.652010869565217,0.438695652173913,0.356358695652174,0.395217391304348,0.321630434782609,0.560923913043478,0.467119565217391
"field",0.40804347826087,0.37929347826087,0.386413043478261,0.410597826086957,0.334184782608696,0.370489130434783,0.38304347826087,0.335,0.366304347826087,0.32945652173913,0.348967391304348,0.362282608695652,0.338967391304348,0.352391304347826,0.31554347826087,0.345597826086957,0.357065217391304,0.362880434782609,0.36570652173913,0.339130434782609,0.517065217391304,0.395108695652174,0.329565217391304,0.36429347826087,0.389891304347826,0.387880434782609,0.376032608695652,0.375326086956522,0.349782608695652,0.348804347826087,0.405,0.339347826086957,0.740054347826087,0.700271739130435,0.627771739130435,0.543858695652174,0.54695652173913,0.504076086956522,0.509184782608696,0.442391304347826,0.487826086956522,0.395434782608696,0.393369565217391,0.332717391304348,0.712336956521739,0.640978260869565,0.73070652173913,0.71195652173913,0.570760869565217,0.512771739130435,0.519239130434783,0.469347826086957,0.425652173913043,0.356304347826087,0.591195652173913,0.690380434782609,0.49054347826087,0.46070652173913
"ocean",0.718097826086956,0.731358695652174,0.811086956521739,0.72,0.366086956521739,0.367065217391304,0.337989130434783,0.300217391304348,0.297119565217391,0.285597826086957,0.799021739130435,0.740108695652174,0.602228260869565,0.387771739130435,0.32570652173913,0.300434782608696,0.730489130434783,0.71804347826087,0.576304347826087,0.315,0.609239130434783,0.705815217391304,0.452826086956522,0.427445652173913,0.408478260869565,0.444619565217391,0.448152173913044,0.293586956521739,0.288532608695652,0.324728260869565,0.316684782608696,0.270869565217391,0.390434782608696,0.401141304347826,0.446195652173913,0.477336956521739,0.371086956521739,0.302608695652174,0.402065217391304,0.359184782608696,0.341032608695652,0.307119565217391,0.297663043478261,0.283641304347826,0.392119565217391,0.338586956521739,0.376684782608696,0.386630434782609,0.343641304347826,0.350108695652174,0.305869565217391,0.319891304347826,0.302608695652174,0.286739130434783,0.310760869565217,0.32070652173913,0.36070652173913,0.32429347826087
"sky",0.760869565217391,0.667445652173913,0.779728260869565,0.787282608695652,0.345489130434783,0.393641304347826,0.404130434782609,0.332065217391304,0.334565217391304,0.324402173913043,0.779184782608696,0.711467391304348,0.605760869565217,0.372934782608696,0.383586956521739,0.325434782608696,0.779945652173913,0.718695652173913,0.554510869565217,0.405489130434783,0.50070652173913,0.634239130434783,0.535597826086956,0.522989130434783,0.53125,0.56875,0.595652173913043,0.32375,0.339021739130435,0.43320652173913,0.348804347826087,0.334782608695652,0.262445652173913,0.317663043478261,0.384184782608696,0.409565217391304,0.346521739130435,0.325597826086956,0.422826086956522,0.302336956521739,0.351358695652174,0.4025,0.378478260869565,0.30945652173913,0.271684782608696,0.337934782608696,0.294076086956522,0.297010869565217,0.319891304347826,0.426086956521739,0.364782608695652,0.435923913043478,0.398586956521739,0.345054347826087,0.314402173913043,0.309891304347826,0.374347826086957,0.413152173913043
"sunset",0.40695652173913,0.502336956521739,0.447880434782609,0.462934782608696,0.392336956521739,0.440815217391304,0.40929347826087,0.440380434782609,0.431739130434783,0.449021739130435,0.402771739130435,0.41875,0.428315217391304,0.360815217391304,0.36375,0.407173913043478,0.428858695652174,0.441902173913043,0.439619565217391,0.382554347826087,0.369565217391304,0.422228260869565,0.398315217391304,0.439619565217391,0.397445652173913,0.357336956521739,0.381304347826087,0.446521739130435,0.511684782608696,0.464619565217391,0.507445652173913,0.484782608695652,0.330869565217391,0.35554347826087,0.370978260869565,0.347282608695652,0.381576086956522,0.412228260869565,0.412228260869565,0.43554347826087,0.592934782608696,0.555108695652174,0.610380434782609,0.517826086956522,0.356847826086957,0.389619565217391,0.327717391304348,0.33429347826087,0.545652173913043,0.639728260869565,0.716195652173913,0.685326086956522,0.696630434782609,0.567119565217391,0.410108695652174,0.289021739130435,0.68,0.736413043478261
"dawn",0.593779069767442,0.51703488372093,0.548313953488372,0.652093023255814,0.422093023255814,0.535639534883721,0.557209302325581,0.511744186046512,0.498779069767442,0.490116279069767,0.58546511627907,0.535116279069767,0.523023255813953,0.466976744186047,0.471802325581395,0.449767441860465,0.634186046511628,0.569825581395349,0.556686046511628,0.524360465116279,0.503313953488372,0.518720930232558,0.444593023255814,0.438837209302326,0.513372093023256,0.629767441860465,0.541860465116279,0.475872093023256,0.563837209302326,0.582558139534884,0.511860465116279,0.514709302325581,0.483837209302326,0.489011627906977,0.553313953488372,0.488662790697674,0.424941860465116,0.493139534883721,0.59593023255814,0.500872093023256,0.617906976744186,0.613662790697674,0.556104651162791,0.526162790697674,0.495639534883721,0.494883720930233,0.490174418604651,0.542558139534884,0.504767441860465,0.640813953488372,0.587267441860465,0.6675,0.599476744186046,0.546744186046512,0.526279069767442,0.482558139534884,0.644127906976744,0.661279069767442
"day",0.744593023255814,0.496511627906977,0.576686046511628,0.740639534883721,0.458139534883721,0.476918604651163,0.580988372093023,0.47296511627907,0.540755813953488,0.522325581395349,0.706976744186047,0.531627906976744,0.617441860465116,0.432441860465116,0.48843023255814,0.465058139534884,0.698255813953488,0.574418604651163,0.536395348837209,0.488720930232558,0.591744186046512,0.62406976744186,0.362151162790698,0.41593023255814,0.477325581395349,0.697848837209302,0.742383720930233,0.452209302325581,0.517732558139535,0.593895348837209,0.55203488372093,0.543255813953488,0.562209302325581,0.580116279069767,0.606337209302326,0.66953488372093,0.413779069767442,0.457616279069767,0.641453488372093,0.453895348837209,0.515058139534884,0.583779069767442,0.539825581395349,0.500058139534884,0.593779069767442,0.622558139534884,0.67546511627907,0.596395348837209,0.509651162790698,0.631860465116279,0.510872093023256,0.617209302325581,0.602441860465116,0.505813953488372,0.607848837209302,0.657441860465116,0.715348837209302,0.672325581395349
"dusk",0.483255813953488,0.668023255813953,0.626976744186047,0.52343023255814,0.64406976744186,0.624418604651163,0.531918604651163,0.606802325581395,0.548953488372093,0.505348837209302,0.592151162790698,0.65656976744186,0.610174418604651,0.620116279069768,0.599941860465116,0.555116279069767,0.561860465116279,0.633837209302326,0.606918604651163,0.52203488372093,0.579244186046512,0.477209302325581,0.621627906976744,0.662151162790698,0.605813953488372,0.601104651162791,0.531337209302326,0.636511627906977,0.63843023255814,0.524883720930233,0.589244186046512,0.524418604651163,0.531686046511628,0.545232558139535,0.46453488372093,0.458139534883721,0.581395348837209,0.59906976744186,0.520697674418605,0.596511627906977,0.625523255813954,0.583837209302326,0.546511627906977,0.52296511627907,0.495872093023256,0.436279069767442,0.509941860465116,0.432558139534884,0.602325581395349,0.477267441860465,0.595523255813953,0.5375,0.604593023255814,0.489593023255814,0.43843023255814,0.447848837209302,0.537325581395349,0.495116279069767
"night",0.442906976744186,0.679127906976744,0.583895348837209,0.472790697674419,0.625523255813954,0.537383720930233,0.440116279069767,0.514127906976744,0.391453488372093,0.405290697674419,0.452325581395349,0.646802325581395,0.539651162790698,0.552790697674419,0.462616279069767,0.424186046511628,0.5,0.652558139534884,0.562267441860465,0.450755813953488,0.555523255813953,0.430232558139535,0.815872093023256,0.799418604651163,0.692441860465116,0.531686046511628,0.379593023255814,0.63593023255814,0.52156976744186,0.385988372093023,0.446162790697674,0.382441860465116,0.528139534883721,0.45953488372093,0.463895348837209,0.423953488372093,0.627441860465116,0.516337209302326,0.452558139534884,0.593488372093023,0.51593023255814,0.408953488372093,0.43093023255814,0.323488372093023,0.441860465116279,0.402267441860465,0.462383720930233,0.43093023255814,0.486104651162791,0.419418604651163,0.483662790697674,0.438488372093023,0.394127906976744,0.378895348837209,0.378895348837209,0.363837209302326,0.432616279069767,0.426627906976744
