"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
-0.17201079477722,-0.0545582097410111,0.276749370198163,-0.0248989500596077,-0.0353169069060418,-0.0145618649223228,-0.0972315368298985,0.126915858962189,0.112353255852515,0.120242905941375,0.027796578970326,0.0609850288624902,0.0209798367898185,0.0689295411267626,0.0762258888798459,-0.106330653274394,0.276640361305148,-0.163925033933448,0.113567705137314,-0.232689193019635,-0.167678414517925,0.256357784531306,0.0433214618345548,0.0381756117330738,-0.0912240563286653,0.0212514297716173,-0.000925657194845346,0.0951296263724,0.169276630642307,0.0354319840510517
-0.154920841829807,-0.214945153889705,-0.0284504159198471,-0.0688412289552286,-0.019780970568518,0.121372929453802,-0.0849701928835265,-0.0752139478116754,0.0469723189198702,-0.130143113747196,0.121597878481085,-0.0317434662143045,0.167710462759532,0.267310698074207,-0.285667893434663,0.0891340382964323,0.0827187152216641,0.176242311621175,-0.231072933987585,-0.0741587206036494,0.139210246091052,-0.171527013077686,-0.0980016485916064,-0.000339416242000653,-0.0941972030007977,0.055030764244275,0.0171465901332965,-0.0857596477412717,-0.0649080542354672,0.0775099106877367
-0.155648573641466,-0.189770995610688,0.116764468363644,-0.0704372249028367,-0.0530613093080389,0.0943474622682909,-0.143334554066261,-0.0708499498191715,0.0815919463334055,-0.0161670526337227,0.0870447869479812,-0.14620393546737,-0.109694797158108,0.121089222313122,0.0352656813135792,-0.080260007834231,-0.144822157504959,-0.0568530237538123,-0.0358516336720145,0.0298565521673167,-0.19650350050016,0.0159285009274058,-0.14140317931127,0.0910907147706495,0.0476414282903494,-0.236418149370543,0.0596075404815805,0.0318509698837388,0.0251096265517116,-0.223023819348761
-0.189800184653415,-0.0962151775133318,0.228492064852926,0.0574332248301284,0.0427323242028057,-0.0227689428860627,-0.121958484393256,-0.0928322493862303,0.0195285740016591,0.206629680953489,-0.23648232425545,-0.088652334985734,-0.0212202089024071,0.0553591649846983,0.232353957873553,-0.0560271954683045,0.24558864314742,-0.0893151320133667,0.0377339365716427,0.1274289660391,0.0490297078020998,-0.0681259206406614,0.058652098185105,0.0448376953927643,-0.16245358685083,0.00636854573083807,-0.172907566896736,-0.167490904198736,-0.146234325019783,-0.00420786758398928
-0.15082400037051,-0.016850722267232,-0.184214845848143,-0.170225890989803,-0.11253419841549,0.172009179793381,0.11161900490088,-0.0587183246695479,-0.192348792192292,-0.0783628545130846,-0.117156366561183,-0.355532969298844,0.126730144040675,-0.0514614894959555,0.0218210183993011,0.31846026598944,-0.167400435765662,-0.240848201560433,-0.138387492356585,0.115644257955662,0.04263030445658,0.089681004563917,0.0327788858344746,0.141680649575455,-0.156651209401406,0.128384324328486,-0.0748830973803338,-0.00996361013808666,0.164752656413515,-0.139756206690927
-0.159770428321668,0.0394437155932087,-0.0891293625096867,-0.108036233843863,-0.0358054695857417,0.0993113585449015,0.100345803419769,-0.0403521449134842,-0.0774918247993134,0.0277001763712123,-0.142552628913549,0.138018481108762,-0.10447859176781,0.0199691388622976,0.0486744561518662,0.0626155607348552,0.028802661390395,0.168810923607474,0.0555539289142393,-0.035928926384645,0.126476412029761,-0.308731449600919,-0.157827177159733,0.142606229948615,0.0797560623567153,-0.0539372158587057,-0.161277236544713,-0.128180021669448,0.126763781909667,0.0445491593991552
-0.186109433061072,0.0773565346943476,0.00778683070886961,0.00117925519358197,0.0123770111207276,-0.0166745251840832,0.00595431522991963,0.060942918730927,-0.225792998187268,-0.0793592231714459,-0.0906696751128922,0.138824071969021,-0.0296437695803668,0.0403730231831156,0.00439393517459503,-0.128539240890995,-0.0526271391875175,0.1363237756177,0.0142289878654998,0.00417457983084707,-0.16508384068686,0.129343056601766,0.128488142178465,0.0028706159327918,-0.0517337292001391,0.152801311861212,-0.0158983680995277,-0.0443418093637234,-0.0713997794415643,0.126286092191519
-0.137356730871619,0.0690772804950893,-0.146863855429531,-0.180716310704829,-0.0268095934981732,0.0826290151048963,0.0651425744496695,0.0981052921971901,-0.117203348907001,-0.147072515889468,-0.0464750073991533,-0.0432320107349147,0.0612238660251086,-0.0270739845729432,0.274665030063657,-0.0514149914698168,0.276246438814982,-0.112870549561472,-0.0477382457735248,-0.0549299429527391,-0.0411058016541918,-0.0411398103290855,0.162379715308654,0.0412653874383797,0.273733712063952,0.0724781407886409,0.0133185313965717,0.131784295305561,-0.0657867901955596,0.0323733140943698
-0.173300670511714,0.130877778161263,-0.0579298610479318,-0.0987502191737035,-0.0241372053240967,-0.0802475147180489,0.0406785746587145,-0.108296181670837,-0.0125901390771963,-0.133775781175799,0.0857299496985554,-0.164172207553077,-0.107511152301864,0.108737245275098,-0.0444647348936751,0.158747377616088,0.257550573655742,0.182826277922977,0.201067904974246,0.10473423392712,0.143925659088434,0.0536340254149258,-0.0303836549142672,-0.20071698281134,-0.119640281984868,-0.0244750197478099,-0.197207346655,0.161504038704738,-0.00115598418443243,-0.21374807192611
-0.122055412105101,0.137454869318404,-0.0591346278513438,-0.15162920786715,0.030364808078405,-0.120631134718049,-0.0186978055135889,0.105444461405554,-0.0144339468447328,0.0721836875567906,0.0714201137607306,0.114170057436816,0.0241820963960722,0.103319598204843,0.0328717182829589,0.0344252551204665,-0.0762251737319711,0.0655652941344464,-0.00890763799138912,-0.135291184913062,-0.000364920406697051,0.0707631716893457,0.239049533869471,-0.262996702342899,-0.240250475995244,0.059104373716458,0.183636801168662,-0.173379498162338,-0.0780028296555308,-0.0663167955329719
