"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"angry",0.128760397944168,0.579581295486876,0.387157106598346,0.136130936778381,0.704026131179027,0.401377395455628,0.167419955695066,0.619424287455579,0.422619742651054,0.405997936862811,0.227397785369139,0.503385376266411,0.326270340375889,0.508079240270617,0.287579744209361,0.353726252504433,0.30311655765571,0.58948126135094,0.276525063787407,0.342789187166215,0.351613645652444,0.365581101913934,0.519632862259065,0.654527343158699,0.557250567308315,0.148568908379216,0,0.740422076286146,0.367397462695425,0.229263481253922,0.38608422385221,0.434567971702298,0.495224359858798,0.541643866052062,0.321161845686115,0.173856725154203,0.766117400188511,0.583167575762612,0.269786474649297,0.808819798855465,0.575545183172676,0.16109310075752,0.625045216301116,0.648165557431324,0.462457126903367,0.316011410702933,0.22774375094895,0.0789579708490116,0.508607657875456,0.430901903515933,0.366747183682015,0.548849669959149,0.703581748248173,1,0.375084885041526,0.418056313271032,0.411742380711241,0.413291204805417
"disgust",0.368422155974757,0.685643402607205,0.463796996299048,0.185537255686199,0.528497144322331,0.397385897420236,0.248171736975941,0.509198878186596,0.392796429316031,0.530734585651798,0.34044064818282,0.527025075947001,0.362945179209701,0.526590838350474,0.320380324980923,0.258763734793225,0.324230886483866,0.426100637449949,0.379288858199736,0.331692154796,0.422879279866116,0.134650116773392,0.668037110738518,0.927678002348217,0.449298339927359,0.286868493617292,0,0.743938491924696,0.606435919903955,0.266967993385811,0.587053176999835,0.382809821713492,0.638467468920947,0.536771385094301,0.36338844503019,0.251906298560898,1,0.773396034366994,0.236891585929248,0.77849898403273,0.713095616383076,0.49168845052946,0.371402227793419,0.609293221648074,0.676671487758179,0.361000547310086,0.433754800569917,0.351676939179054,0.752727802187134,0.592555896565877,0.774873424528814,0.316792561989743,0.623564661892815,0.418674159654201,0.535842327369755,0.283513687548111,0.512383652122585,0.439258629858931
"fearful",0.118851638774405,0.391015371899963,0.235906505846195,0.227779676614233,0.351667159618995,0.498525738921966,0.143784635576885,0.60559780427998,0.353666345660895,0.482483156766143,0.367602535416713,0.651333172725855,0.282889856202916,0.493696164082516,0.430070785286478,0.396214092262571,0.238315211623777,0.446475705415241,0.384021668703458,0.286477996936924,0.376212522461993,0.227605767902586,1,0.811975467505011,0.605570657177794,0.181038984290649,0,0.638288138386669,0.318770435927507,0.101821574658527,0.407080948511952,0.466044354769703,0.40751165533197,0.532883784075531,0.281867247687296,0.0788252737453395,0.557427666832753,0.524334322612684,0.248054035315936,0.692384875616723,0.628361944813092,0.204790953671341,0.47141779174703,0.460799430148908,0.484630206916592,0.194222042691417,0.315767596163768,0.270025761555905,0.3312529439797,0.274757258714229,0.424256885641722,0.214937593251856,0.549246655447801,0.618120364667475,0.260450961129563,0.256389693387171,0.522878320252443,0.473592902396594
"happy",0.811480096900176,0.425562372840311,0.554218064405517,0.74182676499068,0.444303752900889,0.711670005378838,0.893111289554227,0.539350353281477,0.771963465622836,0.705150880742783,0.701923634154554,0.602039395320181,0.687742161002567,0.575600290837924,0.864017715858107,0.76849191637746,0.791576857253365,0.798459558400583,0.805142424792938,0.859682417618398,0.516198548242757,0.857151029289256,0,0.117499605398334,0.433250486405512,0.756971829396462,0.945638701630455,0.376300720204476,0.455634707737686,0.847883487378189,0.731860047393868,0.646404470066724,0.65080807672282,0.647944176730733,0.772395051673618,0.849706297235365,0.218063302685774,0.351326994962428,0.813784714372074,0.415373102140389,0.449200628121511,0.812860740663982,0.541733360430348,0.539081657697195,0.684294735762573,0.824001550902578,0.701102583551786,0.889578129560132,0.502075890325915,0.743381468856487,0.491830297560418,0.791108331897627,0.64671663897071,0.539255106413457,0.77111559928608,1,0.770599278088596,0.831621134632478
"sad",0,1,0.674212777996301,0.32854219827633,0.957595056453469,0.373210216333394,0.196283493664783,0.466529523024305,0.0283573695954619,0.231017571010403,0.375240081455791,0.778253719066735,0.279277723812434,0.565804356020537,0.324918150328112,0.0169040213915358,0.32142728438751,0.480395011471221,0.610776461150528,0.134230642038,0.613218272681189,0.2123665963298,0.81673125993726,0.914139847027437,0.890679938098455,0.449859179476717,0.105945354963155,0.91503539568887,0.554729763725013,0.195647974111098,0.168748932466812,0.135731098215204,0.711033626226633,0.55609530933177,0.223147218367157,0.219022337702738,0.931846465070076,0.853223755437991,0.333609885335255,0.959469662702237,0.655038784883759,0.275682684343622,0.407258052676878,0.0468366999015876,0.32792549470004,0.124005281262789,0.422340726573885,0.257512866419925,0.775315145651419,0.256897108318718,0.688828149315124,0.241820545313926,0.454114776302387,0.138469704477941,0.343396207218011,0.11320423771458,0.189118983189471,0.27197593104737
"blueberry",0.584771328204596,0.884971373334748,0.75332988127475,0.48232025113585,0.710086611062662,0.421957133896268,0.315374008263263,0.588371273035112,0.38260610432124,0.272016340986663,0.754453143385056,1,0.683606009764673,0.786632371458116,0.663290548918736,0.409261348179956,0.75845479103704,0.838473696638326,0.698214300766833,0.523674351238359,0.479958022368249,0.433155380136629,0.154189724677869,0.269412613692432,0.104669298531773,0.152020587996617,0,0.334560947754782,0.267401586154685,0.159605524039662,0.234262239261117,0.0947222506981075,0.189049195281418,0.191349091570437,0.260578499618058,0.280603746860217,0.0950945760078769,0.0954071347150514,0.181112143416558,0.244052777282995,0.114972849900651,0.118610639454494,0.100404919289717,0.172490499750728,0.157052819779787,0.011570180809716,0.203099274414229,0.218292651388762,0.0644650606229386,0.145033821489297,0.166959256521895,0.0899133920537988,0.0969526202441443,0.0686801884053141,0.0377701917527218,0.130258934695844,0.114046132403755,0.224160987310618
"lemon",0.201342029214657,0.115310675874195,0.200172234228869,0.145457104741408,0,0.204016617265988,0.0785373004144607,0.0761438859646695,0.171559711334392,0.0586158599919776,0.0220545929544185,0.16144944508007,0.103728221224933,0.165930801590481,0.0841384469516809,0.0392298220872242,0.139107108062695,0.0997665977677254,0.166831443556842,0.0941530771208551,0.273679618899855,0.17917926409874,0.108026599557945,0.0880743852879498,0.105914239143625,0.140301205745208,0.249602808794948,0.0739789695790678,0.00643158695668918,0.110787050844248,0.177206741195751,0.0784771630371343,0.448133081482006,0.479523179499986,0.409870822122749,0.304398001971327,0.258418942190904,0.27493630394509,0.342425746935059,0.162008863792366,0.206034839758285,0.166496038312057,0.129567555528174,0.0967989515142355,0.593834343545962,0.559135106465912,0.486470674445049,0.531056892280024,0.580372535428748,0.721394292912104,0.319560626028656,0.356256935203681,0.107339620046214,0.165108175566924,0.867384263957309,0.61273730249466,1,0.697906820956553
"mango",0.0919722842156495,0.132788344884409,0.174676844487766,0.128673979054667,0.196962668237899,0.150625827067889,0.170413647713763,0.174721909413888,0.143411403622693,0.155808822407473,0.0834022972515872,0.0991126260374649,0.108609987461312,0.0958760960575733,0.143837949079568,0.164788271049289,0.133664056277301,0.173166888297398,0.0980102683959389,0.154179368143552,0.136866641090972,0.138682991414663,0.0409660638646435,0.155250943227032,0,0.136191468220368,0.0858328014638089,0.185297841787113,0.222838528363928,0.289029828061888,0.233582417822645,0.156551724540481,0.352981706796291,0.361884115881541,0.214342642711677,0.160816045778463,0.167340232519739,0.240369015682484,0.321862804550231,0.234916834619685,0.433135881611413,0.302540836783843,0.495873155885891,0.251162105168932,0.434358450605494,0.368747969965633,0.429139141462783,0.36548014318562,0.558897786889632,0.613886885412692,0.706758993161407,0.750189335108553,0.639429322548114,0.413494307468558,0.627955508957062,0.439140409231596,0.912722567829855,1
"strawberry",0.170454445507576,0.191709981169911,0.0861859418393848,0.160990271366733,0.202327685416784,0.179727751648252,0.337047946815251,0.371265005971795,0.38874996210463,0.624174582333371,0.0731080397634297,0.13673063926921,0.216875766404826,0.2423581973509,0.243032118869658,0.339567527872635,0.12662164550881,0.129816448781171,0.222109172583488,0.263550335969435,0.0979314210910242,0.0769030514023541,0.0428108880663267,0,0.102057719679261,0.194364171343816,0.238257555700728,0.52276605077649,0.514870285001627,0.497503517886353,0.758809130021171,0.629256588711126,0.226325620440542,0.224025667678612,0.200354592581164,0.21723456931225,0.0874358543075129,0.13401827584978,0.161785211198966,0.276447617582212,0.438507390980794,0.365932698892802,0.716531101905171,0.722837388814771,0.314252194656593,0.219887157916148,0.25253526475763,0.288010987734232,0.21843715393494,0.151807689637942,0.242150079060989,0.215529252604983,0.479606227326217,1,0.184718651821348,0.229121945072962,0.137242492555129,0.212664925959839
"watermelon",0.195639148863203,0.0830556732222528,0.200028014103664,0.0376495108427489,0.11229801203632,0.131338911538766,0.167872499861297,0.179866301785253,0.370504590619304,0.347019058341824,0.0414439642108434,0.144261969913423,0.0887915341364865,0.141036746849489,0.202795227668917,0.247916337817594,0.0402587854840006,0.146543501771865,0.0997422451129717,0.126286964532071,0.284513410952393,0.187569416203974,0,0.13700272933131,0.163241211590763,0.0474659238210627,0.122172705404774,0.367694261631617,0.417776066904311,0.446507294457753,0.635879874843954,0.60918125332971,1,0.740889271864745,0.455421258566543,0.501925073181111,0.077071967860314,0.154134296586841,0.112099677804183,0.205183637906864,0.266916692070242,0.422141564340601,0.726500029342813,0.807637532151774,0.641335770419131,0.492594924014161,0.851247594377056,0.777822575086842,0.237743293823274,0.253159682978092,0.24728684134446,0.160708981939791,0.392749447027945,0.864649248711511,0.423192552390566,0.73814485025883,0.341908610001374,0.199136843535208
"beach",0.966805541065655,0.758900619724507,0.946247267877677,0.921592208506909,0.142753204887549,0.17677727601976,0.452180833941668,0.17312723862999,0,0.0932809427009773,0.985291748299957,0.918991053890645,0.43702826443273,0.166325159342123,0.1128706792387,0.135851329339764,0.974878207334122,0.829979007100725,0.272475730780695,0.0159917135042359,0.654841950144892,0.600388091521794,0.137163840273191,0.334656457258583,0.421006620042152,0.724906085138678,0.675760957700364,0.162342462844944,0.190058627185542,0.43729413603189,0.235497357909888,0.0678050745325949,0.304981188593682,0.23913653412494,0.435179528235726,0.252328241911906,0.260721624468668,0.679721979488775,1,0.243445033860147,0.562961155032401,0.634969375963742,0.230119590342113,0.147188714458835,0.310187622030057,0.339322854632523,0.320909780879064,0.245699693292959,0.312510111118523,0.576288495135625,0.511568868616943,0.835649350557927,0.454748102156229,0.15075040438605,0.28595385499592,0.0132978182604667,0.642582841509226,0.40907784016766
"field",0.164447722739916,0.163246137757514,0.189232729096668,0.277985233313837,0.0327193954669068,0.102382482947089,0.175083413713096,0.047150156582392,0.187067756400669,0.0194998521522175,0.0466026948644502,0.0937896899450339,0.0238562877152268,0.116873102607424,0.0028729781409176,0.150607260407607,0.0443768986404008,0.187665200597112,0.103278763586557,0.0814056264109828,0.414192146896243,0.145502021534194,0,0.0747061573857022,0.184923457766196,0.157500417654696,0.130774360458245,0.150077169461653,0.0722733433654446,0.100936821769753,0.254809286213867,0.0661333924129204,1,0.793316883103406,0.64756593362252,0.476837765776671,0.435558845546302,0.35052942966639,0.484738992583641,0.259250558983065,0.376549907212816,0.175475594810472,0.162207362250624,0.0569860981160183,0.845749151565552,0.732347042422409,0.833289446349869,0.867974750343519,0.573985872557838,0.395455250523457,0.444399674914243,0.273477626972338,0.265756797211229,0.0940023863118001,0.616659875688922,0.721091887630466,0.424802802676049,0.335482704375859
"ocean",0.726146605241958,0.758980947716862,1,0.773080644994086,0.168977381775305,0.155476161293626,0.0839407947731129,0.0322450935571701,0.0603830451623449,0.00207760372592724,0.875667359005316,0.830310571117145,0.600483963669983,0.199059185253412,0.10223904800866,0.0262024784175442,0.780436679478837,0.741349931051641,0.546762272707516,0.0722420279937603,0.587249940546086,0.752229492894424,0.249568515262337,0.270408532317731,0.23718300740808,0.276605920947531,0.353243778858977,0,0.0120236601869026,0.0334933256790975,0.0903116983198979,0.000225572848444252,0.191306680214533,0.18167298127271,0.337257151587768,0.316907327301808,0.156190615782145,0.0328784138904636,0.202808066953083,0.204434451685696,0.130547843933667,0.0610384554600979,0.0636559929051344,0.0223640384990583,0.219430473785136,0.0982340202917567,0.177098035400741,0.187420174753992,0.0784368626440206,0.109748135838932,0.0318294688657633,0.0668858007118891,0.0723280865214021,0.045660492296267,0.0665105450533686,0.059211149901793,0.119322374402192,0.139398819773052
"sky",0.905283016022634,0.75743586727577,0.967000816340552,1,0.181482737540015,0.260722006637685,0.288519378213042,0.197156458599084,0.17405984963231,0.134876804324648,0.960040879397095,0.856301982243878,0.658057239619842,0.28258071907895,0.260156955437187,0.184030653849171,0.944318695046989,0.844023781091293,0.582596604522304,0.319942342113166,0.467320682848706,0.694978636001737,0.507126848897543,0.496531873778109,0.510743293038365,0.558990950681611,0.644083648974893,0.19593157662497,0.121739252606777,0.332928169018597,0.228862947171734,0.17778575596886,0,0.203214432872342,0.298624365991228,0.303168407482482,0.227951597770159,0.180134777494282,0.318842840007474,0.0966712776233223,0.199526106789537,0.316401711733464,0.261257941064855,0.112818047133516,0.056915919864777,0.186838332506896,0.111170722145622,0.116262986060037,0.164677854676481,0.323962987868448,0.219207782474464,0.337940416072663,0.257765226971303,0.193673652292483,0.128801722489585,0.153447496251322,0.262406344735447,0.332867339610203
"sunset",0.264458112320637,0.4624146234047,0.337159457715171,0.443478122584825,0.241055184199899,0.386527899730413,0.246675910456495,0.33747688975637,0.325868567542325,0.367238998349516,0.222246590499491,0.300047881697875,0.336789883730105,0.219973177178459,0.2115082665362,0.225205259179499,0.289082479770969,0.369391696230417,0.371737082297429,0.249007028120113,0.225053324437843,0.290574452357327,0.163517285607895,0.344896226058791,0.307264762603728,0.163340493080015,0.176611417605022,0.331550613209658,0.482967461913734,0.376034221195212,0.522158079206244,0.427977438711707,0.125855541656702,0.168271208483348,0.174690443366161,0.109778138067909,0.250434299995961,0.239755536247617,0.233807160469487,0.353226529526013,0.662381707746286,0.602358689685478,0.770503237020388,0.458017717065777,0.213538095069893,0.285002435651329,0.135444508034149,0.12000801482642,0.586157231102693,0.81000310719922,0.986828066006119,0.868364942675431,0.907226395067612,0.664464938252967,0.249249179357172,0,0.892964048895772,1
"dawn",0.67600246656991,0.46689769443991,0.505038291132516,0.900976276887006,0.170056484167079,0.572654365953604,0.468998804202511,0.479169991283883,0.333060551576388,0.345756375779979,0.666609710593573,0.532539602452655,0.436218794128307,0.195227793769362,0.226398629085641,0,0.84270751769746,0.627308302422601,0.479801402754894,0.470403734710332,0.415387144509598,0.436422845810411,0.118031065160778,0.133432192940964,0.276366427276004,0.847215767903429,0.478482005973604,0.284377855137268,0.55858951018779,0.594461534962838,0.377309403513401,0.336747862387881,0.47469807627331,0.281003912539621,0.541861894990183,0.327126808074036,0.155881838545754,0.333480459179042,0.67734230791057,0.481136077526231,0.774723218859021,0.669734869077452,0.585875067619231,0.437669708087746,0.395199109811377,0.327577021338326,0.350801792613157,0.565965795768308,0.458255104648349,0.865961088978743,0.711891674065789,1,0.776101730850614,0.369500968639327,0.41388819675636,0.307300193174286,0.807319290285343,0.92423074707228
"day",0.892307948452172,0.339987255925832,0.513285666982573,1,0.19041681333209,0.312868114734399,0.536393315566751,0.279138675956519,0.527783160164406,0.419702727927665,0.88074226929734,0.410280687658126,0.558740685403271,0.157098400973088,0.271670118692937,0.307817524040355,0.882102374085756,0.495737766967986,0.434351720588714,0.286609644462325,0.643763951955313,0.602218251354138,0,0.0392435200068182,0.215194538328385,0.923302468403423,0.977511379025005,0.229741778075828,0.31295244765959,0.640340004720894,0.582520867766178,0.402585175266097,0.522521564533245,0.612593940457022,0.657938532778956,0.799318551647115,0.084237244242553,0.153571606258239,0.62303650249074,0.150651573711238,0.406780472151284,0.657114378591941,0.486902914246573,0.41039387683306,0.640067631354502,0.708285270280615,0.864008166825324,0.65568146900105,0.305947999897073,0.728494252414117,0.562094539667472,0.683427508529541,0.632227630222337,0.360303733398236,0.661574208637525,0.783469088178199,0.925562457972867,0.912899128880217
"dusk",0.295940104150075,1,0.72160890592882,0.275002670029509,0.988202028379891,0.859232949675547,0.483394129694385,0.6891463667414,0.611616873132746,0.44094533815453,0.747278196981509,0.920785191865343,0.77813236019025,0.83736123329158,0.716706896619545,0.696818945113736,0.618033342215601,0.817074094107468,0.772623195528267,0.356745922306817,0.57847314819793,0.26920012618396,0.791244891685008,0.905482923430246,0.748333215106213,0.748283783988563,0.499138089492644,0.789351041628549,0.757605354169028,0.260375333252282,0.723795435980797,0.432121626215527,0.534206538864555,0.570993077198705,0.350393185330857,0.176507364749927,0.698497266151018,0.727280751663695,0.480355288545609,0.775842741183231,0.878747560345815,0.814363615284421,0.592028872715888,0.424178065440036,0.300730760359965,0,0.460110176734242,0.181123716487045,0.8126962939242,0.337229252318002,0.734532513782962,0.59622186657775,0.604042641122844,0.393322453330286,0.187566007948524,0.298889175267091,0.557392442726887,0.313101930053293
"night",0.173053893858522,0.659866246836557,0.434744340446516,0.273411819804458,0.50716308282065,0.399768399029656,0.250775407707199,0.336320156742534,0.0588399888315032,0.139146906568705,0.212487686187027,0.611396864969468,0.306763744642552,0.331555050877616,0.179487158434428,0.156272532736627,0.266450260281949,0.559033115916,0.439428824269432,0.253542689360091,0.450437205425161,0.139667543102798,0.991245672743854,1,0.708217804546533,0.336297079671381,0.0900567410787561,0.543717385815228,0.316180504458068,0.0734019183675489,0.22161385518048,0.0867187700443423,0.329555327342863,0.219754139256734,0.22724167670568,0.168865862085676,0.617885844583272,0.284257397869331,0.208525880398384,0.429738204171517,0.302640763494382,0.116083664210577,0.166948776019049,0,0.188266807573615,0.0856799055436261,0.25061880954347,0.242056385233114,0.282428739925483,0.149486612929506,0.308733539125421,0.181698122267063,0.111747838469042,0.0488408814172191,0.0557245491172683,0.0618143535836596,0.164603264515486,0.168240744007989
