"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58"
0.0129227038490803,0.0324814289983889,0.0584245566019803,0.188375833497559,-0.0477620648644073,-0.0256046127953789,-0.0182796564853873,-0.0158900117388004,0.0397331144141203,0.0136706205982931,-0.00922110335596663,-0.0206647421608701,-0.0733226539843376,-0.0416215322932496,-0.164774050301732,-0.128313353915854,0.0358979750644972,-0.0536975371985691,-0.16524916982655,-0.139322291275965,0.111431766795047,0.0143345384415696,-0.179464886137348,-0.0808192212265199,0.0578274629427061,0.0599935026131892,-0.0251871237757757,0.0183468325781834,0.103668996264451,0.0741253164250511,0.0909434895325293,0.0343360276369215,0.0577132040656376,0.0163226825930585,0.0995753049476913,0.0466835390115136,-0.0437946521990151,-0.0700182021056264,0.073879387637105,-0.0101418991916365,0.0591890710163411,0.059777808520146,0.136148961512404,0.126378055717646,0.0387770490749146,-0.0883789410528367,0.0226530631053886,-0.0727425762828048,-0.122249938005001,-0.0852332835218554,0.00811810100611993,0.0717913400030232,0.0968497858582199,0.108333351606508,-0.165773299001768,-0.177444385040107,-0.164452414302784,-0.109617871379656
