"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58"
-0.0757527415585103,-0.233227390137978,-0.186864337454867,-0.111239782436396,-0.174797920316023,-0.117973106283748,-0.0712297913372519,-0.110507731508496,-0.0437272118870603,-0.0273675544634798,-0.180862800500434,-0.246999967339191,-0.165513435719582,-0.163764892950986,-0.107546179906664,-0.0532146104676451,-0.158396865619451,-0.171801471644419,-0.131065754855739,-0.0635632125983644,-0.111288131697683,-0.0850584078071656,-0.25074261755423,-0.214386797389866,-0.189408736635829,-0.146556118106886,-0.108805296745598,-0.103392895004356,-0.0812199806947665,-0.014055859725582,0.00182077918938884,0.0102802268983538,0.0603414163859866,0.0445191900575763,0.00152795762958956,0.00997229929464132,-0.0873590399018134,-0.0647046537235835,-0.0506641083471924,-0.0959574529993905,-0.0227423614817003,-0.0183204843037936,0.0322528868944242,0.0388955120063701,0.104401957520879,0.123133624569896,0.0890766645902714,0.120494636450461,0.0467666052549575,0.0667531310226877,0.0316500254558416,0.0242308714762349,0.0103812475604893,0.0708726778318291,0.12758318244873,0.152569379518603,0.123522921138124,0.105005393531917
