head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time
21,28,15,28,Random,-9999,c6d77ce62ce05825,9.047000169754028,0.2239999771118164,1638290289.252,15,night,blueberry,field,night,blueberry,night,blueberry,field,night,blueberry,934.1628723144531,2021-11-30T16:38:09.252000,1638289355.0891278
18,26,16,16,Random,-9999,c6d77ce62ce05825,1.1629998683929443,0.17100000381469727,1638290290.535,26,day,lemon,strawberry,lemon,day,day,lemon,strawberry,lemon,day,935.4458723068237,2021-11-30T16:38:10.535000,1638289355.0891278
8,27,20,27,Random,-9999,c6d77ce62ce05825,2.3320000171661377,0.08500003814697266,1638290293.0,20,dusk,beach,far,dusk,beach,dusk,beach,far,dusk,beach,937.910872220993,2021-11-30T16:38:13,1638289355.0891278
3,14,13,13,Random,-9999,c6d77ce62ce05825,2.693000078201294,0.15899991989135742,1638290295.859,14,sad,happy,shoes,happy,sad,sad,happy,shoes,happy,sad,940.7698721885681,2021-11-30T16:38:15.859000,1638289355.0891278
26,20,9,20,Random,-9999,c6d77ce62ce05825,1.7189998626708984,0.15400004386901855,1638290297.676,9,beach,near,day,beach,near,beach,near,day,beach,near,942.5868723392487,2021-11-30T16:38:17.676000,1638289355.0891278
23,26,3,26,Random,-9999,c6d77ce62ce05825,1.7200000286102295,0.09599995613098145,1638290299.479,3,day,shoes,sky,day,shoes,day,shoes,sky,day,shoes,944.3898723125458,2021-11-30T16:38:19.479000,1638289355.0891278
25,20,15,20,Random,-9999,c6d77ce62ce05825,1.5679998397827148,0.09500002861022949,1638290301.152,15,beach,blueberry,dawn,beach,blueberry,beach,blueberry,dawn,beach,blueberry,946.062872171402,2021-11-30T16:38:21.152000,1638289355.0891278
24,26,29,26,Random,-9999,c6d77ce62ce05825,1.4780001640319824,0.08899998664855957,1638290302.714,29,day,noon,sunset,day,noon,day,noon,sunset,day,noon,947.6248722076416,2021-11-30T16:38:22.714000,1638289355.0891278
4,22,9,9,Random,-9999,c6d77ce62ce05825,1.7279999256134033,0.08699989318847656,1638290304.534,22,ocean,near,socks,near,ocean,ocean,near,socks,near,ocean,949.4448721408844,2021-11-30T16:38:24.534000,1638289355.0891278
7,22,24,22,Random,-9999,c6d77ce62ce05825,2.0739998817443848,0.08700013160705566,1638290306.759,24,ocean,sunset,beside,ocean,sunset,ocean,sunset,beside,ocean,sunset,951.6698722839355,2021-11-30T16:38:26.759000,1638289355.0891278
3,5,21,5,Random,-9999,c6d77ce62ce05825,1.3209998607635498,0.1660001277923584,1638290308.191,21,above,field,shoes,above,field,above,field,shoes,above,field,953.1018722057343,2021-11-30T16:38:28.191000,1638289355.0891278
20,6,24,6,Random,-9999,c6d77ce62ce05825,0.8139998912811279,0.09400010108947754,1638290309.095,24,below,sunset,beach,below,sunset,below,sunset,beach,below,sunset,954.0058722496033,2021-11-30T16:38:29.095000,1638289355.0891278
19,5,8,5,Random,-9999,c6d77ce62ce05825,0.49500012397766113,0.09200000762939453,1638290309.684,8,above,far,watermelon,above,far,above,far,watermelon,above,far,954.5948722362518,2021-11-30T16:38:29.684000,1638289355.0891278
6,28,12,12,Random,-9999,c6d77ce62ce05825,0.48399996757507324,0.09399986267089844,1638290310.263,28,night,fearful,below,fearful,night,night,fearful,below,fearful,night,955.1738722324371,2021-11-30T16:38:30.263000,1638289355.0891278
19,27,5,27,Random,-9999,c6d77ce62ce05825,0.4419999122619629,0.0970001220703125,1638290310.805,5,dusk,above,watermelon,dusk,above,dusk,above,watermelon,dusk,above,955.7158722877502,2021-11-30T16:38:30.805000,1638289355.0891278
25,9,7,7,Random,-9999,c6d77ce62ce05825,0.6670000553131104,0.10500001907348633,1638290311.558,9,near,beside,dawn,beside,near,near,beside,dawn,beside,near,956.4688723087311,2021-11-30T16:38:31.558000,1638289355.0891278
18,1,19,1,Random,-9999,c6d77ce62ce05825,0.8680000305175781,0.1119999885559082,1638290312.562,19,pants,watermelon,strawberry,pants,watermelon,pants,watermelon,strawberry,pants,watermelon,957.4728722572327,2021-11-30T16:38:32.562000,1638289355.0891278
6,19,13,13,Random,-9999,c6d77ce62ce05825,0.9070000648498535,0.10499978065490723,1638290313.557,19,watermelon,happy,below,happy,watermelon,watermelon,happy,below,happy,watermelon,958.4678721427917,2021-11-30T16:38:33.557000,1638289355.0891278
21,16,17,16,Random,-9999,c6d77ce62ce05825,0.6150000095367432,0.0840001106262207,1638290314.263,17,lemon,mango,field,lemon,mango,lemon,mango,field,lemon,mango,959.1738722324371,2021-11-30T16:38:34.263000,1638289355.0891278
14,8,16,16,Random,-9999,c6d77ce62ce05825,0.6459999084472656,0.09299993515014648,1638290315.004,8,far,lemon,sad,lemon,far,far,lemon,sad,lemon,far,959.9148721694946,2021-11-30T16:38:35.004000,1638289355.0891278
20,16,28,28,Random,-9999,c6d77ce62ce05825,2.819999933242798,0.09600019454956055,1638290317.973,16,lemon,night,beach,night,lemon,lemon,night,beach,night,lemon,962.8838722705841,2021-11-30T16:38:37.973000,1638289355.0891278
23,13,3,13,Random,-9999,c6d77ce62ce05825,1.3849999904632568,0.1659998893737793,1638290319.637,3,happy,shoes,sky,happy,shoes,happy,shoes,sky,happy,shoes,964.5478723049164,2021-11-30T16:38:39.637000,1638289355.0891278
21,29,24,24,Random,-9999,c6d77ce62ce05825,1.1340000629425049,0.2630000114440918,1638290320.855,29,noon,sunset,field,sunset,noon,noon,sunset,field,sunset,noon,965.7658722400665,2021-11-30T16:38:40.855000,1638289355.0891278
23,16,13,16,Random,-9999,c6d77ce62ce05825,1.3020000457763672,0.08899998664855957,1638290322.246,13,lemon,happy,sky,lemon,happy,lemon,happy,sky,lemon,happy,967.1568722724915,2021-11-30T16:38:42.246000,1638289355.0891278
10,19,0,19,Random,-9999,c6d77ce62ce05825,0.8989999294281006,0.08999991416931152,1638290323.232,0,watermelon,dress,angry,watermelon,dress,watermelon,dress,angry,watermelon,dress,968.1428723335266,2021-11-30T16:38:43.232000,1638289355.0891278
14,29,23,23,Random,-9999,c6d77ce62ce05825,1.0399999618530273,0.09299993515014648,1638290324.371,29,noon,sky,sad,sky,noon,noon,sky,sad,sky,noon,969.2818722724915,2021-11-30T16:38:44.371000,1638289355.0891278
6,26,2,26,Random,-9999,c6d77ce62ce05825,0.7680001258850098,0.09200000762939453,1638290325.216,2,day,shirt,below,day,shirt,day,shirt,below,day,shirt,970.1268723011017,2021-11-30T16:38:45.216000,1638289355.0891278
3,15,7,7,Random,-9999,c6d77ce62ce05825,1.996000051498413,0.0839998722076416,1638290327.376,15,blueberry,beside,shoes,beside,blueberry,blueberry,beside,shoes,beside,blueberry,972.2868721485138,2021-11-30T16:38:47.376000,1638289355.0891278
18,22,9,22,Random,-9999,c6d77ce62ce05825,1.6559998989105225,0.16000008583068848,1638290329.127,9,ocean,near,strawberry,ocean,near,ocean,near,strawberry,ocean,near,974.0378723144531,2021-11-30T16:38:49.127000,1638289355.0891278
12,9,21,9,Random,-9999,c6d77ce62ce05825,2.692999839782715,0.09400010108947754,1638290331.981,21,near,field,fearful,near,field,near,field,fearful,near,field,976.8918721675873,2021-11-30T16:38:51.981000,1638289355.0891278
9,24,12,24,Random,-9999,c6d77ce62ce05825,1.559000015258789,0.32899999618530273,1638290333.79,12,sunset,fearful,near,sunset,fearful,sunset,fearful,near,sunset,fearful,978.7008721828461,2021-11-30T16:38:53.790000,1638289355.0891278
8,26,10,26,Random,-9999,c6d77ce62ce05825,2.0429999828338623,0.08600020408630371,1638290335.98,10,day,angry,far,day,angry,day,angry,far,day,angry,980.8908722400665,2021-11-30T16:38:55.980000,1638289355.0891278
28,1,16,1,Random,-9999,c6d77ce62ce05825,1.6389999389648438,0.15999984741210938,1638290337.722,16,pants,lemon,night,pants,lemon,pants,lemon,night,pants,lemon,982.6328721046448,2021-11-30T16:38:57.722000,1638289355.0891278
0,5,3,3,Random,-9999,c6d77ce62ce05825,1.9830000400543213,0.21800017356872559,1638290340.093,5,above,shoes,dress,shoes,above,above,shoes,dress,shoes,above,985.0038721561432,2021-11-30T16:39:00.093000,1638289355.0891278
25,7,18,7,Random,-9999,c6d77ce62ce05825,1.437999963760376,0.2649998664855957,1638290341.645,18,beside,strawberry,dawn,beside,strawberry,beside,strawberry,dawn,beside,strawberry,986.5558722019196,2021-11-30T16:39:01.645000,1638289355.0891278
26,12,11,11,Random,-9999,c6d77ce62ce05825,0.9550001621246338,0.10500001907348633,1638290342.692,12,fearful,disgust,day,disgust,fearful,fearful,disgust,day,disgust,fearful,987.602872133255,2021-11-30T16:39:02.692000,1638289355.0891278
8,6,19,6,Random,-9999,c6d77ce62ce05825,0.6169998645782471,0.08999991416931152,1638290343.403,19,below,watermelon,far,below,watermelon,below,watermelon,far,below,watermelon,988.3138723373413,2021-11-30T16:39:03.403000,1638289355.0891278
28,26,11,26,Random,-9999,c6d77ce62ce05825,0.5430002212524414,0.1809999942779541,1638290344.221,11,day,disgust,night,day,disgust,day,disgust,night,day,disgust,989.131872177124,2021-11-30T16:39:04.221000,1638289355.0891278
9,29,26,26,Random,-9999,c6d77ce62ce05825,0.5590000152587891,0.1960000991821289,1638290344.886,29,noon,day,near,day,noon,noon,day,near,day,noon,989.796872138977,2021-11-30T16:39:04.886000,1638289355.0891278
15,10,1,10,Random,-9999,c6d77ce62ce05825,0.6129999160766602,0.10199999809265137,1638290345.662,1,angry,pants,blueberry,angry,pants,angry,pants,blueberry,angry,pants,990.5728721618652,2021-11-30T16:39:05.662000,1638289355.0891278
11,12,15,12,Random,-9999,c6d77ce62ce05825,0.562999963760376,0.16100001335144043,1638290346.316,15,fearful,blueberry,disgust,fearful,blueberry,fearful,blueberry,disgust,fearful,blueberry,991.2268722057343,2021-11-30T16:39:06.316000,1638289355.0891278
19,14,21,14,Random,-9999,c6d77ce62ce05825,0.624000072479248,0.09800004959106445,1638290347.036,21,sad,field,watermelon,sad,field,sad,field,watermelon,sad,field,991.9468722343445,2021-11-30T16:39:07.036000,1638289355.0891278
24,15,27,27,Random,-9999,c6d77ce62ce05825,0.6419999599456787,0.10500001907348633,1638290347.791,15,blueberry,dusk,sunset,dusk,blueberry,blueberry,dusk,sunset,dusk,blueberry,992.7018721103668,2021-11-30T16:39:07.791000,1638289355.0891278
17,25,9,25,Random,-9999,c6d77ce62ce05825,0.6749999523162842,0.0969998836517334,1638290348.565,9,dawn,near,mango,dawn,near,dawn,near,mango,dawn,near,993.4758722782135,2021-11-30T16:39:08.565000,1638289355.0891278
26,14,16,14,Random,-9999,c6d77ce62ce05825,0.5720000267028809,0.10299992561340332,1638290349.226,16,sad,lemon,day,sad,lemon,sad,lemon,day,sad,lemon,994.1368722915649,2021-11-30T16:39:09.226000,1638289355.0891278
