,subject_id,trial_index,condition,pal_source,order_num,category,repetition,label_option,answer,ba`r_col,response,accuracy,total_accuracy,rt
24,8joc4xsrfq,19,1,"""uw_71""",0,"""p3""",0,"['speed', 'working', 'efficiency', 'leisure']",efficiency,#ffffff,efficiency,1,,16496.0
25,8joc4xsrfq,19,1,"""uw_71""",0,"""p3""",0,"['speed', 'working', 'efficiency', 'leisure']",leisure,#90689f,leisure,1,,16496.0
26,8joc4xsrfq,19,1,"""uw_71""",0,"""p3""",0,"['speed', 'working', 'efficiency', 'leisure']",speed,#e81a4b,speed,1,,16496.0
27,8joc4xsrfq,19,1,"""uw_71""",0,"""p3""",0,"['speed', 'working', 'efficiency', 'leisure']",working,#3b3b3b,working,1,,16496.0
28,8joc4xsrfq,20,1,"""uw_71""",0,"""p6""",0,"['banana', 'grape', 'celery', 'eggplant']",banana,#fcdb42,banana,1,,9338.0
29,8joc4xsrfq,20,1,"""uw_71""",0,"""p6""",0,"['banana', 'grape', 'celery', 'eggplant']",celery,#8cf47e,celery,1,,9338.0
30,8joc4xsrfq,20,1,"""uw_71""",0,"""p6""",0,"['banana', 'grape', 'celery', 'eggplant']",eggplant,#000000,eggplant,1,,9338.0
31,8joc4xsrfq,20,1,"""uw_71""",0,"""p6""",0,"['banana', 'grape', 'celery', 'eggplant']",grape,#5e2b3a,grape,1,,9338.0
32,8joc4xsrfq,21,1,"""uw_71""",0,"""p5""",0,"['leisure', 'working', 'peach', 'cherry']",cherry,#ea1d1d,cherry,1,,15114.0
33,8joc4xsrfq,21,1,"""uw_71""",0,"""p5""",0,"['leisure', 'working', 'peach', 'cherry']",leisure,#d5a9e4,leisure,1,,15114.0
34,8joc4xsrfq,21,1,"""uw_71""",0,"""p5""",0,"['leisure', 'working', 'peach', 'cherry']",peach,#f1a78a,peach,1,,15114.0
35,8joc4xsrfq,21,1,"""uw_71""",0,"""p5""",0,"['leisure', 'working', 'peach', 'cherry']",working,#3b3b3b,working,1,,15114.0
36,8joc4xsrfq,22,1,"""uw_71""",0,"""p4""",0,"['safety', 'comfort', 'eggplant', 'celery']",celery,#0e8a19,celery,1,,13868.0
37,8joc4xsrfq,22,1,"""uw_71""",0,"""p4""",0,"['safety', 'comfort', 'eggplant', 'celery']",comfort,#a06776,comfort,1,,13868.0
38,8joc4xsrfq,22,1,"""uw_71""",0,"""p4""",0,"['safety', 'comfort', 'eggplant', 'celery']",eggplant,#600b84,eggplant,1,,13868.0
39,8joc4xsrfq,22,1,"""uw_71""",0,"""p4""",0,"['safety', 'comfort', 'eggplant', 'celery']",safety,#d0e942,safety,1,,13868.0
40,8joc4xsrfq,24,1,"""uw_71""",2,"""p6""",1,"['banana', 'grape', 'eggplant', 'celery']",eggplant,#000000,eggplant,1,,14013.0
41,8joc4xsrfq,24,1,"""uw_71""",2,"""p6""",1,"['banana', 'grape', 'eggplant', 'celery']",grape,#5e2b3a,grape,1,,14013.0
42,8joc4xsrfq,24,1,"""uw_71""",2,"""p6""",1,"['banana', 'grape', 'eggplant', 'celery']",banana,#fcdb42,banana,1,,14013.0
43,8joc4xsrfq,24,1,"""uw_71""",2,"""p6""",1,"['banana', 'grape', 'eggplant', 'celery']",celery,#8cf47e,celery,1,,14013.0
44,8joc4xsrfq,25,1,"""uw_71""",2,"""p4""",1,"['eggplant', 'comfort', 'safety', 'celery']",eggplant,#600b84,eggplant,1,,8753.0
45,8joc4xsrfq,25,1,"""uw_71""",2,"""p4""",1,"['eggplant', 'comfort', 'safety', 'celery']",safety,#d0e942,safety,1,,8753.0
46,8joc4xsrfq,25,1,"""uw_71""",2,"""p4""",1,"['eggplant', 'comfort', 'safety', 'celery']",celery,#0e8a19,celery,1,,8753.0
47,8joc4xsrfq,25,1,"""uw_71""",2,"""p4""",1,"['eggplant', 'comfort', 'safety', 'celery']",comfort,#a06776,comfort,1,,8753.0
48,8joc4xsrfq,26,1,"""uw_71""",2,"""p8""",1,"['sleeping', 'comfort', 'safety', 'driving']",safety,#d0e942,driving,0,,20542.0
49,8joc4xsrfq,26,1,"""uw_71""",2,"""p8""",1,"['sleeping', 'comfort', 'safety', 'driving']",sleeping,#000000,sleeping,1,,20542.0
50,8joc4xsrfq,26,1,"""uw_71""",2,"""p8""",1,"['sleeping', 'comfort', 'safety', 'driving']",comfort,#a06776,comfort,1,,20542.0
51,8joc4xsrfq,26,1,"""uw_71""",2,"""p8""",1,"['sleeping', 'comfort', 'safety', 'driving']",driving,#ea1d1d,safety,0,,20542.0
52,8joc4xsrfq,27,1,"""uw_71""",2,"""p3""",1,"['leisure', 'efficiency', 'speed', 'working']",speed,#e81a4b,speed,1,,10028.0
53,8joc4xsrfq,27,1,"""uw_71""",2,"""p3""",1,"['leisure', 'efficiency', 'speed', 'working']",working,#3b3b3b,working,1,,10028.0
54,8joc4xsrfq,27,1,"""uw_71""",2,"""p3""",1,"['leisure', 'efficiency', 'speed', 'working']",efficiency,#ffffff,efficiency,1,,10028.0
55,8joc4xsrfq,27,1,"""uw_71""",2,"""p3""",1,"['leisure', 'efficiency', 'speed', 'working']",leisure,#90689f,leisure,1,,10028.0
56,8joc4xsrfq,28,1,"""uw_71""",2,"""p7""",1,"['corn', 'speed', 'carrot', 'efficiency']",efficiency,#5e78a1,efficiency,1,,9084.0
57,8joc4xsrfq,28,1,"""uw_71""",2,"""p7""",1,"['corn', 'speed', 'carrot', 'efficiency']",speed,#e81a4b,speed,1,,9084.0
58,8joc4xsrfq,28,1,"""uw_71""",2,"""p7""",1,"['corn', 'speed', 'carrot', 'efficiency']",carrot,#ac6619,carrot,1,,9084.0
59,8joc4xsrfq,28,1,"""uw_71""",2,"""p7""",1,"['corn', 'speed', 'carrot', 'efficiency']",corn,#d0b85a,corn,1,,9084.0
60,8joc4xsrfq,29,1,"""uw_71""",2,"""p5""",1,"['leisure', 'working', 'cherry', 'peach']",peach,#f1a78a,peach,1,,8723.0
61,8joc4xsrfq,29,1,"""uw_71""",2,"""p5""",1,"['leisure', 'working', 'cherry', 'peach']",working,#3b3b3b,working,1,,8723.0
62,8joc4xsrfq,29,1,"""uw_71""",2,"""p5""",1,"['leisure', 'working', 'cherry', 'peach']",cherry,#ea1d1d,cherry,1,,8723.0
63,8joc4xsrfq,29,1,"""uw_71""",2,"""p5""",1,"['leisure', 'working', 'cherry', 'peach']",leisure,#d5a9e4,leisure,1,,8723.0
64,8joc4xsrfq,30,"""catch_trial""",null,null,"""colors""",1,"['red', 'yellow', 'green', 'blue']",red,#ea1d1d,red,1,,7069.0
65,8joc4xsrfq,30,"""catch_trial""",null,null,"""colors""",1,"['red', 'yellow', 'green', 'blue']",yellow,#fcdb42,yellow,1,,7069.0
66,8joc4xsrfq,30,"""catch_trial""",null,null,"""colors""",1,"['red', 'yellow', 'green', 'blue']",blue,#2f6ef6,blue,1,,7069.0
67,8joc4xsrfq,30,"""catch_trial""",null,null,"""colors""",1,"['red', 'yellow', 'green', 'blue']",green,#67cf5c,green,1,,7069.0
68,8joc4xsrfq,31,1,"""uw_71""",2,"""p1""",1,"['corn', 'carrot', 'peach', 'cherry']",corn,#d5b811,corn,1,,7382.0
69,8joc4xsrfq,31,1,"""uw_71""",2,"""p1""",1,"['corn', 'carrot', 'peach', 'cherry']",peach,#f1a78a,peach,1,,7382.0
70,8joc4xsrfq,31,1,"""uw_71""",2,"""p1""",1,"['corn', 'carrot', 'peach', 'cherry']",carrot,#cc4f1b,carrot,1,,7382.0
71,8joc4xsrfq,31,1,"""uw_71""",2,"""p1""",1,"['corn', 'carrot', 'peach', 'cherry']",cherry,#ea1d1d,cherry,1,,7382.0
72,8joc4xsrfq,32,1,"""uw_71""",2,"""p2""",1,"['sleeping', 'grape', 'driving', 'banana']",grape,#b62ef2,grape,1,,8338.0
73,8joc4xsrfq,32,1,"""uw_71""",2,"""p2""",1,"['sleeping', 'grape', 'driving', 'banana']",sleeping,#1c3d61,sleeping,1,,8338.0
74,8joc4xsrfq,32,1,"""uw_71""",2,"""p2""",1,"['sleeping', 'grape', 'driving', 'banana']",banana,#d0b85a,banana,1,,8338.0
75,8joc4xsrfq,32,1,"""uw_71""",2,"""p2""",1,"['sleeping', 'grape', 'driving', 'banana']",driving,#ea1d1d,driving,1,,8338.0
76,8joc4xsrfq,34,"""catch_trial""",null,null,"""colors""",2,"['green', 'red', 'yellow', 'blue']",green,#67cf5c,green,1,,7336.0
77,8joc4xsrfq,34,"""catch_trial""",null,null,"""colors""",2,"['green', 'red', 'yellow', 'blue']",red,#ea1d1d,red,1,,7336.0
78,8joc4xsrfq,34,"""catch_trial""",null,null,"""colors""",2,"['green', 'red', 'yellow', 'blue']",yellow,#fcdb42,yellow,1,,7336.0
79,8joc4xsrfq,34,"""catch_trial""",null,null,"""colors""",2,"['green', 'red', 'yellow', 'blue']",blue,#2f6ef6,blue,1,,7336.0
80,8joc4xsrfq,35,1,"""uw_71""",1,"""p7""",2,"['carrot', 'efficiency', 'speed', 'corn']",corn,#d0b85a,corn,1,,10260.0
81,8joc4xsrfq,35,1,"""uw_71""",1,"""p7""",2,"['carrot', 'efficiency', 'speed', 'corn']",efficiency,#5e78a1,efficiency,1,,10260.0
82,8joc4xsrfq,35,1,"""uw_71""",1,"""p7""",2,"['carrot', 'efficiency', 'speed', 'corn']",speed,#e81a4b,speed,1,,10260.0
83,8joc4xsrfq,35,1,"""uw_71""",1,"""p7""",2,"['carrot', 'efficiency', 'speed', 'corn']",carrot,#ac6619,carrot,1,,10260.0
84,8joc4xsrfq,36,1,"""uw_71""",1,"""p4""",2,"['safety', 'celery', 'eggplant', 'comfort']",comfort,#a06776,comfort,1,,12025.0
85,8joc4xsrfq,36,1,"""uw_71""",1,"""p4""",2,"['safety', 'celery', 'eggplant', 'comfort']",eggplant,#600b84,eggplant,1,,12025.0
86,8joc4xsrfq,36,1,"""uw_71""",1,"""p4""",2,"['safety', 'celery', 'eggplant', 'comfort']",safety,#d0e942,safety,1,,12025.0
87,8joc4xsrfq,36,1,"""uw_71""",1,"""p4""",2,"['safety', 'celery', 'eggplant', 'comfort']",celery,#0e8a19,celery,1,,12025.0
88,8joc4xsrfq,37,1,"""uw_71""",1,"""p8""",2,"['driving', 'comfort', 'sleeping', 'safety']",driving,#ea1d1d,safety,0,,11531.0
89,8joc4xsrfq,37,1,"""uw_71""",1,"""p8""",2,"['driving', 'comfort', 'sleeping', 'safety']",safety,#d0e942,driving,0,,11531.0
90,8joc4xsrfq,37,1,"""uw_71""",1,"""p8""",2,"['driving', 'comfort', 'sleeping', 'safety']",sleeping,#000000,sleeping,1,,11531.0
91,8joc4xsrfq,37,1,"""uw_71""",1,"""p8""",2,"['driving', 'comfort', 'sleeping', 'safety']",comfort,#a06776,comfort,1,,11531.0
92,8joc4xsrfq,38,1,"""uw_71""",1,"""p6""",2,"['grape', 'celery', 'banana', 'eggplant']",celery,#8cf47e,celery,1,,9027.0
93,8joc4xsrfq,38,1,"""uw_71""",1,"""p6""",2,"['grape', 'celery', 'banana', 'eggplant']",eggplant,#000000,eggplant,1,,9027.0
94,8joc4xsrfq,38,1,"""uw_71""",1,"""p6""",2,"['grape', 'celery', 'banana', 'eggplant']",grape,#5e2b3a,grape,1,,9027.0
95,8joc4xsrfq,38,1,"""uw_71""",1,"""p6""",2,"['grape', 'celery', 'banana', 'eggplant']",banana,#fcdb42,banana,1,,9027.0
96,8joc4xsrfq,39,1,"""uw_71""",1,"""p2""",2,"['banana', 'driving', 'grape', 'sleeping']",driving,#ea1d1d,driving,1,,8680.0
97,8joc4xsrfq,39,1,"""uw_71""",1,"""p2""",2,"['banana', 'driving', 'grape', 'sleeping']",grape,#b62ef2,grape,1,,8680.0
98,8joc4xsrfq,39,1,"""uw_71""",1,"""p2""",2,"['banana', 'driving', 'grape', 'sleeping']",sleeping,#1c3d61,sleeping,1,,8680.0
99,8joc4xsrfq,39,1,"""uw_71""",1,"""p2""",2,"['banana', 'driving', 'grape', 'sleeping']",banana,#d0b85a,banana,1,,8680.0
100,8joc4xsrfq,40,1,"""uw_71""",1,"""p1""",2,"['corn', 'carrot', 'peach', 'cherry']",cherry,#ea1d1d,cherry,1,,8659.0
101,8joc4xsrfq,40,1,"""uw_71""",1,"""p1""",2,"['corn', 'carrot', 'peach', 'cherry']",corn,#d5b811,corn,1,,8659.0
102,8joc4xsrfq,40,1,"""uw_71""",1,"""p1""",2,"['corn', 'carrot', 'peach', 'cherry']",peach,#f1a78a,peach,1,,8659.0
103,8joc4xsrfq,40,1,"""uw_71""",1,"""p1""",2,"['corn', 'carrot', 'peach', 'cherry']",carrot,#cc4f1b,carrot,1,,8659.0
104,8joc4xsrfq,41,1,"""uw_71""",1,"""p5""",2,"['peach', 'cherry', 'leisure', 'working']",leisure,#d5a9e4,leisure,1,,8600.0
105,8joc4xsrfq,41,1,"""uw_71""",1,"""p5""",2,"['peach', 'cherry', 'leisure', 'working']",peach,#f1a78a,peach,1,,8600.0
106,8joc4xsrfq,41,1,"""uw_71""",1,"""p5""",2,"['peach', 'cherry', 'leisure', 'working']",working,#3b3b3b,working,1,,8600.0
107,8joc4xsrfq,41,1,"""uw_71""",1,"""p5""",2,"['peach', 'cherry', 'leisure', 'working']",cherry,#ea1d1d,cherry,1,,8600.0
108,8joc4xsrfq,42,1,"""uw_71""",1,"""p3""",2,"['efficiency', 'speed', 'leisure', 'working']",leisure,#90689f,leisure,1,,8886.0
109,8joc4xsrfq,42,1,"""uw_71""",1,"""p3""",2,"['efficiency', 'speed', 'leisure', 'working']",speed,#e81a4b,speed,1,,8886.0
110,8joc4xsrfq,42,1,"""uw_71""",1,"""p3""",2,"['efficiency', 'speed', 'leisure', 'working']",working,#3b3b3b,working,1,,8886.0
111,8joc4xsrfq,42,1,"""uw_71""",1,"""p3""",2,"['efficiency', 'speed', 'leisure', 'working']",efficiency,#ffffff,efficiency,1,,8886.0
112,8joc4xsrfq,44,1,"""uw_71""",3,"""p4""",3,"['celery', 'eggplant', 'safety', 'comfort']",safety,#d0e942,safety,1,,8596.0
113,8joc4xsrfq,44,1,"""uw_71""",3,"""p4""",3,"['celery', 'eggplant', 'safety', 'comfort']",celery,#0e8a19,celery,1,,8596.0
114,8joc4xsrfq,44,1,"""uw_71""",3,"""p4""",3,"['celery', 'eggplant', 'safety', 'comfort']",comfort,#a06776,comfort,1,,8596.0
115,8joc4xsrfq,44,1,"""uw_71""",3,"""p4""",3,"['celery', 'eggplant', 'safety', 'comfort']",eggplant,#600b84,eggplant,1,,8596.0
116,8joc4xsrfq,45,1,"""uw_71""",3,"""p5""",3,"['peach', 'leisure', 'working', 'cherry']",working,#3b3b3b,working,1,,8201.0
117,8joc4xsrfq,45,1,"""uw_71""",3,"""p5""",3,"['peach', 'leisure', 'working', 'cherry']",cherry,#ea1d1d,cherry,1,,8201.0
118,8joc4xsrfq,45,1,"""uw_71""",3,"""p5""",3,"['peach', 'leisure', 'working', 'cherry']",leisure,#d5a9e4,leisure,1,,8201.0
119,8joc4xsrfq,45,1,"""uw_71""",3,"""p5""",3,"['peach', 'leisure', 'working', 'cherry']",peach,#f1a78a,peach,1,,8201.0
120,8joc4xsrfq,46,"""catch_trial""",null,null,"""colors""",3,"['blue', 'green', 'red', 'yellow']",yellow,#fcdb42,yellow,1,,8265.0
121,8joc4xsrfq,46,"""catch_trial""",null,null,"""colors""",3,"['blue', 'green', 'red', 'yellow']",blue,#2f6ef6,blue,1,,8265.0
122,8joc4xsrfq,46,"""catch_trial""",null,null,"""colors""",3,"['blue', 'green', 'red', 'yellow']",green,#67cf5c,green,1,,8265.0
123,8joc4xsrfq,46,"""catch_trial""",null,null,"""colors""",3,"['blue', 'green', 'red', 'yellow']",red,#ea1d1d,red,1,,8265.0
124,8joc4xsrfq,47,1,"""uw_71""",3,"""p3""",3,"['speed', 'efficiency', 'working', 'leisure']",working,#3b3b3b,working,1,,11627.0
125,8joc4xsrfq,47,1,"""uw_71""",3,"""p3""",3,"['speed', 'efficiency', 'working', 'leisure']",efficiency,#ffffff,efficiency,1,,11627.0
126,8joc4xsrfq,47,1,"""uw_71""",3,"""p3""",3,"['speed', 'efficiency', 'working', 'leisure']",leisure,#90689f,leisure,1,,11627.0
127,8joc4xsrfq,47,1,"""uw_71""",3,"""p3""",3,"['speed', 'efficiency', 'working', 'leisure']",speed,#e81a4b,speed,1,,11627.0
128,8joc4xsrfq,48,1,"""uw_71""",3,"""p7""",3,"['corn', 'efficiency', 'carrot', 'speed']",speed,#e81a4b,speed,1,,9036.0
129,8joc4xsrfq,48,1,"""uw_71""",3,"""p7""",3,"['corn', 'efficiency', 'carrot', 'speed']",carrot,#ac6619,carrot,1,,9036.0
130,8joc4xsrfq,48,1,"""uw_71""",3,"""p7""",3,"['corn', 'efficiency', 'carrot', 'speed']",corn,#d0b85a,corn,1,,9036.0
131,8joc4xsrfq,48,1,"""uw_71""",3,"""p7""",3,"['corn', 'efficiency', 'carrot', 'speed']",efficiency,#5e78a1,efficiency,1,,9036.0
132,8joc4xsrfq,49,1,"""uw_71""",3,"""p8""",3,"['sleeping', 'safety', 'comfort', 'driving']",sleeping,#000000,sleeping,1,,8969.0
133,8joc4xsrfq,49,1,"""uw_71""",3,"""p8""",3,"['sleeping', 'safety', 'comfort', 'driving']",comfort,#a06776,comfort,1,,8969.0
134,8joc4xsrfq,49,1,"""uw_71""",3,"""p8""",3,"['sleeping', 'safety', 'comfort', 'driving']",driving,#ea1d1d,safety,0,,8969.0
135,8joc4xsrfq,49,1,"""uw_71""",3,"""p8""",3,"['sleeping', 'safety', 'comfort', 'driving']",safety,#d0e942,driving,0,,8969.0
136,8joc4xsrfq,50,1,"""uw_71""",3,"""p1""",3,"['corn', 'carrot', 'cherry', 'peach']",peach,#f1a78a,peach,1,,9722.0
137,8joc4xsrfq,50,1,"""uw_71""",3,"""p1""",3,"['corn', 'carrot', 'cherry', 'peach']",carrot,#cc4f1b,carrot,1,,9722.0
138,8joc4xsrfq,50,1,"""uw_71""",3,"""p1""",3,"['corn', 'carrot', 'cherry', 'peach']",cherry,#ea1d1d,cherry,1,,9722.0
139,8joc4xsrfq,50,1,"""uw_71""",3,"""p1""",3,"['corn', 'carrot', 'cherry', 'peach']",corn,#d5b811,corn,1,,9722.0
140,8joc4xsrfq,51,1,"""uw_71""",3,"""p6""",3,"['celery', 'grape', 'eggplant', 'banana']",grape,#5e2b3a,grape,1,,9317.0
141,8joc4xsrfq,51,1,"""uw_71""",3,"""p6""",3,"['celery', 'grape', 'eggplant', 'banana']",banana,#fcdb42,banana,1,,9317.0
142,8joc4xsrfq,51,1,"""uw_71""",3,"""p6""",3,"['celery', 'grape', 'eggplant', 'banana']",celery,#8cf47e,celery,1,,9317.0
143,8joc4xsrfq,51,1,"""uw_71""",3,"""p6""",3,"['celery', 'grape', 'eggplant', 'banana']",eggplant,#000000,eggplant,1,,9317.0
144,8joc4xsrfq,52,1,"""uw_71""",3,"""p2""",3,"['sleeping', 'grape', 'banana', 'driving']",sleeping,#1c3d61,sleeping,1,,8849.0
145,8joc4xsrfq,52,1,"""uw_71""",3,"""p2""",3,"['sleeping', 'grape', 'banana', 'driving']",banana,#d0b85a,banana,1,,8849.0
146,8joc4xsrfq,52,1,"""uw_71""",3,"""p2""",3,"['sleeping', 'grape', 'banana', 'driving']",driving,#ea1d1d,driving,1,,8849.0
147,8joc4xsrfq,52,1,"""uw_71""",3,"""p2""",3,"['sleeping', 'grape', 'banana', 'driving']",grape,#b62ef2,grape,1,,8849.0
